,지역,시군구,제목,모집기관,봉사기간
0,대전광역시,서구,음식조리 및 포장봉사,월드비전대전*충남지부(사랑의도시락),2019-08-20 ~ 2019-08-20
1,대전광역시,서구,사회문제 해결형 자원봉사 [유기동물 입양 지원사업] 시민유기견훈련사 자원봉사자 모집,대전광역시자원봉사지원센터,2019-08-26 ~ 2019-11-26
2,대전광역시,서구,소아암 인식개선 및 번역봉사,(재)한국소아암재단 중부지부,2019-08-05 ~ 2019-08-23
3,대전광역시,서구,소아암 인식개선 및 번역봉사,(재)한국소아암재단 중부지부,2019-08-05 ~ 2019-08-23
4,대전광역시,서구,여름방학을 이용한 청소년 자원봉사 활동 모집,둔산1동행정복지센터,2019-07-22 ~ 2019-08-23
5,대전광역시,서구,[서구자원봉사센터] 2019년 자원봉사자기본교육 봉사자 모집,대전서구자원봉사센터,2019-08-27 ~ 2019-08-28
6,대전광역시,서구,국립자연휴양림 산림문화작품전시전 안내 및 정리도우미,국립자연휴양림관리소,2019-08-21 ~ 2019-08-23
7,대전광역시,서구,한국소아암재단 중부지부 업무보조,(재)한국소아암재단 중부지부,2019-08-13 ~ 2019-08-27
8,대전광역시,서구,도시락용기 세척봉사 및 전처리봉사,월드비전대전*충남지부(사랑의도시락),2019-08-27 ~ 2019-08-27
9,대전광역시,서구,[가족과 함께하는 송편 데이 프로그램 진행 보조],도안 청소년문화의 집,2019-08-31 ~ 2019-08-31
0,대전광역시,서구,대전북포럼 저자와의 만남-독서문화행사,북포럼,2019-08-29 ~ 2019-08-29
1,대전광역시,서구,멘토링카페자원봉사,(사)한국자원봉사사회개발원대전서구1지부,2019-06-01 ~ 2019-09-01
2,대전광역시,서구,고등수학 강의해주세요,대전반딧불야학교,2019-07-08 ~ 2019-08-30
3,대전광역시,서구,개인차량을 이용한 도시락 배달봉사,월드비전대전*충남지부(사랑의도시락),2019-08-01 ~ 2019-08-30
4,대전광역시,서구,도시락집내 청소봉사,월드비전대전*충남지부(사랑의도시락),2019-08-01 ~ 2019-08-30
5,대전광역시,서구,도시락용기 세척봉사 및 전처리봉사,월드비전대전*충남지부(사랑의도시락),2019-08-30 ~ 2019-08-30
6,대전광역시,서구,자원봉사 이그나이트 영상촬영 자원봉사자 모집,대전광역시,2019-08-31 ~ 2019-08-31
7,대전광역시,서구,양궁장정리 및 화살수거,대전장애인양궁협회,2019-07-16 ~ 2019-08-31
8,대전광역시,서구,양궁장 정리 및 화살수거,대전장애인양궁협회,2019-07-16 ~ 2019-08-31
9,대전광역시,서구,칠보산휴양림 소나무와 자작나무의 역사이야기 프로그램 참여 및 환경정화활동,국립자연휴양림관리소,2019-08-01 ~ 2019-08-31
0,대전광역시,서구,칠보산휴양림 소나무와 자작나무의 역사이야기 프로그램 참여 및 환경정화활동,국립자연휴양림관리소,2019-08-01 ~ 2019-08-31
1,대전광역시,서구,대야산휴양림 용추계곡트레킹 참여 및 환경정화활동,국립자연휴양림관리소,2019-08-01 ~ 2019-08-31
2,대전광역시,서구,대야산휴양림 용추계곡트레킹 참여 및 환경정화활동,국립자연휴양림관리소,2019-08-01 ~ 2019-08-31
3,대전광역시,서구,유명산자연휴양림 산림교육프로그램 활동 도우미 및 환경정화활동,국립자연휴양림관리소,2019-08-01 ~ 2019-08-31
4,대전광역시,서구,유명산휴양림 산림교육프로그램 체험활동 및 환경정화활동,국립자연휴양림관리소,2019-08-01 ~ 2019-08-31
5,대전광역시,서구,"프로그램활동보조,상담,산책,청소 등",신한우리재가복지센터,2019-08-01 ~ 2019-08-31
6,대전광역시,서구,프로그램진행,신한우리재가복지센터,2019-08-01 ~ 2019-08-31
7,대전광역시,서구,도시락용기 세척봉사 및 전처리봉사,월드비전대전*충남지부(사랑의도시락),2019-09-02 ~ 2019-09-02
8,대전광역시,서구,무료급식도우미,한밭사랑푸드뱅크,2019-06-03 ~ 2019-09-03
9,대전광역시,서구,경북 청도 운문산자연휴양림 힐링열차 대학생 멘토를 모집합니다,(사)행복한동행,2019-09-05 ~ 2019-09-06
0,대전광역시,서구,도시락용기 세척봉사 및 전처리봉사,월드비전대전*충남지부(사랑의도시락),2019-09-03 ~ 2019-09-03
1,대전광역시,서구,2019이응노미술관 아트랩 대전 9월 전시 자원봉사자 모집-수정,대전고암미술문화재단,2019-09-11 ~ 2019-09-29
2,대전광역시,서구,2019이응노미술관 아트랩 대전 9월 전시 자원봉사자 모집수정,대전고암미술문화재단,2019-09-10 ~ 2019-09-29
3,대전광역시,서구,도시락용기 세척봉사 및 전처리봉사,월드비전대전*충남지부(사랑의도시락),2019-09-04 ~ 2019-09-04
4,대전광역시,서구,도시락용기 세척봉사 및 전처리봉사,월드비전대전*충남지부(사랑의도시락),2019-09-05 ~ 2019-09-05
5,대전광역시,서구,푸드뱅크 물품정리 및 배분,한밭사랑푸드뱅크,2019-06-10 ~ 2019-09-06
6,대전광역시,서구,학업중단예방대안교육 중고생 학습 및 프로그램운영 봉사자 모집,사단법인 희망가온누리 대전지부 부설가온누리학교,2019-06-24 ~ 2019-09-13
