,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,부산광역시 부산진구,35.1622926,129.0335349, 롯데키즈마트체험(),향기어린이집,대한민국 부산광역시 부산진구 당감동 백양대로136번길 37-20,2019-08-26 2019-08-26
1,부산광역시 부산진구,35.162333,129.0366197, 날짜 및 시간 조정가능 명절선물드리기 배달 봉사자 모집 ,당감종합사회복지관,대한민국 부산광역시 부산진구 당감3동 818-220,2019-09-02 2019-09-10
2,부산광역시 부산진구,,,  부산복지박람회 홍보부스 자원봉사자 모집,사직종합사회복지관,,2019-09-07 2019-09-07
3,부산광역시 부산진구,35.1505505,129.0347681, [독거어르신 명절특식 전달] 자원봉사자 모집 초간단,부산광역시다사랑복합문화예술회관,대한민국 부산광역시 부산진구 가야3동 대학로 60,2019-09-10 2019-09-11
4,부산광역시 부산진구,35.1641516,129.0250036, 반찬배달 자원봉사자 모집합니다,개금종합사회복지관,대한민국 부산광역시 부산진구 개금동 백양관문로77번길 140,2019-08-21 2020-12-31
5,부산광역시 부산진구,,, 성인발달장애인 프로그램 보조,부산시장애인종합복지관,,2019-09-05 2019-12-27
6,부산광역시 부산진구,35.157091,129.0659593, 전포지역아동센터에서 마음 따뜻한아이들의 학습 멘토선생님을 모집합니다,전포지역아동센터,대한민국 부산광역시 부산진구 전포1동 207-75 2층,2019-08-20 2020-08-04
7,부산광역시 부산진구,35.159558,129.032646, 다문화자녀 돌봄,부산진구다문화가족지원센터,대한민국 부산광역시 부산진구 백양대로160 부산진구 여성가족문화센터 3층,2019-09-03 2019-09-26
8,부산광역시 부산진구,,, 부산광역시보호아동자립지원센터 부산복지박람회 자원봉사자 모집 ,사단법인 부산광역시아동복지협회,,2019-09-07 2019-09-07
9,부산광역시 부산진구,35.162333,129.0366197, 매주 수  이야기꽃 봉사자 모집 ,당감종합사회복지관,대한민국 부산광역시 부산진구 당감3동 818-220,2019-08-19 2019-12-31
10,부산광역시 부산진구,35.162333,129.0366197, 월 수 목 (택 일),당감종합사회복지관,대한민국 부산광역시 부산진구 당감3동 818-220,2019-08-19 2019-12-30
