,지역,시군구,제목,모집기관,봉사기간
0,부산광역시,기장군,공연장 안내요원_안데르센극장[08/24],부산광역시 기장군,2019-08-24 ~ 2019-08-24
1,부산광역시,기장군,도보순찰 장안읍일대 봉사자 모집[08/23 15시~17시] ★성인만 모집★,부산광역시 기장군,2019-08-23 ~ 2019-08-23
2,부산광역시,기장군,[8/22] 기장군청 [인문공감 아카데미] 행사운영 보조,기장군청도서관과,2019-08-22 ~ 2019-08-22
3,부산광역시,기장군,도보순찰 정관읍일대 봉사자 모집[08/27 18시~20시] ★성인만 모집★,부산광역시 기장군,2019-08-27 ~ 2019-08-27
4,부산광역시,기장군,[8.26 기장읍캠프]핸즈온 물품 만들어서 후원하기,기장읍 캠프,2019-08-26 ~ 2019-08-26
5,부산광역시,기장군,공연장 안내요원_안데르센극장[08/24 오전 10시~13시],부산광역시 기장군,2019-08-24 ~ 2019-08-24
6,부산광역시,기장군,8.27 정관읍캠프-보들인견 때타올 만들기,정관읍 캠프,2019-08-27 ~ 2019-08-27
7,부산광역시,기장군,8.29 정관읍캠프-쓱삭 쓱삭 수세미 만들기,정관읍 캠프,2019-08-29 ~ 2019-08-29
8,부산광역시,기장군,[9시-17시] 배만들기 행사 운영지원 ★성인만 신청가능합니다★,국립부산과학관,2019-08-24 ~ 2019-08-25
9,부산광역시,기장군,"「제9회 TPO 총회 」국제행사 보조 자원봉사자를 모집합니다. ★이메일 접수 신청, 아래사항 참고 후 신청바람★",부산광역시,2019-09-24 ~ 2019-09-24
0,부산광역시,기장군,8.28 정관읍캠프-똘망똘망 양말인형 만들어서 후원하기,정관읍 캠프,2019-08-28 ~ 2019-08-28
1,부산광역시,기장군,[8.27] 해모로 캠프 - 깜찍 발랄 인형방향제 만들어 후원하기,해모로 캠프,2019-08-27 ~ 2019-08-27
2,부산광역시,기장군,공연장 안내요원_안데르센극장[08/31],부산광역시 기장군,2019-08-31 ~ 2019-08-31
3,부산광역시,기장군,대라다목적도서관 자료실 정리[평일오전],대라다목적도서관,2019-08-01 ~ 2019-08-31
4,부산광역시,기장군,대라다목적도서관 자료실 정리[평일오후],대라다목적도서관,2019-08-01 ~ 2019-08-31
5,부산광역시,기장군,대라다목적도서관 자료실 정리[평일야간],대라다목적도서관,2019-08-01 ~ 2019-08-31
6,부산광역시,기장군,[9/1] 제29회 WBSC 기장 세계청소년야구선수권대회 행사보조,부산광역시 기장군,2019-09-01 ~ 2019-09-01
7,부산광역시,기장군,[8/319시~11시] NGO기장군지회 해양수중환경정화 캠페인,부산광역시 기장군,2019-08-31 ~ 2019-08-31
8,부산광역시,기장군,이그나이트 V-Korea X 부산 행사지원 대학생 자원봉사자 모집,부산광역시,2019-08-29 ~ 2019-08-29
9,부산광역시,기장군,공연장 안내요원_안데르센극장[08/31오전 10시~13시],부산광역시 기장군,2019-08-31 ~ 2019-08-31
0,부산광역시,기장군,[정관박물관-오전] 전시실 안내보조 봉사활동=공지필독★,정관박물관,2019-08-20 ~ 2019-09-01
1,부산광역시,기장군,[정관박물관-오후] 전시실 안내보조 봉사활동=공지필독★,정관박물관,2019-08-20 ~ 2019-09-01
2,부산광역시,기장군,공부방 학습지도,교리청소년공부방,2019-08-05 ~ 2019-08-30
3,부산광역시,기장군,공부방 책정리및 청소,교리청소년공부방,2019-08-05 ~ 2019-08-30
4,부산광역시,기장군,생활편의지원/청결지도,해바라기청소년공부방,2019-08-01 ~ 2019-08-30
5,부산광역시,기장군,[부산 기장군육아종합지원센터] 센터보조업무  ★청소년 ？ 대학생★,부산기장군육아종합지원센터,2019-08-01 ~ 2019-08-31
6,부산광역시,기장군,[부산 기장군육아종합지원센터] 센터보조업무  ★청소년 ？ 대학생★,부산기장군육아종합지원센터,2019-08-01 ~ 2019-08-31
7,부산광역시,기장군,[정관박물관-오후2] 전시실 안내보조 봉사활동=공지필독★,정관박물관,2019-08-06 ~ 2019-09-01
8,부산광역시,기장군,[정관도서관] 평일오전 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-08-01 ~ 2019-08-31
9,부산광역시,기장군,[정관도서관] 평일오후 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-08-01 ~ 2019-08-31
0,부산광역시,기장군,[정관도서관] 평일야간 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-08-01 ~ 2019-08-31
1,부산광역시,기장군,[정관도서관] 주말야간 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-08-01 ~ 2019-08-31
2,부산광역시,기장군,[정관어린이도서관] 주말야간 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-08-01 ~ 2019-08-31
3,부산광역시,기장군,[9/8] 제29회 WBSC 기장 세계청소년야구선수권대회 행사보조,부산광역시 기장군,2019-09-08 ~ 2019-09-08
4,부산광역시,기장군,9.710시~12시 [기장역사문화연구회]_기장 옛길 탐방 및 환경정화활동 봉사자 모집 ★14~19세★,부산광역시 기장군,2019-09-07 ~ 2019-09-07
5,부산광역시,기장군,기장향교 예절교육 및 자원봉사소양교육[09/21]★청소년만 신청 가능★,부산광역시 기장군,2019-09-21 ~ 2019-09-21
6,부산광역시,기장군,[9시-13시] 국립부산과학관 전시관 안내 ★중학생 이상만 신청 가능합니다★,국립부산과학관,2019-09-01 ~ 2019-09-29
7,부산광역시,기장군,[13시-17시] 국립부산과학관 전시관 안내 ★중학생 이상만 신청 가능합니다★,국립부산과학관,2019-09-01 ~ 2019-09-29
8,부산광역시,기장군,[9시-17시] 국립부산과학관 전시관 안내 ★성인만 신청 가능합니다★,국립부산과학관,2019-09-01 ~ 2019-09-29
9,부산광역시,기장군,대라다목적도서관 자료실 정리[평일오전],대라다목적도서관,2019-09-01 ~ 2019-09-30
0,부산광역시,기장군,대라다목적도서관 자료실 정리[평일오후],대라다목적도서관,2019-09-01 ~ 2019-09-30
1,부산광역시,기장군,대라다목적도서관 자료실 정리[평일야간],대라다목적도서관,2019-09-01 ~ 2019-09-30
2,부산광역시,기장군,대라다목적도서관 자료실 정리[주말오전],대라다목적도서관,2019-09-01 ~ 2019-09-30
3,부산광역시,기장군,대라다목적도서관 자료실 정리[주말오후],대라다목적도서관,2019-09-01 ~ 2019-09-30
4,부산광역시,기장군,대라다목적도서관 자료실 정리[주말야간],대라다목적도서관,2019-09-01 ~ 2019-09-30
5,부산광역시,기장군,대라다목적도서관 그림책 읽어주기[주말오전],대라다목적도서관,2019-09-01 ~ 2019-09-30
6,부산광역시,기장군,대라다목적도서관 그림책 읽어주기[주말오후],대라다목적도서관,2019-09-01 ~ 2019-09-30
7,부산광역시,기장군,[정관도서관] 평일오전 - 자료실 서가정리 및 운영보조 봉사활동51,정관도서관,2019-09-01 ~ 2019-09-30
8,부산광역시,기장군,[정관도서관] 평일오후 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
9,부산광역시,기장군,[정관도서관] 주말오전 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
0,부산광역시,기장군,[정관도서관] 주말오후 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
1,부산광역시,기장군,[정관도서관] 평일야간 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
2,부산광역시,기장군,[정관도서관] 주말야간 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
3,부산광역시,기장군,[정관어린이도서관] 주말오전 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
4,부산광역시,기장군,[정관어린이도서관] 주말오후 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
5,부산광역시,기장군,[정관어린이도서관] 주말야간 - 자료실 서가정리 및 운영보조 봉사활동,정관도서관,2019-09-01 ~ 2019-09-30
