,지역,시군구,제목,모집기관,봉사기간
0,전라남도,광양시,생활편의시설지원,광양시공립노인전문요양병원,2019-06-20 ~ 2019-08-21
1,전라남도,광양시,식사봉사,광양시공립노인전문요양병원,2019-06-20 ~ 2019-08-21
2,전라남도,광양시,생활편의시설지원,광양시공립노인전문요양병원,2019-06-20 ~ 2019-08-21
3,전라남도,광양시,목욕봉사,광양시공립노인전문요양병원,2019-06-20 ~ 2019-08-21
4,전라남도,광양시,발맛사지,광양시공립노인전문요양병원,2019-06-20 ~ 2019-08-21
5,전라남도,광양시,어르신 위문공연 봉사,광양시공립노인전문요양병원,2019-06-20 ~ 2019-08-21
6,전라남도,광양시,"가야금,마술,댄스공연",광양시공립노인전문요양병원,2019-06-20 ~ 2019-08-21
7,전라남도,광양시,광양노인복지관 내외 청결관리,광양노인복지관,2019-08-12 ~ 2019-08-30
8,전라남도,광양시,식당봉사,광양노인복지관,2019-08-12 ~ 2019-08-30
9,전라남도,광양시,제1회 구봉산 문화제 행사준비 및 행사장안내,광양시자원봉사센터,2019-08-30 ~ 2019-08-30
0,전라남도,광양시,제1회 구봉산 문화제,광양시자원봉사센터,2019-08-31 ~ 2019-08-31
1,전라남도,광양시,광양노인복지관 내외 청결관리,광양노인복지관,2019-08-20 ~ 2019-08-30
2,전라남도,광양시,학습자료정리 및 주변환경정리 등,햇빛어린이집,2019-07-22 ~ 2019-08-30
3,전라남도,광양시,"백운산자연휴양림 야영장 및 숙소주변 환경정화활동, 이용객안내, 물놀이장 안전요원",백운산자연휴양림,2019-07-18 ~ 2019-08-31
4,전라남도,광양시,"백운산자연휴양림 야영장 및 숙소 주변청소, 이용객 안내, 물놀이장 안전요원",백운산자연휴양림,2019-07-18 ~ 2019-08-31
5,전라남도,광양시,보육실 청소 및 간식도우미 및 노력봉사,사회복지법인해처럼어린이집,2019-07-15 ~ 2019-09-11
6,전라남도,광양시,"프로그램 보조, 시설 노력봉사",매화꽃주야간보호센터,2019-06-15 ~ 2019-09-15
7,전라남도,광양시,"재능기부 및 도서관정리, 체험장관리",농부네텃밭도서관,2019-06-15 ~ 2019-09-15
8,전라남도,광양시,어르신들 주거공간 청결,노경회노인복지센터,2019-07-01 ~ 2019-09-30
9,전라남도,광양시,생활편의지원,광양시공립노인전문요양병원,2019-08-06 ~ 2019-10-05
0,전라남도,광양시,식사봉사,광양시공립노인전문요양병원,2019-08-06 ~ 2019-10-05
1,전라남도,광양시,생활편의지원,광양시공립노인전문요양병원,2019-08-06 ~ 2019-10-05
2,전라남도,광양시,식사봉사,광양시공립노인전문요양병원,2019-08-06 ~ 2019-10-05
3,전라남도,광양시,우리동네 공원걷기,광양시보건소,2019-07-22 ~ 2019-10-22
4,전라남도,광양시,우리동네 공원걷기,광양시보건소,2019-07-23 ~ 2019-10-23
5,전라남도,광양시,"영유아보육활동, 보육실청소 및 간식도우미, 도서정리 및 교재교구 정리정돈",광양근로복지공단어린이집,2019-08-01 ~ 2019-10-31
