,지역,시군구,제목,모집기관,봉사기간
0,인천광역시,서구,무료급식소 조리봉사,광명의집,2019-05-21 ~ 2019-08-20
1,인천광역시,서구,함사람지역아동센터 급식 보조 및 센터청소,함사람지역아동센터,2019-08-05 ~ 2019-08-30
2,인천광역시,서구,9월 전시관 관람동선 안내 및 관람객 안전 유지 봉사,국립생물자원관,2019-09-01 ~ 2019-09-30
3,인천광역시,서구,9월 전시관 관람동선 안내 및 관람객 안전 유지 봉사,국립생물자원관,2019-09-01 ~ 2019-09-30
4,인천광역시,서구,활동지원사업 이용자 및 활동지원사 보수교육 행사 운영지원-오전,큰솔장애인자립생활센터,2019-08-30 ~ 2019-08-30
5,인천광역시,서구,활동지원사업 이용자 및 활동지원사 보수교육 행사 운영지원-오후,큰솔장애인자립생활센터,2019-08-30 ~ 2019-08-30
6,인천광역시,서구,광명의집 입소자 이미용 봉사자 모집,광명의집,2019-05-30 ~ 2019-08-29
7,인천광역시,서구,제1회 서구 청소년 드림엑스포,서구청소년수련관,2019-09-20 ~ 2019-09-21
8,인천광역시,서구,2019년 제3회 서구 채용한마당 행사지원,인천광역시 서구,2019-09-19 ~ 2019-09-19
9,인천광역시,서구,2019 인천송도국제마라톤대회 자원봉사자 모집,인천광역시,2019-09-29 ~ 2019-09-29
0,인천광역시,서구,드림파크 야생화단지 공원 가꾸기 봉사,드림파크문화재단,2019-07-23 ~ 2019-09-26
1,인천광역시,서구,청라국제도서관 평일 종합자료실 도서정리_고등학생이상,청라국제도서관(미추홀도서관분관),2019-09-02 ~ 2019-09-27
2,인천광역시,서구,청라국제도서관 평일 어린이실 도서정리 및 도서장비_고등학생 이상,청라국제도서관(미추홀도서관분관),2019-09-01 ~ 2019-09-29
3,인천광역시,서구,* 장난감 세척 및 업무지원,도담도담장난감월드서구검단점,2019-07-02 ~ 2019-09-28
4,인천광역시,서구,청라국제도서관 주말 어린이실 도서정리_고등학생이상,청라국제도서관(미추홀도서관분관),2019-09-01 ~ 2019-09-29
5,인천광역시,서구,청라국제도서관 주말 종합자료실 도서정리_고등학생이상,청라국제도서관(미추홀도서관분관),2019-09-01 ~ 2019-09-29
6,인천광역시,서구,2019 인천국화꽃축제 행사지원,인천광역시 서구,2019-10-12 ~ 2019-10-20
7,인천광역시,서구,2019 인천국화꽃축제 행사지원,인천광역시 서구,2019-10-12 ~ 2019-10-20
8,인천광역시,서구,검단선사박물관 2019 기획특별전 대학생 자원봉사,검단선사박물관,2019-07-03 ~ 2019-10-02
9,인천광역시,서구,'제40회 흰지팡이의 날 기념 전국대회' 행사보조 및 시각장애인 이동도움,인천광역시 서구,2019-10-15 ~ 2019-10-15
0,인천광역시,서구,장난감 세척 및 일반업무지원 자원봉사자 모집,도담도담장난감월드 서구 연희점,2019-07-24 ~ 2019-10-22
1,인천광역시,서구,드림파크 야생화단지 공원 가꾸기 봉사,드림파크문화재단,2019-10-01 ~ 2019-10-31
2,인천광역시,서구,환경정리 및 프로그램 보조,가현요양원,2019-08-01 ~ 2019-10-31
3,인천광역시,서구,제3기 사서도우미-고등학생봉사,미추홀작은도서관,2019-08-26 ~ 2019-10-31
4,인천광역시,서구,제3기 종합전시회를 위한 봉사,미추홀작은도서관,2019-08-26 ~ 2019-10-31
5,인천광역시,서구,제3기 사서도우미- 중학생봉사,미추홀작은도서관,2019-08-26 ~ 2019-10-31
