지역,시군구,기관,주소
충북,충청북도 청주시 청원구,사회적협동조합 휴먼케어,충북 청주시 청원구 율천북로 183 (율량동)302호
충북,충청북도 청주시 청원구,사랑케어,충북 청주시 청원구 내수읍 은곡길 9사랑케어
충북,충청북도 청주시 청원구,미리내,"충북 청주시 청원구 공항로 61-1 (내덕동)202,203,301호"
충북,충청북도 청주시 청원구,VIP요양원,충북 청주시 청원구 오창읍 과학산업3로 78-12VIP요양원
충북,충청북도 청주시 청원구,천사요양원,충북 청주시 청원구 내덕로 35 (내덕동)천사요양원
충북,충청북도 청주시 청원구,희망나무,충북 청주시 청원구 1순환로296번길 30 (내덕동)3층
충북,충청북도 청주시 청원구,(주)휴먼케어요양원,충북 청주시 청원구 오창읍 과학산업2로 2746층
