,지역,시군구,제목,모집기관,봉사기간
0,경상북도,군위군,경북대학교자연사박물관 환경정화 및 안내도우미,경북대학교자연사박물관,2019-06-08 ~ 2019-08-31
1,경상북도,군위군,경북대학교자연사박물관 환경정화 및 안내도우미,경북대학교자연사박물관,2019-09-07 ~ 2019-11-30
