,지역,시군구,제목,모집기관,봉사기간
0,충청남도,예산군,"프로그램보조,청소,말벗",사랑채요양원,2019-09-02 ~ 2019-11-30
1,충청남도,예산군,제23회 전국청소년연극제 in Yesan! 자원봉사자 모집,(사)한국연극협회예산지부,2019-08-27 ~ 2019-08-30
2,충청남도,예산군,제23회 전국청소년연극제 in Yesan! 자원봉사자 모집,(사)한국연극협회예산지부,2019-09-02 ~ 2019-09-05
3,충청남도,예산군,제23회 전국청소년연극제 in Yesan! 자원봉사자 모집,(사)한국연극협회예산지부,2019-08-28 ~ 2019-08-28
4,충청남도,예산군,제23회 전국청소년연극제 in Yesan! 봉사자모집,(사)한국연극협회예산지부,2019-09-02 ~ 2019-09-05
5,충청남도,예산군,제23회 전국청소년연극제 in Yesan! 개막식 봉사자 모집,(사)한국연극협회예산지부,2019-08-27 ~ 2019-08-27
6,충청남도,예산군,제23회 전국청소년연극제 in Yesan! 폐막식 봉사자 모집,(사)한국연극협회예산지부,2019-09-06 ~ 2019-09-06
7,충청남도,예산군,제23회 전국청소년연극제 in Yesan! 자원봉사자 모집,(사)한국연극협회예산지부,2019-08-30 ~ 2019-08-30
8,충청남도,예산군,사랑하고 존경하는 어르신들을 위한 즐거운 봉사활동,예산주간보호센터,2019-06-04 ~ 2019-08-31
9,충청남도,예산군,"샤론의집 원,내외 주변정리",샤론의집,2019-08-01 ~ 2019-08-31
0,충청남도,예산군,우리고장 문화유산을 알리는 자원봉사 명예기자 모집,사단법인 충남문화재기술원,2019-07-01 ~ 2019-09-30
1,충청남도,예산군,요양원 봉사활동,우리요양원,2019-07-23 ~ 2019-09-30
2,충청남도,예산군,"주말독서캠프 다독, 다작, 다상량 캠프 도우미",은혜도서관,2019-08-01 ~ 2019-10-31
3,충청남도,예산군,키움노리 데스크 보조업무,충청남도육아종합지원센터,2019-08-14 ~ 2019-11-13
