,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,전라남도 함평군,35.0098369,126.5166479, 뿌리깊은나무 자원봉사자 모집합니다,뿌리깊은나무,대한민국 전라남도 함평군 엄다면 엄다길 59,2019-08-17 2020-02-29
1,전라남도 함평군,35.0098369,126.5166479, 뿌리깊은나무 자원봉사자 모집합니다,뿌리깊은나무,대한민국 전라남도 함평군 엄다면 엄다길 59,2019-03-01 2019-08-31
2,전라남도 함평군,35.0408403,126.5373217, 함평나비요양원 자원봉사자 모집,함평나비요양원,대한민국 전라남도 함평군 학교면 송산길 56-48,2019-01-25 2019-12-31
