,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,서울특별시 강서구,37.5741667,126.8125535,  한가위행사(먹거리나눔 송편부채만들기 윷놀이대회) 지원 자원봉사자 모집,강서뇌성마비복지관,대한민국 서울특별시 강서구 방화1동 방화대로45길 69,2019-09-04 2019-09-04
1,서울특별시 강서구,,, 업무보조 봉사활동,사단법인 해피피플( ),,2019-08-21 2019-08-23
2,서울특별시 강서구,37.5443982,126.8412492, 중등 한국사  국어 학습 선생님 모집합니다 ),좋은사람들 지역아동센터,대한민국 서울특별시 강서구 화곡동 1057-4 2층,2019-08-20 2019-12-31
3,서울특별시 강서구,,, 소형 우편 포장 업무 보조,사단법인 글로벌비전,,2019-08-21 2019-08-26
4,서울특별시 강서구,37.5569993,126.8509561, 서울부민병원(강서구) 자원봉사자 모집,부민병원,대한민국 서울특별시 강서구 등촌3동 공항대로 389,2019-08-20 2019-12-31
5,서울특별시 강서구,37.5601166,126.8457604, [토]발달장애인 공예 프로그램 진행 보조 모집,남은자장애인자립생활센터,대한민국 서울특별시 강서구 등촌동 696,2019-08-24 2019-08-24
6,서울특별시 강서구,37.5289008,126.8488134, 강서구건강가정다문화가족지원센터 업무보조 봉사자모집,강서구건강가정지원센터,대한민국 서울특별시 강서구 화곡8동 강서로5길 50,2019-08-22 2019-08-22
7,서울특별시 강서구,37.5730867,126.8183183, 어르신여가활동,강서중앙데이케어센터,대한민국 서울특별시 강서구 방화동 168-38,2019-08-16 2019-12-31
8,서울특별시 강서구,37.5730867,126.8183183, 어르신활동도움,강서중앙데이케어센터,대한민국 서울특별시 강서구 방화동 168-38,2019-08-16 2019-12-31
9,서울특별시 강서구,37.5730867,126.8183183, 이미용정기봉사,강서중앙데이케어센터,대한민국 서울특별시 강서구 방화동 168-38,2019-08-16 2019-12-31
10,서울특별시 강서구,37.5741667,126.8125535,  장애인 롯데월드 민속박물관 관람 보조 자원봉사자 모집,강서뇌성마비복지관,대한민국 서울특별시 강서구 방화1동 방화대로45길 69,2019-08-26 2019-08-26
11,서울특별시 강서구,,, 경로식당 대체식포장 및 보조업무 자원봉사자 모집(매주 금),등촌종합사회복지관,,2019-08-09 2019-12-27
12,서울특별시 강서구,,, [월] 월요일 오전 강서구보건소 치매 선별검사 보조,강서구치매지원센터,,2019-09-02 2019-10-28
13,서울특별시 강서구,,, 어르신 스마트폰 교실(기초반) 활동 보조 자원봉사자 모집(매주 월),등촌종합사회복지관,,2019-09-16 2019-11-28
14,서울특별시 강서구,,, 어르신 스마트폰 교실(심화반) 활동 보조 자원봉사자 모집(매주 목),등촌종합사회복지관,,2019-09-19 2019-11-28
0,서울특별시 강서구,,, 기빙플러스 마곡나루역점 개점준비 보조,사회복지법인 밀알복지재단 인천지부,,2019-08-20 2019-08-27
1,서울특별시 강서구,,, 다운어린이공원 놀이터개장식 진행요원모집,사회복지법인 세이브더칠드런코리아 중부지부,,2019-08-30 2019-08-30
2,서울특별시 강서구,,, 경로식당 밑반찬 조리 봉사자 모집(매주 월 목),등촌종합사회복지관,,2019-09-02 2019-12-31
3,서울특별시 강서구,37.5527978,126.8305873, 공연 봉사,강서희망데이케어센터,대한민국 서울특별시 강서구 내발산동 강서로45길 174,2019-08-01 2019-12-31
4,서울특별시 강서구,,, 방화복지관에서 드림멘토링 성인멘토를 모집합니다(중학생 멘토링),방화종합사회복지관,,2019-08-01 2020-02-29
5,서울특별시 강서구,,, 방화복지관에서  드림멘토링 성인 멘토를  모집합니다,방화종합사회복지관,,2019-08-01 2020-02-29
6,서울특별시 강서구,,, 아동방과후교실 놀이프로그램 자원봉사자 모집(매일),등촌종합사회복지관,,2019-07-29 2019-08-22
7,서울특별시 강서구,,, 책이있는사랑방 정기 자원봉사자 모집(월금 오전),등촌종합사회복지관,,2019-06-26 2019-12-31
8,서울특별시 강서구,,, 건강관리실 자원봉사자 모집(매주 화요일 오후),등촌종합사회복지관,,2019-06-26 2019-12-31
9,서울특별시 강서구,,, 건강관리실 자원봉사자 모집(매주 월요일 오전오후),등촌종합사회복지관,,2019-06-26 2019-12-31
10,서울특별시 강서구,37.5527978,126.8305873, 이미용봉사,강서희망데이케어센터,대한민국 서울특별시 강서구 내발산동 강서로45길 174,2019-06-19 2019-12-31
11,서울특별시 강서구,37.5513635,126.8689746, [기아대책] 행복한나눔 염창점 자원봉사모집,재단법인 행복한나눔,대한민국 서울특별시 강서구 염창동 공항대로59다길 109,2019-06-03 2019-09-30
12,서울특별시 강서구,,, 어르신 스마트폰 교실 활동 보조 자원봉사자 모집(매주 월),등촌종합사회복지관,,2019-06-03 2019-08-26
13,서울특별시 강서구,,, 년도에 함께 활동할 멘토 선생님을 모집 중입니다,등촌종합사회복지관,,2019-05-01 2019-12-31
14,서울특별시 강서구,37.54811249999999,126.85254, 식사는 무얼 먹느냐보다 누구와 먹는냐가 맛을 결정합니다 발달장애인 식사지원,교남소망의집,대한민국 서울특별시 강서구 화곡동 까치산로22길 38,2019-05-08 2020-05-31
0,서울특별시 강서구,,, 청정원주부봉사단 서울 서부팀 모집,대상(주),,2019-05-07 2019-12-31
1,서울특별시 강서구,37.5513635,126.8689746, [기아대책] 행복한나눔 염창점 자원봉사자 모집,재단법인 행복한나눔,대한민국 서울특별시 강서구 염창동 공항대로59다길 109,2019-05-05 2019-12-31
2,서울특별시 강서구,37.5719201,126.8119578, 누리 장애인 여가지원,누리장애인자립생활센터,대한민국 서울특별시 강서구 방화1동 567-4,2019-05-02 2019-12-31
3,서울특별시 강서구,37.54811249999999,126.85254, 만약 당신의 집에 따뜻한 밥이 배달된다면 어떨까요 반찬 배달 봉사자 모집,교남소망의집,대한민국 서울특별시 강서구 화곡동 까치산로22길 38,2019-04-22 2020-04-22
4,서울특별시 강서구,,, 성인 평일 자원봉사  경로식당  지역사회 자원봉사  ,가양종합복지관,,2019-04-15 2019-12-31
5,서울특별시 강서구,37.5741667,126.8125535,  성인뇌성마비장애인 사회적응훈련 보조 자원봉사자 모집,강서뇌성마비복지관,대한민국 서울특별시 강서구 방화1동 방화대로45길 69,2019-04-22 2019-12-31
6,서울특별시 강서구,,, 평일 오전 경로식당 봉사자 모집(월 수 목 금),가양종합복지관,,2019-04-11 2019-12-31
7,서울특별시 강서구,37.5420163,126.849215, 학습자원봉사자 모집,강서청소년쉼터,대한민국 서울특별시 강서구 화곡동 55-95,2019-04-10 2019-12-31
8,서울특별시 강서구,37.5601166,126.8457604, (정기비정기)프로그램 진행 보조 봉사자 모집,남은자장애인자립생활센터,대한민국 서울특별시 강서구 등촌동 696,2019-04-13 2019-10-12
9,서울특별시 강서구,37.5741667,126.8125535, 뇌성마비장애청소년과 함께 놀아주실 수 있는 자원봉사자를 모집합니다,강서뇌성마비복지관,대한민국 서울특별시 강서구 방화1동 방화대로45길 69,2019-04-15 2019-12-31
10,서울특별시 강서구,37.5303146,126.8407464, 요양원 이미용 자원봉사자 모집합니다,강서사랑요양원,대한민국 서울특별시 강서구 화곡1동 425-27,2019-04-08 2020-04-08
11,서울특별시 강서구,,, 자원봉사자  모집합니다 ,애란세움터,,2019-04-08 2019-12-31
