,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,대전광역시 대덕구,,, 추석명절행사 봉사자를 모집합니다,중리종합사회복지관,,2019-09-10 2019-09-10
1,대전광역시 대덕구,,,  독거어르신 도시락배달 정기 자원봉사자 모집,어린이재단 대전종합사회복지관,,2019-08-19 2019-12-31
2,대전광역시 대덕구,,, 지체장애인 보조 서비스 봉사자를 모집합니다,중리종합사회복지관,,2019-08-13 2019-09-30
3,대전광역시 대덕구,,, 어르신 핸드폰사용교육 봉사,법동종합사회복지관,,2019-08-27 2019-08-29
4,대전광역시 대덕구,,, 햇살한줌 자원봉사자 모집,햇살한줌,,2019-07-03 2019-12-31
5,대전광역시 대덕구,,, 영어 수학 과학 역사 멘토선생님을 모십니다,대덕구법동청소년문화의집,,2019-07-06 2019-12-28
6,대전광역시 대덕구,,, 로봇코딩 보조강사를 구합니다,대덕구법동청소년문화의집,,2019-07-26 2019-08-31
7,대전광역시 대덕구,,, 비문해 어르신 대상 성인문해교육,아우름복지법인,,2019-06-26 2019-12-31
8,대전광역시 대덕구,,, 이주민 기타교실,대전이주민지원센터,,2019-06-24 2019-12-31
9,대전광역시 대덕구,,, 재가노인 도시락배달 자원봉사자 모집합니다,중리종합사회복지관,,2019-06-24 2019-12-31
10,대전광역시 대덕구,,, 경로식당 자원봉사자를 모집합니다,중리종합사회복지관,,2019-06-24 2019-12-31
11,대전광역시 대덕구,,, 송촌요양원 미용봉사 ,송촌요양원,,2019-06-11 2019-12-31
12,대전광역시 대덕구,,, 교육봉사,영일지역아동센터,,2019-06-05 2019-12-31
13,대전광역시 대덕구,,, 상상학교 난타수업 및 도우미활동,대덕구법동청소년문화의집,,2019-05-18 2019-10-31
14,대전광역시 대덕구,,, 아름다운가게 대전중리점 자원봉사자모집,아름다운가게 대전충청본부,,2019-06-17 2019-12-31
0,대전광역시 대덕구,,, 영어수학과학역사멘토선생님을 모십니다,대덕구법동청소년문화의집,,2019-04-20 2019-12-28
1,대전광역시 대덕구,,, 학습지원 봉사자 모집합니다(영어 수학),중리종합사회복지관,,2019-03-15 2019-12-31
2,대전광역시 대덕구,,, 도시락 배달,법동종합사회복지관,,2019-07-11 2019-12-31
3,대전광역시 대덕구,,, 청소년운영위원회 기 너나들이,대덕구법동청소년문화의집,,2019-03-13 2019-12-28
4,대전광역시 대덕구,,, 역사 수학 멘토선생님을 모십니다,대덕구법동청소년문화의집,,2019-03-30 2019-12-28
5,대전광역시 대덕구,,, 이미용자원봉사자 모집,중리종합사회복지관,,2019-02-20 2019-12-25
6,대전광역시 대덕구,,, 중등영어학습지도,섬나의집 지역아동센터,,2019-03-01 2020-02-28
7,대전광역시 대덕구,,, 초등 영어교육,섬나의집 지역아동센터,,2019-02-18 2019-12-31
8,대전광역시 대덕구,,, 경로식당 자원봉사자 모집,중리종합사회복지관,,2019-01-22 2019-12-31
9,대전광역시 대덕구,,, 재가노인 도시락배달 자원봉사자 모집,중리종합사회복지관,,2019-01-22 2019-12-31
10,대전광역시 대덕구,,, 밀알대전점 자원봉사,굿윌스토어 밀알대전점,,2018-11-16 2019-12-31
11,대전광역시 대덕구,,, 미술요법,한일노인사랑,,2018-09-03 2019-08-26
12,대전광역시 대덕구,,, 호스피스완화의료 자원봉사자 모집,대전보훈병원,,2018-08-02 2019-12-31
13,대전광역시 대덕구,,, 초등학생학습지도(교육봉사),비래지역아동센터,,2018-04-09 2999-09-09
14,대전광역시 대덕구,,, 노인주간보호센터 자원봉사,부모사랑 노인복지센터,,2019-05-18 2019-12-31
0,대전광역시 대덕구,,, 병원 목욕봉사자 모집 안내,대전보훈병원,,2019-01-01 2019-12-31
1,대전광역시 대덕구,,, 환자 미용봉사,대전보훈병원,,2019-01-01 2019-12-31
2,대전광역시 대덕구,,, 병원자원봉사자모집,대전보훈병원,,2019-01-01 2019-12-31
