,지역,시군구,제목,모집기관,봉사기간
0,인천광역시,중구,2019년 첫 봉사 활동자 - 친환경 수세미 뜨기 및 기부,인천중구자원봉사센터영종분소,2019-08-24 ~ 2019-08-24
1,인천광역시,중구,가족 단위 텃밭 봉사활동 모집,인천중구자원봉사센터영종분소,2019-08-23 ~ 2019-08-23
2,인천광역시,중구,폐지나눔활동-중고서적 서가정리,인천중구자원봉사센터,2019-08-19 ~ 2019-08-23
3,인천광역시,중구,자원봉사로 나눔을 실천하는 공동체 -[폐지나눔활동]8월 24일 2차 폐지제출시간 14시30분~15시 30분,인천중구자원봉사센터,2019-08-24 ~ 2019-08-24
4,인천광역시,중구,장미정원 하계관리,세계평화의숲,2019-08-24 ~ 2019-08-24
5,인천광역시,중구,2019인천동아시아문화도시 사진&영상 페스티벌 전시장 세팅자원봉사자 모집,인천중구자원봉사센터,2019-08-26 ~ 2019-08-26
6,인천광역시,중구,2019인천동아시아문화도시 사진&영상 페스티벌 중국어 통역 자원봉사자 모집합니다,인천중구자원봉사센터,2019-08-28 ~ 2019-08-28
7,인천광역시,중구,가족 단위 텃밭 봉사활동 모집,인천중구자원봉사센터영종분소,2019-08-27 ~ 2019-08-27
8,인천광역시,중구,2019인천동아시아문화도시 사진&영상 페스티벌 일본어 통역 자원봉사자 모집합니다,인천중구자원봉사센터,2019-08-28 ~ 2019-08-28
9,인천광역시,중구,자원봉사자 기초소양교육,인천중구자원봉사센터,2019-08-30 ~ 2019-08-30
0,인천광역시,중구,자원봉사로 나눔을 실천하는 공동체[폐지나눔활동],인천중구자원봉사센터,2019-08-01 ~ 2019-08-30
1,인천광역시,중구,얼음골 쉼터 운영 자원봉사자 모집,인천중구청 안전관리과,2019-07-18 ~ 2019-08-30
2,인천광역시,중구,폐지나눔활동 사전교육,인천중구자원봉사센터,2019-08-31 ~ 2019-08-31
3,인천광역시,중구,자원봉사자를 모집합니다.  2003년 출생자까지 지원가능.,도담도담장난감월드 중구영종점,2019-08-14 ~ 2019-08-31
4,인천광역시,중구,폐지나눔활동 사전교육 8월 31일 오전,인천중구자원봉사센터,2019-08-31 ~ 2019-08-31
5,인천광역시,중구,자원봉사자를 모집합니다.  2003년 출생자까지 지원가능.,도담도담장난감월드 중구영종점,2019-08-14 ~ 2019-08-31
6,인천광역시,중구,맞춤형 무더위 쉼터 운영 자원봉사자 모집,인천중구청 안전관리과,2019-08-20 ~ 2019-08-30
7,인천광역시,중구,꿈나래도서관 토요일 자원활동가. 대학생 모집,인천 꿈나래 어린이도서관,2019-06-22 ~ 2019-08-31
8,인천광역시,중구,민관합동 금연캠페인 자원봉사자 모집,중구보건소,2019-09-07 ~ 2019-09-07
9,인천광역시,중구,2019인천동아시아문화도시 사진&영상 페스티벌 행사 진행 및 행사 보조 자원봉사자 모집합니다,인천중구자원봉사센터,2019-08-15 ~ 2019-09-15
0,인천광역시,중구,2019인천동아시아문화도시 사진&영상 페스티벌 행사 진행 및 행사 보조 자원봉사자 모집합니다,인천중구자원봉사센터,2019-08-15 ~ 2019-09-15
1,인천광역시,중구,행사 재능나눔 공연팀 모집,인천중구건강가정지원센터,2019-09-08 ~ 2019-09-08
2,인천광역시,중구,씨사이드파크 해양 쓰레기 수거,영종녹색봉사단,2019-09-21 ~ 2019-09-21
3,인천광역시,중구,2019 인천송도국제마라톤대회 자원봉사자 모집,인천광역시,2019-09-29 ~ 2019-09-29
4,인천광역시,중구,2019 구민화합 한마당 생활체육 대축전 행사보조,인천광역시 중구체육회,2019-09-28 ~ 2019-09-28
5,인천광역시,중구,2019 구민화합 한마당 생활체육 대축전,인천광역시 중구체육회,2019-09-28 ~ 2019-09-28
6,인천광역시,중구,씨사이드파크 해양 쓰레기 수거,영종녹색봉사단,2019-09-29 ~ 2019-09-29
7,인천광역시,중구,경로식당 조리 및 세척 자원봉사자 모집,인천중구노인복지관,2019-07-01 ~ 2019-09-30
8,인천광역시,중구,경로식당 세척 자원봉사자 모집,인천중구노인복지관,2019-07-01 ~ 2019-09-30
9,인천광역시,중구,재능기부 자원봉사자 모집,인천중구자원봉사센터,2019-08-01 ~ 2019-10-31
0,인천광역시,중구,중고서적 판매 및 서가정리,인천중구자원봉사센터,2019-08-21 ~ 2019-10-31
1,인천광역시,중구,중고서적 판매 및 서가정리,인천광역시 중구,2019-08-21 ~ 2019-10-31
2,인천광역시,중구,성인문해교육 '주부대학' 기초반 수업진행 자원봉사자 모집,성미가엘종합사회복지관,2019-08-13 ~ 2019-11-07
3,인천광역시,중구,푸드마켓 업무보조 자원봉사자 모집,성미가엘종합사회복지관,2019-08-12 ~ 2019-11-08
4,인천광역시,중구,[아름다운가게] 동인천점 주1회 활동천사 모집,아름다운가게동인천점,2019-08-26 ~ 2019-11-26
