,지역,시군구,제목,모집기관,봉사기간
0,광주광역시,서구,"서가정리및환경개선,독서프로그램업무보조",작은도서관 꿈터,2019-06-17 ~ 2019-09-16
1,광주광역시,서구,"미소요양병원에서 이미용 봉사, 공연봉사 및 자원봉사자 분들을 모집합니다.",미소요양병원,2019-08-05 ~ 2019-08-30
2,광주광역시,서구,스마트폰 바른사용의 날 캠페인,광주스마트쉼센터,2019-08-16 ~ 2019-10-25
3,광주광역시,서구,판문점 디오라마 전시전 관리,광주광역시 서구,2019-07-25 ~ 2019-09-11
4,광주광역시,서구,도서관 책정리및 청소,무등작은도서관,2019-07-01 ~ 2019-09-01
5,광주광역시,서구,♥하반기 16기 빛고을청년봉사단 모집♥,광주광역시자원봉사센터,2019-09-07 ~ 2019-12-07
6,광주광역시,서구,[자원봉사체험존 봉사활동 참가자 모집],광주광역시자원봉사센터,2019-09-21 ~ 2019-09-21
7,광주광역시,서구,제 10회 뷰티아리랑 한마당 행사지원,광주광역시 서구,2019-09-24 ~ 2019-09-24
8,광주광역시,서구,2019 ACE Fair 운영요원 모집,광주광역시 서구,2019-09-28 ~ 2019-09-29
9,광주광역시,서구,"아동센터 초등아동 학습지도 및 정리 정돈, 프로그램활동 보조",유덕지역아동센터,2019-07-01 ~ 2019-09-30
0,광주광역시,서구,상무힐링요양병원에서 자원봉사자를 모집합니다.,상무힐링요양병원,2019-07-01 ~ 2019-09-30
1,광주광역시,서구,학습멘토,동그라미지역아동센터,2019-07-22 ~ 2019-10-22
2,광주광역시,서구,치평동 원마륵공원 일대 환경 정화활동,치평동캠프,2019-08-10 ~ 2019-10-26
3,광주광역시,서구,"사랑,친절,봉사를 실천하는 정든요양병원에서 자원봉사자모집",정든요양병원,2019-08-14 ~ 2019-11-14
