지역,시군구,기관,주소
강원,강원도 철원군,꽃다지지역아동센터,강원 철원군 서면 와수1로 98꽃다지지역아동센터
강원,강원도 철원군,몬띠노인요양원,강원도 철원군 자등로140
강원,강원도 철원군,성산요양원,강원 철원군 서면와수리 196
강원,강원도 철원군,문혜장애인보호작업장,강원도 철원군 갈말읍 텃골1길13 문혜장애인보호작업장
강원,강원도 철원군,문혜장애인요양원,강원 철원군 갈말읍 문혜리텃골1길 13호
강원,강원도 철원군,사회복지시설 은혜장애인요양원,강원 철원군 갈말읍문혜리 텃골1길 19호 은혜장애인요양원
강원,강원도 철원군,철원군노인전문요양원,강원 철원군 갈말읍 군탄리1305-53번지
강원,강원도 철원군,강원도장애인종합복지관철원분관,강원도 철원군 와수로136번길 5 1133-43
강원,강원도 철원군,철원군사회복지협의회,강원 철원군 갈말읍 신철원4리641번지 철원군청 제2청사
