,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,대전광역시 동구,36.3204168,127.4573464, 어르신 윷놀이대회 자원봉사자를 모집합니다,생명종합사회복지관,대한민국 대전광역시 동구 판암2동,2019-08-29 2019-08-29
1,대전광역시 동구,36.2543226,127.4628518, 프로그램 및 활동지원,탄탄재활작업장,대한민국 대전광역시 동구 산내동 산내로,2019-08-21 2019-12-31
2,대전광역시 동구,36.2846911,127.4677374, 시간) (토)제회 산내알뜰나눔시장 자원봉사자를 모집합니다,산내종합사회복지관,대한민국 대전광역시 동구 산내동 산내로 1352-25,2019-09-21 2019-09-21
3,대전광역시 동구,36.2846911,127.4677374, 산내종합사회복지관 어르신 한마당 행사보조,산내종합사회복지관,대한민국 대전광역시 동구 산내동 산내로 1352-25,2019-08-29 2019-08-29
4,대전광역시 동구,36.3276201,127.4546217, 년 어르신 한마당(가제) 봉사자 모집,용운종합사회복지관,대한민국 대전광역시 동구 용운동 용운로 110,2019-08-29 2019-08-29
5,대전광역시 동구,36.3193033,127.4563881,  친환경 수세미 만들기 ,동구행복한어르신복지관,대한민국 대전광역시 동구 판암동 동부로 23,2019-08-16 2019-11-23
6,대전광역시 동구,36.3276201,127.4546217, 용운마을신문 배부 봉사자 모집,용운종합사회복지관,대한민국 대전광역시 동구 용운동 용운로 110,2019-09-06 2019-09-06
7,대전광역시 동구,36.3204168,127.4573464, 주말 자원봉사자를 모집합니다,생명종합사회복지관,대한민국 대전광역시 동구 판암2동,2019-08-24 2019-08-24
8,대전광역시 동구,36.3410781,127.4202671, 노인주간보호센터 봉사,다송노인주간보호센터,대한민국 대전광역시 동구 삼성동 태전로 151,2019-08-08 2020-08-07
9,대전광역시 동구,36.3193033,127.4563881, 요가매트 세척,동구행복한어르신복지관,대한민국 대전광역시 동구 판암동 동부로 23,2019-08-22 2019-08-22
10,대전광역시 동구,36.3193033,127.4563881, 어르신 정보화 교육(학습지도) ,동구행복한어르신복지관,대한민국 대전광역시 동구 판암동 동부로 23,2019-08-10 2019-12-14
11,대전광역시 동구,36.3382081,127.4289739, 성인 발달장애인 기초 영어 회화 수업 자원봉사자 모집,사회복지법인 밀알,대한민국 대전광역시 동구 삼성동 294-1,2019-08-01 2019-12-31
12,대전광역시 동구,36.3218118,127.4387402, 재능기부,한울노인요양원,대한민국 대전광역시 동구 인동,2019-07-26 2019-12-31
13,대전광역시 동구,,, 대전성모의집 무료급식소 봉사,사회복지법인 대전가톨릭사회복지회,,2019-07-31 2019-12-31
14,대전광역시 동구,36.3231687,127.4704266, 대전정신요양원 이미용 자원봉사 모집합니다,사회복지법인 성신원(대전정신요양원),대한민국 대전광역시 동구 삼정동 118-5,2019-07-24 2019-12-31
0,대전광역시 동구,36.26223590000001,127.4747611, 장애인 검도활동 보조 자원봉사자 모집,동구아름다운복지관,대한민국 대전광역시 동구 구도동 49,2019-07-16 2019-12-24
1,대전광역시 동구,36.3276201,127.4546217, 행복나눔사랑방행복공구방 봉사자 모집,용운종합사회복지관,대한민국 대전광역시 동구 용운동 용운로 110,2019-07-04 2019-12-31
2,대전광역시 동구,36.3163463,127.4581693, 경로급식 주방 봉사 (식재료 준비 및 음식 조리),판암사회복지관,대한민국 대전광역시 동구 판암동 314,2019-07-29 2019-08-26
3,대전광역시 동구,36.3391187,127.4303619, 초등방과후교실 자원봉사자를 모십니다,밀알복지관,대한민국 대전광역시 동구 삼성동 105-48,2019-07-02 2019-12-31
4,대전광역시 동구,36.321173,127.45866, 아름다운가게 대전되살림터,아름다운가게 대전충청본부,대한민국 대전광역시 판암동 판암주공4단지,2019-06-24 2019-12-31
5,대전광역시 동구,36.3204168,127.4573464, 아동급식 배식 및 놀이지도 정기봉사자를 모집합니다,생명종합사회복지관,대한민국 대전광역시 동구 판암2동,2019-06-07 2019-12-27
6,대전광역시 동구,36.3218118,127.4387402, 재능기부,한울노인요양원,대한민국 대전광역시 동구 인동,2019-06-01 2019-12-31
7,대전광역시 동구,36.330391,127.4503776, 집수리 재능기부 및 자원봉사 모집,대동종합사회복지관,대한민국 대전광역시 동구 대동 백룡로48번길 79,2019-05-14 2019-12-31
8,대전광역시 동구,36.3204168,127.4573464, 아동급식 배식 및 놀이지도 정기봉사자를 모집합니다,생명종합사회복지관,대한민국 대전광역시 동구 판암2동,2019-05-16 2019-12-26
9,대전광역시 동구,36.3276201,127.4546217, 컴퓨터 교실 수업보조 자원봉사자 모집,용운종합사회복지관,대한민국 대전광역시 동구 용운동 용운로 110,2019-04-03 2019-12-27
