,지역,시군구,제목,모집기관,봉사기간
0,충청남도,아산시,［청소년］어르신과 함께 소통하며 공감하는 공예 활동,신창면자원봉사거점센터,2019-08-31 ~ 2019-08-31
1,충청남도,아산시,[대학생 이상 성인]어르신 스마트 기기 작동법 안내,충청남도 아산시,2019-06-03 ~ 2019-08-30
2,충청남도,아산시,우리지역 환경보호를위한 환경정화활동  및 안녕리액션 캠페인,충청남도 아산시,2019-08-25 ~ 2019-08-25
3,충청남도,아산시,[청소년]아산무궁화프로축구단 홈 경기장 안내 및 환경미화 활동,(사)아산무궁화프로축구단,2019-08-26 ~ 2019-08-26
4,충청남도,아산시,제1회충청남도지사배 전국시각장애인골볼선수권대회 운영보조 자원봉사 모집,아산시장애인체육회,2019-08-30 ~ 2019-09-01
5,충청남도,아산시,2019년 추석 명절 서비스,온양노인복지센터,2019-09-03 ~ 2019-09-03
6,충청남도,아산시,학습지도 및 시설환경정화활동,배방지역아동센터,2019-06-10 ~ 2019-08-30
7,충청남도,아산시,지역아동센터아동 학습지도 봉사자 모집,온양손말지역아동센터,2019-07-08 ~ 2019-08-30
8,충청남도,아산시,아산시장기 풍물경연대회 행사보조및행사진행,온양3동자원봉사거점센터,2019-08-31 ~ 2019-08-31
9,충청남도,아산시,어르신 이미용봉사 및 활동 도우미,늘푸른요양병원,2019-06-24 ~ 2019-08-31
0,충청남도,아산시,중고등학생 장영실과학관 질서유지 및 관리,아산장영실과학관,2019-08-01 ~ 2019-08-31
1,충청남도,아산시,중고등학생 장영실과학관 질서유지 및 관리,아산장영실과학관,2019-08-01 ~ 2019-08-31
2,충청남도,아산시,로뎀나무요양원 자원봉사자 모집,로뎀나무요양원,2019-08-01 ~ 2019-08-31
3,충청남도,아산시,"신정호 자전거대여소 대여안내보조,환경정리,공용자전거정리 및 자전거안전캠페인",사회적기업_어울림,2019-08-24 ~ 2019-09-01
4,충청남도,아산시,아산시치매안심센터/치매파트너 및 플러스 모집,아산시보건소정신보건센터,2019-07-23 ~ 2019-09-03
5,충청남도,아산시,아산시 아이리그 축구대회 자원봉사 모집,아산시체육회,2019-09-07 ~ 2019-09-07
6,충청남도,아산시,[고등학생 이상]늘푸른요양병원 프로그램 진행보조,늘푸른요양병원,2019-06-18 ~ 2019-09-14
7,충청남도,아산시,보금자리 하늘바람축제 공연봉사자 모집,보금자리,2019-10-23 ~ 2019-10-23
8,충청남도,아산시,"외암민속마을 및 저잣거리 환경정비 및 휠체어, 유모차 대여",아산외암리민속마을관리소,2019-09-01 ~ 2019-09-30
9,충청남도,아산시,"외암민속마을 및 저잣거리 환경정비 및 휠체어, 유모차 대여",아산외암리민속마을관리소,2019-09-01 ~ 2019-09-30
0,충청남도,아산시,외암민속마을 체험사무실 체험활동 보조,아산외암리민속마을관리소,2019-09-01 ~ 2019-09-30
1,충청남도,아산시,"[대학생, 직장인]아산시 생태곤충원 안내 및 생태해설, 생물관리 보조",아산시생태곤충원,2019-07-01 ~ 2019-09-30
2,충청남도,아산시,"아산시 생태곤충원 안내 및 생태해설, 생물관리 보조",아산시생태곤충원,2019-07-01 ~ 2019-09-30
3,충청남도,아산시,중고등학생 장영실과학관 질서유지 및 관리,아산장영실과학관,2019-09-01 ~ 2019-09-30
4,충청남도,아산시,중고등학생 장영실과학관 질서유지 및 관리,아산장영실과학관,2019-09-01 ~ 2019-09-30
