,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,광주광역시 남구,35.136577,126.9155124, 여가놀이지원사업 아동 멘토 모집,양지종합사회복지관,대한민국 광주광역시 남구 양림동 293-4,2019-08-21 2019-11-28
1,광주광역시 남구,,, 광주사랑의열매 우편발송작업 자원봉사자 모집합니다 ,광주사회복지공동모금회,,2019-09-17 2019-09-17
2,광주광역시 남구,35.144576,126.9125958, 시각장애인복지관 식당 배식지원 자원봉사자 모집합니다,광주광역시시각장애인복지관,대한민국 광주광역시 남구 사동 19-4,2019-08-19 2019-12-31
3,광주광역시 남구,35.1053277,126.9060069, 사회기술훈련지원 수영장,마루한주간보호센터,대한민국 광주광역시 남구 노대동 노대실로 48,2019-08-14 2019-08-23
4,광주광역시 남구,35.14747,126.9079694, 사진 관리를 위한 포토샵에 능한 자원봉사자 모집합니다 ,광주공원노인복지관,대한민국 광주광역시 남구 사직동 서오층석탑2길 17,2019-08-06 2019-08-31
5,광주광역시 남구,35.14747,126.9079694, 복지관 관내 환경정리 자원봉사자 모집,광주공원노인복지관,대한민국 광주광역시 남구 사직동 서오층석탑2길 17,2019-07-26 2019-08-31
6,광주광역시 남구,35.1053277,126.9060069, 캠프,마루한주간보호센터,대한민국 광주광역시 남구 노대동 노대실로 48,2019-07-24 2019-10-14
7,광주광역시 남구,,, 아름다운가게 광주백운점 자원봉사모집,아름다운가게 광주전남본부,,2019-07-19 2019-12-31
8,광주광역시 남구,35.143968,126.8920872, 이미용 봉사,효인재활요양병원,대한민국 광주광역시 남구 월산4동 대남대로 362,2019-07-05 2020-07-04
9,광주광역시 남구,35.1246281,126.9178381, 인애 청년 기획단 띵동 기를 모집합니다,인애종합사회복지관,대한민국 광주광역시 남구 봉선2동 132-13,2019-06-26 2019-12-31
10,광주광역시 남구,35.1413816,126.8968751, 이미용서비스 봉사,광주남구노인복지관,대한민국 광주광역시 남구 월산5동 614-4,2019-06-26 2019-12-31
11,광주광역시 남구,35.1413816,126.8968751, 남구노인복지관 시설봉사,광주남구노인복지관,대한민국 광주광역시 남구 월산5동 614-4,2019-06-17 2019-09-30
12,광주광역시 남구,35.075583,126.8455483, 일상생활지원,이팝너머,대한민국 광주광역시 남구 도금동 도금마을길 81-8,2019-06-16 2019-12-31
13,광주광역시 남구,35.1246281,126.9178381, 드림클래스(방과 후 교실) 중국어 영어 방송댄스 지도 교사 모집,인애종합사회복지관,대한민국 광주광역시 남구 봉선2동 132-13,2019-06-07 2019-12-31
14,광주광역시 남구,35.1413816,126.8968751, 주간보호센터 어르신 보조활동,남구노인복지관노인복지센터,대한민국 광주광역시 남구 월산5동 614-4,2019-06-04 2020-06-03
0,광주광역시 남구,35.075583,126.8455483, 일상생활지원,이팝너머,대한민국 광주광역시 남구 도금동 도금마을길 81-8,2019-05-15 2019-12-31
1,광주광역시 남구,,, 장수사진 촬영해주실 봉사자 모집합니다,광주시립제요양병원,,2019-05-07 2019-12-31
2,광주광역시 남구,35.1025419,126.8927384, 자원봉사자 모집,희망찬장애인주간보호센터,대한민국 광주광역시 남구 행암동 산18-2,2019-05-03 2019-12-31
3,광주광역시 남구,35.1367497,126.9076616, 생활근린시설가꾸,(사)노인낙원보훈봉사단,대한민국 광주광역시 남구 백운2동 백운로 35,2019-04-11 2019-12-31
4,광주광역시 남구,35.1321246,126.9046523, 고등학생 과학지도,미소지역아동센터,대한민국 광주광역시 남구 주월동 1276-23,2019-03-11 2020-03-31
5,광주광역시 남구,35.1321246,126.9046523, 중학생 및 고등학생 영어 문법지도,미소지역아동센터,대한민국 광주광역시 남구 주월동 1276-23,2019-08-22 2020-08-31
