,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,경상남도 창원시,35.1838563,128.556499, 레고마을 봉사자 모집,마산종합사회복지관,대한민국 경상남도 창원시 마산합포구 대내동 1-8,2019-09-02 2019-09-30
1,경상남도 창원시,35.1838563,128.556499, 아동 방과후 교실 봉사자 모집 ,마산종합사회복지관,대한민국 경상남도 창원시 마산합포구 대내동 1-8,2019-09-02 2019-09-30
2,경상남도 창원시,35.2304304,128.6949535, [창원성산종합사회복지관]홍보물 배포 활동,창원성산종합사회복지관,대한민국 경상남도 창원시 창원시 의창구 신월동 창이대로600번길 2,2019-09-02 2019-09-11
3,경상남도 창원시,35.2148011,128.6886668, 중등 학습 지도,상남지역아동센터,대한민국 경상남도 창원시 성산구 상남동 동산로72번길 16 2층 204호,2019-09-21 2019-12-21
4,경상남도 창원시,35.2148011,128.6886668, 중등 학습 지도,상남지역아동센터,대한민국 경상남도 창원시 성산구 상남동 동산로72번길 16 2층 204호,2019-09-14 2019-12-14
5,경상남도 창원시,,, 마산무학여고 레드캠페이너 헌혈홍보캠페인(),대한적십자사 경남혈액원,,2019-08-31 2019-08-31
6,경상남도 창원시,,, 마산무학여고 레드캠페이너 헌혈홍보캠페인(),대한적십자사 경남혈액원,,2019-08-24 2019-08-24
7,경상남도 창원시,35.1838563,128.556499, 요리교실 봉사자 모집 ,마산종합사회복지관,대한민국 경상남도 창원시 마산합포구 대내동 1-8,2019-08-22 2019-08-22
8,경상남도 창원시,35.2482896,128.6009694, [경남종합사회복지관] 세계자살예방의날 기념 청소년 포럼 행사 업무보조 ,경남종합사회복지관,대한민국 경상남도 창원시 마산회원구 구암2동 팔용로 272,2019-09-05 2019-09-05
9,경상남도 창원시,35.2600734,128.5099054, 신세계요양병원 프로그램보조,의료법인 청록의료재단 신세계요양병원,대한민국 경상남도 창원시 마산회원구 내서읍 호계리 768-3,2019-08-26 2019-09-30
10,경상남도 창원시,35.230956,128.5764368, 집단활동 보조 업무,꿈드림 아동청소년 발달상담센터,대한민국 경상남도 창원시 마산회원구 석전동 247-21,2019-08-16 2019-12-27
11,경상남도 창원시,35.2794676,128.6912298, 재능기부 및 시설봉사(취미활동 및 재능나누기),해찬솔노인복지센터,대한민국 경상남도 창원시 의창구 동읍 의창대로915번길 6-2,2019-08-15 2019-12-31
12,경상남도 창원시,,, 창원헌혈의집 (토) 자원봉사자 모집(오후) ,대한적십자사 경남혈액원,,2019-08-24 2019-08-24
13,경상남도 창원시,,, 창원헌혈의집 (토) 자원봉사자 모집(오전) ,대한적십자사 경남혈액원,,2019-08-24 2019-08-24
14,경상남도 창원시,35.2598378,128.6109852, [평화와 통일을 위한 사회적대화 경남지역 숙의토론회]행사 자원봉사자 모집,(사)경남좋은학교운동연합,대한민국 경상남도 창원시 의창구 팔용동 사화로1번길 32,2019-08-29 2019-08-29
0,경상남도 창원시,35.309682,128.651688, 년 세계 자살예방의 날 기념행사 진행보조,경상남도광역정신건강복지센터,대한민국 경상남도 창원시 의창구 동읍 동읍로 457번길 48,2019-09-06 2019-09-06
1,경상남도 창원시,35.2559542,128.640319, 행사 보조,사)사랑나눔 종이비행기,대한민국 경상남도 창원시 의창구 도계동 418-1,2019-08-12 2019-08-30
2,경상남도 창원시,35.2559542,128.640319, 변화의시나리오 성매매를인권으로 안전한 창원 캠페인 함께해주실 분,사)경남여성회부설 여성인권상담소,대한민국 경상남도 창원시 의창구 도계동 418-1,2019-09-06 2019-09-06
