,지역,시군구,제목,모집기관,봉사기간
0,경상남도,양산시,"양산시장애인부모회 "" 2019 여름방학 신나는 계절학교"" 자원봉사자 모집",(사)양산시장애인부모회,2019-08-05 ~ 2019-08-21
1,경상남도,양산시,장애아동 활동보조 및 환경정화활동,시립어깨동무어린이집,2019-06-21 ~ 2019-09-20
2,경상남도,양산시,상시봉사자모집,한내들작은도서관,2019-09-02 ~ 2019-11-29
3,경상남도,양산시,3D체험관투어 및 창의체험교실 수업보조,양산 3D과학체험관,2019-08-16 ~ 2019-08-30
4,경상남도,양산시,"입소자 식사수발, 산책, 말벗 및 시설 내 환경정리",주남 행복한 어르신의 집,2019-06-01 ~ 2019-08-31
5,경상남도,양산시,노인주간보호센터 봉사자 모집,양산도우누리노인복지센터,2019-07-01 ~ 2019-09-30
6,경상남도,양산시,3D체험관투어 및 창의체험교실 수업보조,양산 3D과학체험관,2019-08-17 ~ 2019-08-31
7,경상남도,양산시,이미용 봉사,사단법인 장애인경제활동지원센터,2019-07-01 ~ 2019-09-02
8,경상남도,양산시,어르신을 위한 자원봉사 공연,경남주간노인복지센터,2019-06-05 ~ 2019-09-04
9,경상남도,양산시,양산시장애인부모회 토요프로그램 탁구반 활동지원 봉사자 모집,(사)양산시장애인부모회,2019-09-21 ~ 2019-12-21
0,경상남도,양산시,양산시장애인부모회 토요프로그램 미술1반 활동지원 봉사자 모집,(사)양산시장애인부모회,2019-09-21 ~ 2019-12-21
1,경상남도,양산시,양산시장애인부모회 토요프로그램 미술2반 활동지원 봉사자 모집,(사)양산시장애인부모회,2019-09-21 ~ 2019-12-21
2,경상남도,양산시,기관 실내.외 청소 및 어르신 활동보조,실버케어재가복지센터,2019-07-01 ~ 2019-09-30
3,경상남도,양산시,노인주간보호센터 공연하실 분 모집,양산도우누리노인복지센터,2019-07-01 ~ 2019-09-30
4,경상남도,양산시,도서관업무보조,e-편한작은도서관,2019-08-01 ~ 2019-10-31
5,경상남도,양산시,안심요양원에서 자원봉사자를 모집합니다.,안심요양원,2019-07-01 ~ 2019-09-30
6,경상남도,양산시,보육활동보조 및 주변환경정리,시립양산보듬이나눔이어린이집,2019-07-15 ~ 2019-10-15
7,경상남도,양산시,웃음치료,주남 행복한 어르신의 집,2019-08-01 ~ 2019-10-31
8,경상남도,양산시,푸른양산장애인자립생활센터 부설 푸른학교 문해반 수업진행 및 보조,푸른양산장애인자립생활센터,2019-08-19 ~ 2019-11-15
9,경상남도,양산시,부산대학교치과병원 자원봉사자 모집,부산대학교치과병원,2019-08-19 ~ 2019-11-18
0,경상남도,양산시,어르신 활동보조및 환경미화.,경남주간노인복지센터,2019-08-24 ~ 2019-11-23
1,경상남도,양산시,"입소자 식사수발 ,산책, 말벗, 환경정리",주남 행복한 어르신의 집,2019-09-01 ~ 2019-11-30
2,경상남도,양산시,"입소자 식사수발, 산책, 말벗 및 시설 내 환경정리",주남 행복한 어르신의 집,2019-09-01 ~ 2019-11-30
