지역,시군구,기관,주소
전북,전라북도 김제시,지평선요양원,전북 김제시 서낭당길 121-5 (요촌동).
전북,전라북도 김제시,번영지역아동센터,전북 김제시 백구면 영상1길 5.
전북,전라북도 김제시,행복한낙토원,전라북도 김제시 봉남면 대송5길 91.
전북,전라북도 김제시,벧엘요양원,전라북도 김제시 성덕면 성덕2길47-7
전북,전라북도 김제시,김제시장애인체육관,전라북도 김제시 갈공길32
전북,전라북도 김제시,의료법인 지석의료재단 효병원,전라북도 김제시 금산면 구성5길84-15
전북,전라북도 김제시,김제시장애인종합복지관주간보호센터,전라북도 김제시 갈공길 28 (서암동)김제시장애인종합복지관 주간보호센터
전북,전라북도 김제시,한울양로원,전라북도 김제시 죽산면 죽산로 370-121층
전북,전라북도 김제시,명산의료재단 희망병원,전라북도 김제시 낙산1길74-1
전북,전라북도 김제시,풀꽃세상,전라북도 김제시 용지면 반교리 271-3
전북,전라북도 김제시,성암둥지,전라북도 김제시 입석로142
전북,전라북도 김제시,(사)성폭력예방치료센터김제지부,전라북도 김제시 금성로53-1
전북,전라북도 김제시,김제가나안요양원,전라북도 김제시 황산면 쌍감리 779번지
전북,전라북도 김제시,임마누엘평강의집,전북 김제시 금산면 용산2길 9204
전북,전라북도 김제시,대덕요양원,전북 김제시 진봉면 대덕4길 42대덕요양원
전북,전라북도 김제시,김제시장애인보호작업장,전북 김제시 서암동 516-1
전북,전라북도 김제시,JG지역아동센터,전북 김제시 신풍동 593-7
전북,전라북도 김제시,김제은혜원노인복지센터,전라북도 김제시 죽산면832-25
전북,전라북도 김제시,코비그룹홈,전북 김제시 요촌동1길  31
전북,전라북도 김제시,따뜻한집노인요양원,전라북도 김제시 진봉면 정당1길103-3
전북,전라북도 김제시,김제노인전문요양원,전북 김제시 하동1길 79
전북,전라북도 김제시,하울,전북 김제시 금구면청운리 114-4
전북,전라북도 김제시,김제노인종합복지관,전북 김제시 하동404-17
전북,전라북도 김제시,성암노인복지센터,전북 김제시 입석동420-1
전북,전라북도 김제시,김제노인복지센터,전북 김제시 백산면상리204
전북,전라북도 김제시,김제시장애인종합복지관,전북 김제시 갈공길 28 (서암동)김제시장애인종합복지관
전북,전라북도 김제시,지구촌마을,전북 김제시 상동동81-1
전북,전라북도 김제시,사회복귀시설 서로돕는마을,전라북도 김제시 금구면 낙성리 359-15
전북,전라북도 김제시,김제시사회복지협의회,전라북도 김제시 요촌길 45 (검산동)지평선어울림센터 2층
전북,전라북도 김제시,애린양로원,전북 김제시 용지면 반교1길 29애린양로원
전북,전라북도 김제시,샤론의집,전북 김제시 용지면 장신리579-35번지
전북,전라북도 김제시,김제사회복지관,"전북 김제시 요촌북로 110 (검산동, 주공1차아파트)김제사회복지관"
전북,전라북도 김제시,김제제일사회복지관,전북 김제시 동서1길 9-24 (교동)김제제일사회복지관
전북,전라북도 김제시,길보른종합사회복지관,"전라북도 김제시 금성로93, 길보른종합사회복지관"
전북,전라북도 김제시,성암마루,전라북도 김제시 입석로142
