지역,시군구,기관,주소
전북,전라북도 남원시,가장행복한재활 재가노인복지센터,전북 남원시 남문로 393 (왕정동)5층
전북,전라북도 남원시,의료법인원산의료재단 다사랑요양병원,전북 남원시 산곡길 55 (산곡동)다사랑요양병원
전북,전라북도 남원시,우리지역아동센터,"전라북도 남원시 용성로 207 (도통동, 부영1차아파트)상가305호"
전북,전라북도 남원시,에덴지역아동센터,전라북도 남원시 붕맛1길 27 (향교동)2층
전북,전라북도 남원시,꿈나무지역아동센터,전라북도 남원시 광천남길 418 (왕정동)
전북,전라북도 남원시,노암지역아동센터,전라북도 남원시 노암동 노송로1255-14
전북,전라북도 남원시,남원좋은이웃그룹홈,전라북도 남원시 시청로 41 (향교동)2층
전북,전라북도 남원시,남원시니어클럽,전라북도 남원시 동충동  199-9
전북,전라북도 남원시,남원시노인복지관,전라북도 남원시 금동로50
전북,전라북도 남원시,살림노인복지센터,전북 남원시 이백면척문리 406
전북,전라북도 남원시,(사)전라북도지적발달장애인복지협회남원시지부,전라북도 남원시 붕맛길 20 (동충동)1층
전북,전라북도 남원시,편한세상,전북 남원시 대산면 대곡신계길 369편한세상
전북,전라북도 남원시,전북도립남원노인요양병원,전북 남원시 산곡동 산성길51-15
전북,전라북도 남원시,사단법인 사람과 희망,전북 남원시 인월면인월리236-6 2층
전북,전라북도 남원시,남원시사회복지협의회,전북 남원시 동충동 213-14
전북,전라북도 남원시,전북장애인부모회남원시지회,전북 남원시 이백면척문리593
전북,전라북도 남원시,사랑과행복이가득한우리집,전북 남원시 이백면 초촌길 75-9(척문리 643-1)
전북,전라북도 남원시,전라북도남원의료원,전북 남원시 충정로 365 (고죽동)200
전북,전라북도 남원시,동북복지마을,전북 남원시 향교동363-1
전북,전라북도 남원시,포도원,전북 남원시 광치동767
전북,전라북도 남원시,경효의집,전라북도 남원시 운성로88-18
전북,전라북도 남원시,남원행복의집,전북 남원시 갈치동393-2
전북,전라북도 남원시,평화의집,전라북도 남원시 주천면 웅치윗길 27
전북,전라북도 남원시,굿네이버스전북동부아동보호전문기관,"전라북도 남원시 향교동1061-3, 2층"
전북,전라북도 남원시,의료법인 성일의료재단 남원성일병원,전북 남원시 사매면 관풍리665-1
전북,전라북도 남원시,사회복귀시설 성일유엔아이,전라북도 남원시 사매면 춘향로 822-129성일유엔아이
전북,전라북도 남원시,광덕원,전라북도 남원시 대강면 가덕광암길137
전북,전라북도 남원시,경애원,전북 남원시 인월면 인월중군길 113 경애원
전북,전라북도 남원시,소망의문,전북 남원시 이백면 닭뫼길 7777
전북,전라북도 남원시,스마일빌,전북 남원시 대산면신계리 429-27
전북,전라북도 남원시,풍악재단효성의집,전북 남원시 대산면 신계리 431-6
전북,전라북도 남원시,남원사회복지관,전라북도 남원시 노송로1255-9
전북,전라북도 남원시,남원시장애인종합복지관,전북 남원시 이백면 남계리닭뫼안길 87
