,지역,시군구,제목,모집기관,봉사기간
0,전라남도,화순군,화순 충의사 환경정화활동,충의사,2019-08-19 ~ 2019-08-30
1,전라남도,화순군,무등산국립공원동부사무소 자원봉사,무등산국립공원 동부사무소,2019-08-01 ~ 2019-08-31
2,전라남도,화순군,세빛 작은도서관 도서 정리 및 청소,세빛도서관,2019-08-10 ~ 2019-09-28
3,전라남도,화순군,화순열린도서관 도서 및 환경정리,화순열린도서관,2019-07-09 ~ 2019-09-29
4,전라남도,화순군,화순열린도서관 도서 및 환경정리,화순열린도서관,2019-07-09 ~ 2019-09-29
5,전라남도,화순군,아름다운실버빌 어르신 생활편의지원활동,아름다운 실버빌,2019-07-01 ~ 2019-09-30
6,전라남도,화순군,빛나라 도서관 자원봉사활동,빛나라도서관,2019-07-01 ~ 2019-09-30
7,전라남도,화순군,빛나라 도서관 자원봉사,빛나라도서관,2019-07-01 ~ 2019-09-30
8,전라남도,화순군,능성예절도서관 도서 정리 및 문화프로그램 지원,능주향교,2019-07-01 ~ 2019-09-30
9,전라남도,화순군,도서정리 및 환경정리,다사랑작은도서관,2019-08-01 ~ 2019-10-31
0,전라남도,화순군,도서정리전문가와 함께 하는 자원봉사,다사랑작은도서관,2019-08-01 ~ 2019-10-31
1,전라남도,화순군,빛나라 외국어 도서관 재능기부,빛나라도서관,2019-08-18 ~ 2019-10-31
2,전라남도,화순군,"천불천탑 사진문화관 시설 안내 및 사진인화 및 시설 내,외부 환경정화 활동 등",천불천탑 사진문화관,2019-08-20 ~ 2019-11-17
3,전라남도,화순군,"사진문화관 시설물 내,외부 환경 정화 활동 및 사진 인화 및 시설 안내 활동 등",천불천탑 사진문화관,2019-08-20 ~ 2019-11-17
