,지역,시군구,제목,모집기관,봉사기간
0,전라남도,순천시,8월 자원봉사 기본교육,순천시자원봉사센터,2019-08-22 ~ 2019-08-22
1,전라남도,순천시,순천만습지 여름방학 고등학생 봉사활동,순천만보전과,2019-07-22 ~ 2019-08-25
2,전라남도,순천시,반려동물 문화 한마당 행사 추진 운영보조 봉사자 모집,순천시,2019-08-23 ~ 2019-08-25
3,전라남도,순천시,매곡동 그림책도서관 도시재생사업 자원봉사자 모집,한국철도공사 전남본부,2019-08-19 ~ 2019-08-26
4,전라남도,순천시,"신대건강생활지원센터 ""아기와 함게하는 산후요가교실"" 운영 지원",신대건강생활지원센터,2019-09-03 ~ 2019-11-28
5,전라남도,순천시,대한동물사랑협회 봉사자 모집,대한동물사랑협회,2019-07-01 ~ 2019-09-30
6,전라남도,순천시,순천시육아종합지원센터 자원봉사,육아종합지원센터,2019-06-01 ~ 2019-08-31
7,전라남도,순천시,순천시육아종합지원센터 자원봉사,육아종합지원센터,2019-06-01 ~ 2019-08-31
8,전라남도,순천시,누리봄 입양센터 봉사활동,대한동물사랑협회,2019-06-17 ~ 2019-08-31
9,전라남도,순천시,순천시립삼산도서관 여름방학 중고등학생 자원봉사활동,순천삼산도서관,2019-07-15 ~ 2019-08-31
0,전라남도,순천시,순천시립삼산도서관 여름방학 중고등학생 자원봉사활동,순천삼산도서관,2019-07-15 ~ 2019-08-31
1,전라남도,순천시,순천시립신대도서관 청소년 자원봉사활동,순천시립신대도서관,2019-07-22 ~ 2019-08-31
2,전라남도,순천시,순천시립신대도서관 청소년 자원봉사활동,순천시립신대도서관,2019-07-22 ~ 2019-08-31
3,전라남도,순천시,해룡농어촌도서관 청소년 여름방학 봉사활동,해룡농어촌도서관,2019-07-15 ~ 2019-08-31
4,전라남도,순천시,해룡농어촌도서관 청소년 여름방학 봉사활동,해룡농어촌도서관,2019-07-15 ~ 2019-08-31
5,전라남도,순천시,플라스틱 제로화 전시회 안내 및 관리 봉사자 모집,청소자원과,2019-08-16 ~ 2019-09-15
6,전라남도,순천시,"프로그램 보조 및 말벗, 배식 도움, 청소",새봄노인복지센터,2019-07-01 ~ 2019-09-30
7,전라남도,순천시,노인돌보미,민들레노인주야간보호센터,2019-07-01 ~ 2019-09-30
8,전라남도,순천시,순천시 보건소 장난감 소독 및 세척,보건사업과,2019-09-01 ~ 2019-09-30
9,전라남도,순천시,순천시 보건소 장난감 소독 및 세척,보건사업과,2019-09-01 ~ 2019-09-30
0,전라남도,순천시,노인종합복지관 프로그램 운영 보조,순천시노인종합복지관(용당복지관),2019-08-01 ~ 2019-10-31
1,전라남도,순천시,밝은미소노인복지센터 - 오후,밝은미소 주야간보호센터,2019-08-12 ~ 2019-11-10
2,전라남도,순천시,밝은미소노인복지센터 - 오전,밝은미소 주야간보호센터,2019-08-12 ~ 2019-11-10
3,전라남도,순천시,육아종합지원센터 자원봉사활동,육아종합지원센터,2019-09-02 ~ 2019-11-30
4,전라남도,순천시,육아종합지원센터 자원봉사활동,육아종합지원센터,2019-09-02 ~ 2019-11-30
5,전라남도,순천시,새봄노인복지센터,새봄노인복지센터,2019-09-01 ~ 2019-11-30
