,지역,시군구,제목,모집기관,봉사기간
0,경기도,화성시,[동탄어울림사회복지관] 이동공부방 '어깨동무교실' 학습멘토링 봉사자 모집,동탄어울림사회복지관,2019-07-22 ~ 2019-10-21
1,경기도,화성시,봉담중앙요양원 미술관련 봉사자 모십니다.,봉담중앙요양원,2019-05-23 ~ 2019-08-22
2,경기도,화성시,아동 활동 보조,기쁨두배복지센터,2019-07-31 ~ 2019-08-27
3,경기도,화성시,아동 활동 보조 및 멘토링,기쁨두배복지센터,2019-08-05 ~ 2019-08-27
4,경기도,화성시,2019 이음터 마을학교 여름학기 프로그램 운영 보조,동탄중앙이음터,2019-08-17 ~ 2019-08-23
5,경기도,화성시,아동 여름 캠프 프로그램 진행을 도와주실 봉사자를 모집하고 있습니다,나눔지역아동센터,2019-08-24 ~ 2019-08-24
6,경기도,화성시,경로당어르신과 함께하는 효행봉사 활동,(사)화성시자원봉사센터,2019-08-24 ~ 2019-08-24
7,경기도,화성시,***긴급모집*** 토요 무료급식,화성효나눔노인복지센터,2019-08-24 ~ 2019-08-24
8,경기도,화성시,"체험활동 보조, 안전관리, 질서유지",화성시 어린이문화센터,2019-08-13 ~ 2019-08-25
9,경기도,화성시,아동 활동 보조 및 식사 보조,기쁨두배복지센터,2019-08-09 ~ 2019-08-27
0,경기도,화성시,아동 활동 보조,기쁨두배복지센터,2019-08-09 ~ 2019-08-27
1,경기도,화성시,[화성시자원봉사센터] 성인 자원봉사기본소양교육 참여자 모집,(사)화성시자원봉사센터,2019-08-27 ~ 2019-08-27
2,경기도,화성시,[성인]노작홍사용문학관 오전봉사,화성노작홍사용문학관,2019-09-01 ~ 2019-09-30
3,경기도,화성시,[성인]노작홍사용문학관 오후봉사,화성노작홍사용문학관,2019-09-01 ~ 2019-09-30
4,경기도,화성시,사회복지법인 비봉어린이집 영유아 돌보미,사회복지법인 비봉어린이집,2019-08-12 ~ 2019-08-30
5,경기도,화성시,화성시 건강가정지원센터 프로그램 보조,화성시건강가정지원센터,2019-08-29 ~ 2019-08-29
6,경기도,화성시,[화성시동탄치동천종합사회복지관] 복지관 내 아동 놀이방 자원봉사자 모집,화성시동탄치동천종합사회복지관,2019-08-29 ~ 2019-08-29
7,경기도,화성시,화성시여성가족재단 모두누림센터 유아실 자원봉사자 모집,화성시여성가족재단 모두누림센터,2019-07-22 ~ 2019-08-30
8,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-08-26 ~ 2019-08-30
9,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-08-26 ~ 2019-08-30
0,경기도,화성시,동탄중앙이음터 ICT 마이랩 시설 행정 업무 보조,동탄중앙이음터,2019-08-16 ~ 2019-08-31
1,경기도,화성시,"노인요양시설 청결, 위생관리",화성요양원,2019-06-01 ~ 2019-08-31
2,경기도,화성시,"화성희망재가노인복지센터 - 어르신 활동보조,말벗,환경정리",희망재가노인복지센터,2019-06-01 ~ 2019-08-31
3,경기도,화성시,프로그램진행지원,우리요양원,2019-06-01 ~ 2019-08-31
4,경기도,화성시,"[소다미술관] 작품 및 전시장 관리, 관람객 안내 자원봉사자 모집",소다미술관,2019-08-03 ~ 2019-08-31
5,경기도,화성시,"[소다미술관] 작품 및 전시장 관리, 관람객 안내 자원봉사자 모집",소다미술관,2019-08-03 ~ 2019-08-31
6,경기도,화성시,교복분류 및 판매,교복은행(화성시),2019-08-01 ~ 2019-08-31
7,경기도,화성시,교복분류 및 판매,교복은행(화성시),2019-08-01 ~ 2019-08-31
8,경기도,화성시,도서관 정리정돈/청소 도서 정리 / 도서관 이용 학생 독서지도 놀이터 도서관 지킴이 봉사,예찬 작은도서관,2019-08-01 ~ 2019-08-31
9,경기도,화성시,[화성시동탄치동천종합사회복지관] 어르신 컴퓨터교실 자원봉사자 모집,화성시동탄치동천종합사회복지관,2019-09-04 ~ 2019-11-29
0,경기도,화성시,[화성시다문화가족지원센터] 세계명절축제 행사 홍보부스 운영,화성시다문화가족지원센터,2019-09-07 ~ 2019-09-07
1,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-02 ~ 2019-09-06
2,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-02 ~ 2019-09-06
3,경기도,화성시,화성시아르딤복지관 추석맞이 윷놀이 한마당 진행 보조,화성시 아르딤복지관,2019-09-10 ~ 2019-09-10
4,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-09 ~ 2019-09-11
5,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-09 ~ 2019-09-11
6,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-12 ~ 2019-09-14
7,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-12 ~ 2019-09-15
8,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-16 ~ 2019-09-20
9,경기도,화성시,경기도 도우미견나눔센터. 도우미견 관리,경기도 도우미견나눔센터,2019-09-16 ~ 2019-09-20
0,경기도,화성시,"청려수련원 지역 대상자 반찬 배달 자원봉사 [ 청소년, 대학생 또는 성인 ]",사회복지법인새싹동산청려수련원,2019-07-22 ~ 2019-09-23
1,경기도,화성시,사회복지법인 비봉어린이집 영유아 돌보미,사회복지법인 비봉어린이집,2019-09-02 ~ 2019-09-30
2,경기도,화성시,노인복지시설봉사,동탄요양원,2019-07-01 ~ 2019-09-30
3,경기도,화성시,재능기부,효마을숲속요양원,2019-07-01 ~ 2019-09-30
4,경기도,화성시,동탄어울림장애인주간보호센터 프로그램진행보조,동탄어울림장애인주간보호센터,2019-08-01 ~ 2019-10-31
5,경기도,화성시,어르신 말벗 및 실내환경정화,수요양원,2019-07-01 ~ 2019-09-30
6,경기도,화성시,화성시아름보호작업장 프로그램 활동보조 봉사활동 모집,화성시아름장애인보호작업장양감점,2019-07-01 ~ 2019-09-30
7,경기도,화성시,작은도서관 - 재능기부 자원봉사자 모집,책과콩나무작은도서관,2019-07-24 ~ 2019-10-24
8,경기도,화성시,어르신과 함께하는 자원봉사자를 모집합니다.,화성카네이션너싱홈,2019-08-01 ~ 2019-09-30
9,경기도,화성시,어르신과 함께하는 자원봉사자를 모집합니다.,화성카네이션너싱홈,2019-08-01 ~ 2019-09-30
0,경기도,화성시,교복분류 및 판매,교복은행(화성시),2019-09-01 ~ 2019-09-30
1,경기도,화성시,교복분류 및 판매,교복은행(화성시),2019-09-01 ~ 2019-09-30
2,경기도,화성시,봉담중앙요양원 어르신 일상생활지원보조 및 말벗 지원,봉담중앙요양원,2019-08-01 ~ 2019-10-31
3,경기도,화성시,동탄어울림사회복지관- 장애아동 체육 프로그램 활동보조,동탄어울림사회복지관,2019-08-26 ~ 2019-10-24
4,경기도,화성시,"오후프로그램 보조, 말벗 등 어르신들 활동 보조 [참좋은효도원 주간보호센터]",참좋은효도원,2019-09-01 ~ 2019-10-31
5,경기도,화성시,"오전프로그램 보조, 말벗 등 어르신들 활동 보조 [참좋은효도원 주간보호센터]",참좋은효도원,2019-09-01 ~ 2019-10-31
6,경기도,화성시,어르신을 위한 점심무료급식 봉사,더불어사는우리,2019-08-01 ~ 2019-10-31
7,경기도,화성시,환경미화및 청결지도,효마을숲속요양원,2019-08-01 ~ 2019-10-31
8,경기도,화성시,병점요양원,병점요양원,2019-08-01 ~ 2019-10-31
9,경기도,화성시,"[오전]효마을노인복지센터- 생활실 청결유지,점심식사움,일상생활지원",화성효마을노인복지센터,2019-08-01 ~ 2019-10-31
0,경기도,화성시,"[오후]효마을노인복지센터- 생활실 청결유지,점심식사움,일상생활지원",화성효마을노인복지센터,2019-08-01 ~ 2019-10-31
1,경기도,화성시,어린이집 활동보조 및 환경정리 봉사자 모집합니다.,시립동탄역센트럴상록어린이집,2019-08-09 ~ 2019-10-31
2,경기도,화성시,[동탄어울림사회복지관] 장난감도서관 활동보조,동탄어울림사회복지관,2019-08-02 ~ 2019-11-01
3,경기도,화성시,어르신 프로그램 재능기부,아름다운손길(동부케어),2019-08-26 ~ 2019-11-22
4,경기도,화성시,"화성희망재가노인복지센터 - 어르신 활동보조,말벗,환경정리",희망재가노인복지센터,2019-09-02 ~ 2019-11-30
