,지역,시군구,제목,모집기관,봉사기간
0,경기도,광명시,[하안종합사회복지관]도시락배달 자원봉사활동,하안종합사회복지관,2019-08-22 ~ 2019-08-22
1,경기도,광명시,광명시정신건강복지센터 행정지원 보조활동,광명시정신건강복지센터,2019-08-19 ~ 2019-08-30
2,경기도,광명시,취약계층 기부를 위한 사랑의  천연 규조토 탈취제 만들기,오픈더퓨처광명지부,2019-08-22 ~ 2019-08-22
3,경기도,광명시,취약계층 기부를 위한 사랑의 휴지걸이 만들기,오픈더퓨처광명지부,2019-08-24 ~ 2019-08-24
4,경기도,광명시,취약계층 기부를 위한 사랑의 휴지걸이 만들기,오픈더퓨처광명지부,2019-08-24 ~ 2019-08-24
5,경기도,광명시,8월 성인자원봉사교육,(재)광명시자원봉사센터,2019-08-27 ~ 2019-08-27
6,경기도,광명시,[하안종합사회복지관]경로식당 자원봉사활동 - 목,하안종합사회복지관,2019-08-01 ~ 2019-08-29
7,경기도,광명시,장애유아 취학적응반-수요일 외부활동 일일 자원봉사자 모집,광명장애인종합복지관,2019-08-28 ~ 2019-08-28
8,경기도,광명시,"지역 소외계층 어르신들 간식서빙, 쌀 나눔 및 말벗 봉사/광안봉사단",(재)광명시자원봉사센터,2019-07-03 ~ 2019-09-25
9,경기도,광명시,어르신 스마트폰 교육 보조강사/자연보호중앙연맹광명시지부,(재)광명시자원봉사센터,2019-08-09 ~ 2019-08-30
0,경기도,광명시,[하안종합사회복지관]단독필지 도시락배달 자원봉사활동,하안종합사회복지관,2019-08-01 ~ 2019-08-30
1,경기도,광명시,"[하안종합사회복지관]경로식당 자원봉사활동 - 화, 금",하안종합사회복지관,2019-08-06 ~ 2019-08-30
2,경기도,광명시,[광명점]물품정리 및 업무보조,시립광명푸드뱅크마켓행복바구니1호점,2019-08-01 ~ 2019-08-30
3,경기도,광명시,장애인식개선 캠페인활동,광명장애인자립생활센터,2019-09-03 ~ 2019-09-06
4,경기도,광명시,경로당 어르신 인지예방프로그램 진행보조,광명시치매안심센터,2019-08-14 ~ 2019-09-18
5,경기도,광명시,광명사랑터 주간보호센터 홍보페이지 관련 재능기부,광명사랑터,2019-08-26 ~ 2019-08-30
6,경기도,광명시,집단급식소 조리사 보조업무,시립새빛어린이집,2019-06-03 ~ 2019-08-31
7,경기도,광명시,광명업사이클아트센터 전시장 관리 및 행사 보조,광명업사이클아트센터,2019-06-05 ~ 2019-08-31
8,경기도,광명시,"중,고등학생 중 보육활동 보조 청소,교재교구세척",시립새빛어린이집,2019-07-24 ~ 2019-08-31
9,경기도,광명시,[오전] 8월 소하도서관 청소년 자원봉사,소하도서관,2019-08-01 ~ 2019-08-31
0,경기도,광명시,[오후] 8월 소하도서관 청소년 자원봉사,소하도서관,2019-08-01 ~ 2019-08-31
1,경기도,광명시,[오전]2019년 8월 광명도서관 청소년자원봉사,광명시광명도서관,2019-08-01 ~ 2019-08-31
2,경기도,광명시,[오후]2019년 8월 광명도서관 청소년자원봉사,광명시광명도서관,2019-08-01 ~ 2019-08-31
3,경기도,광명시,[오전] 8월 하안도서관 성인 및 청소년 자원봉사,광명시하안도서관,2019-08-01 ~ 2019-08-31
4,경기도,광명시,[오후] 8월 하안도서관 성인 및 청소년 자원봉사,광명시하안도서관,2019-08-01 ~ 2019-08-31
5,경기도,광명시,"경로식당 ""행복밥상"" 식사보조 및 설거지 주방보조",광명어르신보호센터,2019-07-19 ~ 2019-08-31
6,경기도,광명시,광명어르신보호센터 급식지원,광명어르신보호센터,2019-07-19 ~ 2019-08-31
7,경기도,광명시,"[오전]충현도서관 자료실 환경정비, 도서배가, 서가정리",광명시충현도서관,2019-08-01 ~ 2019-08-31
8,경기도,광명시,"[오후] 충현도서관 자료실 환경정비, 도서배가, 서가정리",광명시충현도서관,2019-08-01 ~ 2019-08-31
9,경기도,광명시,[평일오후] 안내데스크 관리 및 기관 청소년 지도: 시설이용 청소년 관리 및 환경미화,오름청소년활동센터,2019-08-01 ~ 2019-08-31
0,경기도,광명시,[소하점]물품정리 및 업무보조,시립광명푸드뱅크마켓행복바구니1호점,2019-08-01 ~ 2019-08-31
1,경기도,광명시,[수요일 오후] 아름다운가게 광명하안점에서 자원봉사자를 모집합니다,아름다운가게광명하안점,2019-09-04 ~ 2019-12-04
2,경기도,광명시,사이버폭력예방캠페인 및 활동,한국NGO레인보우,2019-08-31 ~ 2019-08-31
3,경기도,광명시,철산도서관 하반기 청소년 자원봉사 소양교육 및 서가정리활동,철산도서관,2019-09-07 ~ 2019-09-07
4,경기도,광명시,장애가정을 위한 추석명절 음식 나누기 배달 일일 자원봉사자 모집,광명장애인종합복지관,2019-09-10 ~ 2019-09-10
5,경기도,광명시,"어린이집 청소,교재교구세척 활동",시립새빛어린이집,2019-06-12 ~ 2019-09-11
6,경기도,광명시,[오전]철산도서관 2019년 9월 자원봉사 활동-자료실 서가정리,철산도서관,2019-09-01 ~ 2019-09-30
7,경기도,광명시,[오후] 철산도서관 2019년 9월 자원봉사 활동- 자료실 서가정리,철산도서관,2019-09-01 ~ 2019-09-30
8,경기도,광명시,고혈압당뇨병 등록교육센터 교육일정안내 업무,광명시 고혈압당뇨병 등록교육센터,2019-07-01 ~ 2019-09-30
9,경기도,광명시,장애아동 학습 및 프로그램 진행보조,초록지역아동센터,2019-07-01 ~ 2019-09-30
0,경기도,광명시,보육활동 보조,시립새빛어린이집,2019-07-01 ~ 2019-09-30
1,경기도,광명시,"이 .미용서비스봉사자, 기타",호광협동조합요양원,2019-07-02 ~ 2019-09-30
2,경기도,광명시,[오전] 9월 소하도서관 청소년 자원봉사,소하도서관,2019-09-01 ~ 2019-09-30
3,경기도,광명시,[오후] 9월 소하도서관 청소년 자원봉사,소하도서관,2019-09-01 ~ 2019-09-30
4,경기도,광명시,[오전]2019년 9월 광명도서관 청소년자원봉사,광명시광명도서관,2019-09-01 ~ 2019-09-30
5,경기도,광명시,[오후]2019년 9월 광명도서관 청소년자원봉사,광명시광명도서관,2019-09-01 ~ 2019-09-30
6,경기도,광명시,[오전][9월 하안도서관 청소년 및 성인 자원봉사] : 도서 배가 및 환경정리,광명시하안도서관,2019-09-01 ~ 2019-09-30
7,경기도,광명시,[오후][9월 하안도서관 청소년 및 성인 자원봉사] : 도서 배가 및 환경정리,광명시하안도서관,2019-09-01 ~ 2019-09-30
8,경기도,광명시,얼씨구품바,돌봄재활노인주간보호센터,2019-07-01 ~ 2019-09-30
9,경기도,광명시,"[꾸러기지역아동센터] 수학, 영어, 국어 학습지도",꾸러기지역아동센터,2019-09-02 ~ 2019-09-30
0,경기도,광명시,"[오전]발달장애인 주간보호센터 프로그램 진행보조, 활동 지원",광명사랑터,2019-07-15 ~ 2019-10-14
1,경기도,광명시,"[오후]발달장애인 주간보호센터 프로그램 진행보조, 활동 지원",광명사랑터,2019-07-15 ~ 2019-10-14
2,경기도,광명시,"장애유아 취학적응반-월요일, 안전지도 및 프로그램 보조",광명장애인종합복지관,2019-08-12 ~ 2019-10-31
3,경기도,광명시,장애유아 오감놀이체육 수업 보조,광명장애인종합복지관,2019-08-14 ~ 2019-10-31
4,경기도,광명시,장애유아 취학적응반-수요일,광명장애인종합복지관,2019-08-14 ~ 2019-10-31
5,경기도,광명시,장애청소년 난타 프로그램 보조- 수요일반,광명장애인종합복지관,2019-08-14 ~ 2019-10-31
6,경기도,광명시,장애유아 미술 활동 프로그램 보조지도-금요일,광명장애인종합복지관,2019-08-16 ~ 2019-10-31
7,경기도,광명시,장애인복지관 식당 주방보조,광명장애인종합복지관,2019-08-01 ~ 2019-10-31
8,경기도,광명시,[하안종합사회복지관] '지역탐방해설가' 우리 마을을 소개할 자원봉사자 모집,하안종합사회복지관,2019-08-13 ~ 2019-11-13
9,경기도,광명시,[하안종합사회복지관] 세대공감스토리북 제작 재능기부,하안종합사회복지관,2019-08-24 ~ 2019-11-23
