,지역,시군구,제목,모집기관,봉사기간
0,경기도,오산시,물향기수목원 환경정화활동,경기도립물향기수목원,2019-09-01 ~ 2019-09-30
1,경기도,오산시,물향기수목원 환경정화활동,경기도립물향기수목원,2019-09-01 ~ 2019-09-30
2,경기도,오산시,물향기수목원 환경정화활동,경기도립물향기수목원,2019-09-01 ~ 2019-09-30
3,경기도,오산시,물향기수목원 환경정화활동,경기도립물향기수목원,2019-09-01 ~ 2019-09-30
4,경기도,오산시,물향기수목원 환경정화활동,경기도립물향기수목원,2019-09-01 ~ 2019-09-30
5,경기도,오산시,물향기수목원 환경정화활동,경기도립물향기수목원,2019-09-01 ~ 2019-09-30
6,경기도,오산시,오산시 나눔박람회 자원봉사자 모집,오산세교종합사회복지관,2019-08-31 ~ 2019-08-31
7,경기도,오산시,8월 오산시립미술관 체험전 자원봉사 - 오후,오산문화재단,2019-07-02 ~ 2019-08-31
8,경기도,오산시,*성인대상*어르신 프로그램 활동보조 및 환경미화활동참여 가능,세원노인복지센터,2019-08-01 ~ 2019-08-31
9,경기도,오산시,*청소년대상* 어르신 활동보조 및 환경미화활동-종일,세원노인복지센터,2019-08-10 ~ 2019-08-31
0,경기도,오산시,정리정돈 멘토링 자원봉사 활동,오산장애인종합복지관,2019-06-03 ~ 2019-08-31
1,경기도,오산시,미술교실 프로그램 봉사자 모집,오산장애인종합복지관,2019-07-11 ~ 2019-09-26
2,경기도,오산시,성인장애인 탁구교실 프로그램 보조,오산장애인종합복지관,2019-07-02 ~ 2019-09-24
3,경기도,오산시,【오산시 햇살마루도서관】 서가정리 및 환경정비,오산시립햇살마루도서관,2019-08-01 ~ 2019-08-31
4,경기도,오산시,소리극 봉사활동,오산장애인종합복지관,2019-08-13 ~ 2019-10-31
5,경기도,오산시,장애인식개선 인형극 봉사,오산장애인종합복지관,2019-08-09 ~ 2019-10-25
6,경기도,오산시,어르신 말벗  어르신 프로그램 보조 업무보조,온유한 요양원,2019-08-13 ~ 2019-09-30
7,경기도,오산시,경기도장애인정보화 한마음 축제 행사도우미,(사)경기도장애인정보화협회 오산시지회,2019-09-05 ~ 2019-09-05
8,경기도,오산시,대원동 희망마을 만들기,오산남부종합사회복지관,2019-06-19 ~ 2019-09-18
9,경기도,오산시,토탈공예 프로그램 봉사자 모집,오산장애인종합복지관,2019-08-22 ~ 2019-10-31
0,경기도,오산시,핸드벨 프로그램 봉사자 모집,오산장애인종합복지관,2019-07-09 ~ 2019-09-30
1,경기도,오산시,【오산시 햇살마루도서관】 서가정리 및 환경정비,오산시립햇살마루도서관,2019-09-01 ~ 2019-09-30
2,경기도,오산시,일상생활 멘토링 자원봉사자 모집,오산장애인종합복지관,2019-08-01 ~ 2019-10-31
3,경기도,오산시,소리울도서관 서가정리 및 환경정리,소리울도서관,2019-09-01 ~ 2019-09-30
4,경기도,오산시,서가정리 및 환경정리,오산시중앙도서관,2019-09-01 ~ 2019-09-30
5,경기도,오산시,서가정리 및 환경정리,오산시중앙도서관,2019-09-01 ~ 2019-09-30
6,경기도,오산시,칸아카데미 연구동아리 사용 교재 번역,무지개작은도서관,2019-08-01 ~ 2019-10-31
7,경기도,오산시,"가족""애""공감 활동보조 자원봉사 모집",오산세교종합사회복지관,2019-08-10 ~ 2019-11-10
