,지역,시군구,제목,모집기관,봉사기간
0,경기도,안성시,경로당 프로그램 진행보조,안성시보건소,2019-08-28 ~ 2019-08-28
1,경기도,안성시,안성시노인복지관 경로식당 봉사자 모집,안성시노인복지관,2019-06-03 ~ 2019-08-30
2,경기도,안성시,"하늘정원 -  ) 공연, 음악, 미술, 미용 등 재능기부 활동",하늘정원,2019-06-01 ~ 2019-08-31
3,경기도,안성시,하늘정원 -  실내외 환경정리 및 말벗 안마등 정서지원 / 프로그램보조,하늘정원,2019-07-01 ~ 2019-09-30
4,경기도,안성시,불법 사금융 조치 계획에 따른 불법 사채 명함 수거 봉사자 모집,안성시청 창조경제과,2019-07-08 ~ 2019-10-07
5,경기도,안성시,환희너싱홈 - 실내외 환경정리 및 프로그램 보조,환희너싱홈,2019-08-01 ~ 2019-10-31
6,경기도,안성시,환희너싱홈 - 재능기부 ),환희너싱홈,2019-08-01 ~ 2019-10-31
7,경기도,안성시,하늘정원-  ) 하반기 도배 자원봉사 모집합니다.,하늘정원,2019-08-01 ~ 2019-10-31
8,경기도,안성시,예능공연,평안노인복지관,2019-09-02 ~ 2019-11-30
9,경기도,안성시,★★★아름다운가게 안성점 매장운영지원★★★,아름다운가게안성점,2019-08-12 ~ 2019-11-12
0,경기도,안성시,안성시노인복지관-어르신가정 밑반찬 배달 자원봉사자 모집,안성시노인복지관,2019-08-19 ~ 2019-11-19
1,경기도,안성시,"요양원 실내/외 환경정리 및 말벗, 안마 등 정서지원",평안노인복지관,2019-09-01 ~ 2019-11-30
