,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,부산광역시 영도구,35.0749089,129.0684122, 영도구정신건강복지센터에서 월 일 자원봉사자를 모집합니다,영도구정신건강복지센터,대한민국 부산광역시 영도구 동삼1동 중리로 44-1,2019-09-21 2019-09-21
1,부산광역시 영도구,35.0749089,129.0684122, 영도구정신건강복지센터에서 월 일 자원봉사자를 모집합니다,영도구정신건강복지센터,대한민국 부산광역시 영도구 동삼1동 중리로 44-1,2019-09-10 2019-09-10
2,부산광역시 영도구,35.0753352,129.0660111, 남해 가족나들이,영도구장애인복지관,대한민국 부산광역시 영도구 동삼1동 516-1,2019-08-29 2019-08-30
3,부산광역시 영도구,35.0753352,129.0660111, 시각장애인 스트레칭 수업,영도구장애인복지관,대한민국 부산광역시 영도구 동삼1동 516-1,2019-09-05 2019-12-19
4,부산광역시 영도구,35.0722256,129.062495, 기쁜우리사회복귀시설에서 대학생 자원봉사자를 모집합니다  ,기쁜우리사회복귀시설,대한민국 부산광역시 영도구 동삼1동 1124-6,2019-07-17 2019-12-31
5,부산광역시 영도구,35.0832324,129.0666172, [동삼사회복지관]다정다감이웃방문단 자원봉사자 모집,동삼사회복지관,대한민국 부산광역시 영도구 동삼동 상리로 30,2019-07-09 2019-12-31
6,부산광역시 영도구,35.0832324,129.0666172, [동삼사회복지관]성인전환기 발달장애인 자녀 진로상담 및 코칭 아라 아라,동삼사회복지관,대한민국 부산광역시 영도구 동삼동 상리로 30,2019-07-09 2019-12-31
7,부산광역시 영도구,35.090062,129.067683, 우리동네 수호천사 수호천사 모집,영도구노인복지관 분관,대한민국 부산광역시 영도구 청학동 봉래길 372,2019-06-03 2019-12-31
8,부산광역시 영도구,35.090062,129.067683, 우리동네 수호천사 지역활동가 모집,영도구노인복지관 분관,대한민국 부산광역시 영도구 청학동 봉래길 372,2019-06-03 2019-12-31
9,부산광역시 영도구,35.0857071,129.068518, 대학생봉사자 모집  어르신 말벗 서비스 (마음잇기),상리종합사회복지관,대한민국 부산광역시 영도구 동삼3동 1123,2019-06-01 2019-12-31
10,부산광역시 영도구,35.0832324,129.0666172, [동삼종합사회복지관] 방문 이미용 자원봉사자 모집,동삼사회복지관,대한민국 부산광역시 영도구 동삼동 상리로 30,2019-05-24 2019-12-31
11,부산광역시 영도구,35.0722892,129.0623402, 독거노인 통합건강증진프로그램 웰빙라이프( ),절영종합사회복지관,대한민국 부산광역시 영도구 동삼1동 1124-6,2019-05-27 2019-11-30
12,부산광역시 영도구,35.0722892,129.0623402, 어르신 한글교실 한글지도 자원봉사자 모집(부산 영도 절영종합사회복지관),절영종합사회복지관,대한민국 부산광역시 영도구 동삼1동 1124-6,2019-03-01 2019-12-31
13,부산광역시 영도구,,, 마음 따뜻한 학습 봉사자를 모집합니다,전포지역아동센터,,2019-02-12 2020-01-16
14,부산광역시 영도구,35.0832324,129.0666172, 발달장애청소년과 대학생의 음악활동을 통한 관계 형성 프로그램연결고리 ,동삼사회복지관,대한민국 부산광역시 영도구 동삼동 상리로 30,2019-01-01 2019-12-31
0,부산광역시 영도구,35.0857071,129.068518, 상리노인복지센터 밑반찬조리 ,상리종합사회복지관,대한민국 부산광역시 영도구 동삼3동 1123,2019-02-20 2019-12-18
