,지역,시군구,제목,모집기관,봉사기간
0,경기도,양주시,공림 곰두리 어린이집 양주천보산림욕장 숲체험 활동 보조,곰두리어린이집,2019-08-30 ~ 2019-08-30
1,경기도,양주시,양주도담학교 장애아동 음악지도 봉사자 모집-상담 필수,양주도담학교,2019-08-26 ~ 2019-11-22
2,경기도,양주시,양주시보건소 치매조기검진사업 전화안내 지원,양주시보건소,2019-07-01 ~ 2019-09-30
3,경기도,양주시,양주시 천생연분마을 일손 지원 봉사활동,양주시자원봉사센터,2019-08-19 ~ 2019-08-30
4,경기도,양주시,자원봉사센터 SNS 활용교육 지원,양주시자원봉사센터,2019-09-02 ~ 2019-09-02
5,경기도,양주시,양주내일장애인보호작업장 근로장애인 작업활동 보조,양주내일장애인보호작업장,2019-06-01 ~ 2019-08-31
6,경기도,양주시,양주내일장애인보호작업장 근로장애인 작업활동 보조,양주내일장애인보호작업장,2019-06-01 ~ 2019-08-31
7,경기도,양주시,양주시 천생연분마을 인연축제 운영 지원,경기도 양주시,2019-09-07 ~ 2019-09-08
8,경기도,양주시,제15회 감악문화축제 어르신 식사지원 등,양주시자원봉사센터,2019-09-08 ~ 2019-09-08
9,경기도,양주시,이미용봉사-성인만가능,온누리요양원,2019-07-01 ~ 2019-09-30
0,경기도,양주시,공연 및 음악활동,송추효요양병원,2019-08-05 ~ 2019-09-30
1,경기도,양주시,우리요양원 행사보조스텝,우리요양원,2019-10-05 ~ 2019-10-05
2,경기도,양주시,양주시 보건소 치매조기검진사업 업무 지원,양주시보건소,2019-09-09 ~ 2019-10-11
3,경기도,양주시,어르신 생활편의 지원및  보조,연화실버요양원,2019-08-01 ~ 2019-10-31
4,경기도,양주시,양주내일장애인보호작업장 근로장애인 작업활동 보조,양주내일장애인보호작업장,2019-09-02 ~ 2019-11-29
5,경기도,양주시,양주내일장애인보호작업장 근로장애인 작업활동 보조,양주내일장애인보호작업장,2019-09-02 ~ 2019-11-29
