,지역,시군구,제목,모집기관,봉사기간
0,경기도,포천시,요양원 입니다. 어르신들과 즐거운 공연을 하실분 기다립니다.ㅣ,유황수목원요양원,2019-07-01 ~ 2019-09-30
1,경기도,포천시,포천 울미연꽃마을 농어촌 봉사,(주)울미연꽃마을,2019-08-19 ~ 2019-08-22
2,경기도,포천시,포천시육아종합지원센터 문화공연 행사 진행 자원봉사자 모집,포천시육아종합지원센터,2019-08-28 ~ 2019-08-28
3,경기도,포천시,"테마와 쉼터가 있는 시민이 품은 ""포 Market"" 행사보조 및 안전관리 도와주실 자원봉사자를 모집합니다.",포천시 공동체지원센터,2019-08-24 ~ 2019-08-24
4,경기도,포천시,"테마와 쉼터가 있는 시민이 품은 ""포 Market"" 행사보조 및 안전관리 도와주실 자원봉사자를 모집합니다.",포천시 공동체지원센터,2019-08-24 ~ 2019-08-24
5,경기도,포천시,"테마와 쉼터가 있는 시민이 품은 ""포 Market"" 행사보조 및 안전관리 도와주실 자원봉사자를 모집합니다.",포천시 공동체지원센터,2019-08-24 ~ 2019-08-24
6,경기도,포천시,포천 울미연꽃마을 농어촌 봉사,(주)울미연꽃마을,2019-08-23 ~ 2019-08-25
7,경기도,포천시,포천시민축구단 홈경기 자원봉사자 모집!!,포천시민축구단,2019-08-31 ~ 2019-08-31
8,경기도,포천시,시설 내.외 청결지도외 어르신 활동보조,휴사랑요양원,2019-06-01 ~ 2019-08-31
9,경기도,포천시,미술시간 함께해요.,유황수목원요양원,2019-07-01 ~ 2019-09-30
0,경기도,포천시,포천파출소 경찰관과 함께하는 도보순찰 및 탄력순찰,포천파출소,2019-06-20 ~ 2019-08-31
1,경기도,포천시,"어르신 활동보조, 말벗해드리기, 환경미화 등 자원봉사 수행",에이원요양원,2019-07-06 ~ 2019-08-31
2,경기도,포천시,포천 울미연꽃마을 농어촌 봉사,(주)울미연꽃마을,2019-08-01 ~ 2019-08-31
3,경기도,포천시,문화공연 및 재능나눔 봉사,늘샘전문요양원,2019-08-01 ~ 2019-08-31
4,경기도,포천시,이.미용 봉사,늘샘전문요양원,2019-08-01 ~ 2019-08-31
5,경기도,포천시,"2019 포천 쿨썸머 무료 힐링 물놀이 안내및 주차,질서유지 봉사자 모집",한국사회적약자주거환경협회포천지부,2019-08-01 ~ 2019-09-01
6,경기도,포천시,치매환자쉼터 프로그램 보조 봉사,포천시보건소 보건사업과 치매안심센터,2019-08-05 ~ 2019-09-09
7,경기도,포천시,포천시치매안심센터 치매극복의날 행사 보조 봉사,포천시보건소 보건사업과 치매안심센터,2019-09-21 ~ 2019-09-21
8,경기도,포천시,신북파출소 경찰관과 함께하는 도보순찰 및 탄력순찰,신북파출소,2019-06-21 ~ 2019-09-19
9,경기도,포천시,2019 제15회 포천예술제 봉자자 모집 오후 4시 ~ 오후 9시,포천시자원봉사센터,2019-09-21 ~ 2019-09-21
0,경기도,포천시,어르신들과 즐거운 시간을 함께해주새요...,유황수목원요양원,2019-07-01 ~ 2019-09-30
1,경기도,포천시,어르신들과 함께 미술활동 해주실분 기다립니다.,유황수목원요양원,2019-07-01 ~ 2019-09-30
2,경기도,포천시,햇빛요양원 자원봉사자 모집,햇빛요양원,2019-07-01 ~ 2019-09-30
3,경기도,포천시,사과나무 노인복지센터에서 여름방학 대학생 자원봉사자를 모집합니다.,사과나무노인복지센터,2019-07-10 ~ 2019-09-30
4,경기도,포천시,영북파출소와 함께하는 지역주민 탄력순찰,영북파출소,2019-07-01 ~ 2019-09-30
5,경기도,포천시,포천시육아종합지원센터 상상뭉치놀이실/상상뭉치장난감나라 자원봉사 모집,포천시육아종합지원센터,2019-08-01 ~ 2019-10-31
6,경기도,포천시,2019년 주말 자원봉사자 모집,운보원,2019-08-01 ~ 2019-10-31
