,지역,시군구,제목,모집기관,봉사기간
0,대전광역시,대덕구,제 16회 에너지의 날 기념행사 보조,밀알복지재단대전충청지부,2019-08-22 ~ 2019-08-22
1,대전광역시,대덕구,교통안전 벽화그리기,대전광역시 대덕구,2019-09-02 ~ 2019-09-06
2,대전광역시,대덕구,[대구] 바자회 운영 전반 지원자 모집,밀알복지재단대전충청지부,2019-08-30 ~ 2019-08-30
3,대전광역시,대덕구,[대구] 바자회 운영 전반 지원자 모집,밀알복지재단대전충청지부,2019-08-31 ~ 2019-08-31
4,대전광역시,대덕구,덕암동 주민총회 행사 지원 및 보조,덕암동주민센터,2019-08-29 ~ 2019-08-29
5,대전광역시,대덕구,어린이집환경정화,오정어린이집,2019-06-04 ~ 2019-08-29
6,대전광역시,대덕구,2019 문화적 도시재생 골목축제 팔캉스 문화체험 프로그램 부스 운영 봉사활동,대덕문화원,2019-08-31 ~ 2019-08-31
7,대전광역시,대덕구,대덕구법동청소년문화의집 교육봉사자를 모집합니다.,대덕구법동청소년문화의집,2019-06-03 ~ 2019-08-30
8,대전광역시,대덕구,자원봉사 이그나이트 영상촬영 자원봉사자 모집,대전광역시,2019-08-31 ~ 2019-08-31
9,대전광역시,대덕구,회덕동 굴다리 축제 행사지원 봉사활동,회덕동주민센터,2019-09-06 ~ 2019-09-06
0,대전광역시,대덕구,제11회 대전효문화뿌리축제 자원봉사자 모집,대전광역시,2019-09-27 ~ 2019-09-29
1,대전광역시,대덕구,제11회 대전효문화뿌리축제 행사지원 자원봉사,대덕구자원봉사센터,2019-09-27 ~ 2019-09-29
2,대전광역시,대덕구,송촌요양원 미용봉사,송촌요양원,2019-06-11 ~ 2019-09-11
3,대전광역시,대덕구,[교육봉사활동] 초등학생 학습지도 및 돌봄보조활동 대학생 자원봉사,새싹지역아동센터,2019-06-13 ~ 2019-09-13
4,대전광역시,대덕구,대전시티즌 홈경기 스포츠스태킹 체험부스 운영 자원봉사,대전스포츠스태킹협회,2019-09-17 ~ 2019-09-17
5,대전광역시,대덕구,초등생문제집풀이지도,비래지역아동센터,2019-06-21 ~ 2019-09-20
6,대전광역시,대덕구,제19회 대청호마라톤대회 행사보조 자원봉사,대덕구체육회,2019-10-13 ~ 2019-10-13
7,대전광역시,대덕구,"[안산도서관] ""책 읽어주세요"" 자원봉사",안산도서관,2019-07-20 ~ 2019-09-28
8,대전광역시,대덕구,의료 취약 계층을 위한 외국어 번역봉사,사랑과행복나눔마을학교,2019-07-01 ~ 2019-09-30
9,대전광역시,대덕구,[예사랑 실버케어 병설 주간보호],예사랑 실버케어 요양원,2019-07-01 ~ 2019-09-30
0,대전광역시,대덕구,[예사랑 실버케어 요양원 활동보조],예사랑 실버케어 요양원,2019-07-01 ~ 2019-09-30
1,대전광역시,대덕구,예사랑 실버케어에서 어르신 대상으로 교육 을 시행.,예사랑 실버케어 요양원,2019-07-01 ~ 2019-09-30
2,대전광역시,대덕구,예사랑실버케어 병설 주간보호 에서 어르신 대상으로 교육 을 시행,예사랑 실버케어 요양원,2019-07-01 ~ 2019-09-30
3,대전광역시,대덕구,[예사랑 실버케어 요양원 공연봉사],예사랑 실버케어 요양원,2019-07-01 ~ 2019-09-30
4,대전광역시,대덕구,[예사랑 실버케어 요양원 환경정리],예사랑 실버케어 요양원,2019-07-01 ~ 2019-09-30
5,대전광역시,대덕구,어르신 활동보조 및 청소 말벗 해드리기,동춘요양원,2019-07-01 ~ 2019-09-30
6,대전광역시,대덕구,어르신 프로그램보조 및 진행,동춘요양원,2019-07-01 ~ 2019-09-30
7,대전광역시,대덕구,송촌요양원 일상생활보조,송촌요양원,2019-07-01 ~ 2019-09-30
8,대전광역시,대덕구,[푸드뱅크] 기부식품 물품수령 및 선별작업 봉사자 모집,대전드림푸드뱅크,2019-08-01 ~ 2019-09-30
9,대전광역시,대덕구,[푸드뱅크]  기부식품 물품수령 및 선별작업 봉사,대전드림푸드뱅크,2019-08-12 ~ 2019-09-30
0,대전광역시,대덕구,정신장애인 테니스공야구단 프로그램 활동지원,마중물,2019-07-13 ~ 2019-10-12
1,대전광역시,대덕구,어르신을 위한 프로그램. 재능봉사 등,우리함께요양원,2019-07-15 ~ 2019-10-15
2,대전광역시,대덕구,어린이집 봉사자를 모집합니다~^^,대전광역시립 둥지어린이집,2019-08-05 ~ 2019-10-31
3,대전광역시,대덕구,대덕구치매안심센터 어르신 대상 인지프로그램 활동 보조,대덕구보건소,2019-08-06 ~ 2019-11-01
4,대전광역시,대덕구,대전시티즌 홈경기 스포츠스태킹 체험부스 운영 자원봉사,대전스포츠스태킹협회,2019-11-09 ~ 2019-11-09
