,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,대구광역시 중구,35.8648246,128.5905884, 장애아동 및 청소년 요리교실 봉사자 모집,사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-09-06 2019-12-27
1,대구광역시 중구,35.8648246,128.5905884, 장애아동 미술 및 태권도교실 자원봉사활동,사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-09-05 2019-12-26
2,대구광역시 중구,,, 만평주민도서관 체험학습 자원봉사자 모집,대구쪽방상담소,,2019-08-24 2019-08-24
3,대구광역시 중구,35.8648246,128.5905884, 장애아동 음악 및 미술교실 자원봉사활동,사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-09-02 2019-12-27
4,대구광역시 중구,,, 행복나눔의집 행정사무 운영 봉사,대구쪽방상담소,,2019-08-23 2019-08-23
5,대구광역시 중구,35.8648246,128.5905884, 장애아동 및 청소년 요리교실,사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-09-04 2019-12-18
6,대구광역시 중구,35.87047980000001,128.5918097, 구세군대구지역아동센터 교육봉사자 구합니다,구세군대구지역아동센터,대한민국 대구광역시 중구 종로1가 41-33,2019-08-19 2019-12-31
7,대구광역시 중구,35.8648246,128.5905884, 대구시그룹홈지원센터 바리스타 교실 ,사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-09-03 2019-11-12
8,대구광역시 중구,35.86491050000001,128.5906487, 장난감도서관 봉사자 모집합니다,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-08-13 2019-12-31
9,대구광역시 중구,35.86491050000001,128.5906487, 즐거운 토요일 토요열림마당 자원봉사자 모집,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-09-07 2019-12-07
10,대구광역시 중구,35.8595577,128.579793, 밑반찬 배달 봉사자 모집,남산종합사회복지관,대한민국 대구광역시 중구 남산4동 2482,2019-09-07 2019-12-28
11,대구광역시 중구,35.86491050000001,128.5906487, 남산하누리 행복플리마켓 봉사자 모집,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-08-30 2019-08-31
12,대구광역시 중구,35.8648246,128.5905884, 대구시그룹홈지원센터 제과제빵 교실 ,사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-08-08 2019-12-12
13,대구광역시 중구,35.86491050000001,128.5906487, 다정다감가온누리학교,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-09-07 2019-11-30
14,대구광역시 중구,35.8705283,128.5853996, 재가어르신 식사배달,(사)달구벌복지회 효심노인복지센터,대한민국 대구광역시 중구 서문로2가 38-17,2019-07-17 2019-12-31
0,대구광역시 중구,35.864422,128.5842551, 소근육 놀이 자원봉사자 모집,대구삼성어린이집,대한민국 대구광역시 중구 남산2동 153-4,2019-08-05 2019-11-29
1,대구광역시 중구,35.87047980000001,128.5918097, <<구세군대구지역아동센터 교육봉사자 모집합니다>>,구세군대구지역아동센터,대한민국 대구광역시 중구 종로1가 41-33,2019-07-01 2019-12-31
2,대구광역시 중구,35.8648246,128.5905884, 중구장애인주간보호센터 자원봉사자 모집,사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-07-01 2019-12-31
3,대구광역시 중구,35.859798,128.5798637, [대구광역시장애인재활협회] 정보요원단 모집,대구시장애인재활협회,대한민국 대구광역시 중구 남산4동 남산로7길 80,2019-05-27 2019-12-31
4,대구광역시 중구,35.86491050000001,128.5906487, 아이깨끗해 (아동목욕지원사업) 봉사자모집,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-09-11 2019-12-27
5,대구광역시 중구,35.8648246,128.5905884, 마중물지역사회학교(발달장애평생재활센터),사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-05-02 2019-12-31
6,대구광역시 중구,35.8595577,128.579793, 학습지도 자원봉사자 모집신청시 전화필수요망,남산종합사회복지관,대한민국 대구광역시 중구 남산4동 2482,2019-03-28 2019-12-31
7,대구광역시 중구,35.8595577,128.579793, 찾아가는 생일축하서비스 자원봉사자 모집(월 회 이상)전화필수,남산종합사회복지관,대한민국 대구광역시 중구 남산4동 2482,2019-03-28 2019-12-31
8,대구광역시 중구,35.86491050000001,128.5906487, 다문화가정 아동 문화활동지원 프로그램 다행복학교,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-19 2019-12-07
9,대구광역시 중구,35.864422,128.5842551, 멘토링 자원봉사자 모집,대구삼성어린이집,대한민국 대구광역시 중구 남산2동 153-4,2019-04-08 2019-12-31
10,대구광역시 중구,35.864422,128.5842551, 보육도우미 자원봉사자 모집,대구삼성어린이집,대한민국 대구광역시 중구 남산2동 153-4,2019-03-18 2019-08-30
11,대구광역시 중구,35.8650483,128.5904926, 교육봉사자 모집,지역아동센터 오뚝이교실,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-07 2019-08-31
12,대구광역시 중구,35.86491050000001,128.5906487, 토요학교 열림마당 자원봉사자 모집,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-06 2019-12-07
13,대구광역시 중구,35.86491050000001,128.5906487, 즐거운 토요열림마당,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-02 2019-12-14
14,대구광역시 중구,35.8648246,128.5905884, 토요 꿈자람학교(초학년),사회복지법인 대구남산복지재단,대한민국 대구광역시 중구 남산2동 941-22,2019-03-02 2019-12-14
0,대구광역시 중구,35.86491050000001,128.5906487, 다문화가정 아동 문화활동프로그램 ,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-02 2019-12-07
1,대구광역시 중구,35.8637233,128.5901938, 토요초등마중물학교,미문의집,대한민국 대구광역시 중구 남산동 명륜로11길 41 2층,2019-03-02 2019-12-14
2,대구광역시 중구,35.8691124,128.588163, 다사랑보호작업장업무지원,사단법인 장애인문화예술진흥회,대한민국 대구광역시 중구 성내2동 남성로 7-1,2019-02-11 2019-12-31
3,대구광역시 중구,35.86491050000001,128.5906487, 열림마당 자원봉사자 모집,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-02 2019-12-07
4,대구광역시 중구,35.86491050000001,128.5906487, 도시락 배달 봉사자 모집,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-01-22 2019-12-31
5,대구광역시 중구,35.86491050000001,128.5906487, 즐거운 중등마중물학교,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-02 2019-12-14
6,대구광역시 중구,35.86491050000001,128.5906487, 사랑의한가족<이불빨래 해결해사업>,남산기독교종합사회복지관,대한민국 대구광역시 중구 남산동 관덕정길 16,2019-03-06 2019-12-26
7,대구광역시 중구,,, [대구] 천사무료급식소 대구역점 자원봉사자모집,(사)전국자원봉사연맹,,2018-12-11 2019-12-31
