지역,시군구,기관,주소
경기,경기도 안산시,마음과마음예술치료센터,경기 안산시 단원구 선부광장1로 92 (선부동)2층 207호
경기,경기도 안산시,사랑나눔 무료급식소,경기 안산시 상록구 사1동1308-6 번지
경기,경기도 안산시,안산시립노인전문병원,경기도 안산시 상록구 차돌배기로24번지
경기,경기도 안산시,안산시장애인복지관,경기 안산시 단원구 원초로 80 (초지동)안산시장애인복지관
경기,경기도 안산시,초지마을 지역아동센터,경기도 안산시 단원구 초지동696-3 창대빌딩 2층
경기,경기도 안산시,선부종합사회복지관,경기도 안산시 단원구 선부동화정로 9 선부종합사회복지관
경기,경기도 안산시,안산시초지종합사회복지관,경기 안산시 단원구 초지동 604-3번지
