지역,시군구,기관,주소
경기,경기도 이천시,이천시장애인주간보호시설 효양동산,경기 이천시 부발읍 죽당로 36효양동산
경기,경기도 이천시,장호원노인주간보호센터,경기 이천시 장호원읍 중원대로 1456장호원노인주간보호센터
경기,경기도 이천시,이천시여자단기청소년쉼터(나르샤),"경기 이천시 영창로227번길 28 (창전동, 대호2차아파트)111호"
경기,경기도 이천시,양무리무지개보호작업장,경기 이천시 대월면 대월로 292-42-
경기,경기도 이천시,의료법인 예닮의료재단 이천소망병원,경기 이천시 호법면 중부대로 797-26-
경기,경기도 이천시,아름다운교실 지역아동센터,경기 이천시 부발읍 신원로 18만옥빌딩 2층
경기,경기도 이천시,보금자리요양원,경기 이천시 장호원읍 이풍로485번길 140보금자리 요양원
경기,경기도 이천시,이천지역자활센터,경기 이천시 신둔면 원적로290번길 14-
경기,경기도 이천시,조은요양원,경기도 이천시 마장면 중부대로644번길 168-2조은요양원
경기,경기도 이천시,예마음의집,경기도 이천시 마장면 작촌로 215-120예마음의집
경기,경기도 이천시,엘리엘동산 단기보호센터,경기도 이천시 마장면 이장로 256엘리엘동산 단기보호센터
경기,경기도 이천시,이천시정신건강증진센터,경기도 이천시 이섭대천로 1119 (증일동)2층
경기,경기도 이천시,이천시수화통역센터,경기도 이천시 부악로 40 (중리동)203호
경기,경기도 이천시,이천시장애인재활근로작업장,경기도 이천시 신둔면 원적로290번길14
경기,경기도 이천시,은빛사랑채한사랑주간보호센터,경기 이천시 구만리로 314 (안흥동)은빛사랑채한사랑주간보호센터
경기,경기도 이천시,은혜의동산,경기도 이천시 신둔면 마소로11번길185-173
경기,경기도 이천시,(사)한국신체장애인복지회이천시지부,경기도 이천시 중리동 남천로51-6 (중리동207번지)
경기,경기도 이천시,따뜻한집,경기 이천시 모가면 진상미로 1479-171479-17
경기,경기도 이천시,희망은빛사랑채부발주간보호센터,경기도 이천시 부발읍 황무로1366번길41
경기,경기도 이천시,의료법인 우리요양병원,경기도 이천시 백사면 이여로428번길167
경기,경기도 이천시,의료법인 양지의료재단 양지요양병원,경기도 이천시 호법면 덕평로224
경기,경기도 이천시,이천시사회복지협의회,"경기도 이천시 마장면 덕평로831-30 , 3층"
경기,경기도 이천시,한마음일터,경기도 이천시 마장면 이장로 256한마음일터(사회복지법인 엘리엘동산 내)
경기,경기도 이천시,새아침실버홈,경기도 이천시 마장면 이치2리 551
경기,경기도 이천시,한국관광대학 노인전문병원,경기도 이천시 신둔면 고척리 한국관광대학363-13
경기,경기도 이천시,다사랑양로원,경기도 이천시 설성면 암산리 405-3
경기,경기도 이천시,브니엘,경기도 이천시 향교로107번길12 산호2차 307호
경기,경기도 이천시,사랑나눔이천푸드마켓,경기 이천시 경충대로2638번길 35 (중리동)1층
경기,경기도 이천시,효경원,경기 이천시 마장면회억리 106-1
경기,경기도 이천시,경기도의료원 이천병원,경기 이천시 관고동215
경기,경기도 이천시,이천시장애인종합복지관,경기도 이천시 중리동  187번지
경기,경기도 이천시,베데스다,경기 이천시 모가면양평리213-1
경기,경기도 이천시,삼육요양원,경기 이천시 대월면대대리503-4
경기,경기도 이천시,참사랑전문요양원,경기 이천시 신둔면 황무로338번길 197197
경기,경기도 이천시,새생명의집,경기 이천시 모가면 원두리371번지
경기,경기도 이천시,천상의집,경기 이천시 설성면 진상미로924번길 121-36천상의집
경기,경기도 이천시,사회복지법인 성애원,경기 이천시 안흥동117-2
경기,경기도 이천시,은빛사랑채 이천시신하주간보호센터,경기 이천시 부발읍 신하리383-11
경기,경기도 이천시,한나그린힐,경기 이천시 대월면 대평로214번길 10-11한나그린힐요양원
경기,경기도 이천시,사회복지법인 양무리마을,경기 이천시 대월면 군량리 632 양무리마을
경기,경기도 이천시,한나요양원,경기도 이천시 대월면 대평로214번길10-15
경기,경기도 이천시,평안의집 다사랑요양원,경기 이천시 설성면 암산리 405-3
경기,경기도 이천시,향기로운집,경기 이천시 모가면 산내리 3-9
경기,경기도 이천시,엘리엘동산,경기 이천시 마장면 장암리 584-1
경기,경기도 이천시,이천시푸드뱅크,경기 이천시 부발읍 무촌리 473-4
경기,경기도 이천시,승가원자비복지타운 자비마을,경기도 이천시 설성면 설장로 374-57승가원자비복지타운
경기,경기도 이천시,주라쉼터,경기도 이천시 죽당로227-19
경기,경기도 이천시,이천시노인종합복지관,경기 이천시 중리동187 종합복지타운 본관2층
