,지역,시군구,제목,모집기관,봉사기간
0,인천광역시,계양구,초등 돌봄교실 프로그램 운영봉사자 모집,계양구청,2019-07-29 ~ 2019-10-29
1,인천광역시,계양구,소외이웃을 위한 천연비누만들기 청소년봉사자 모집,오픈더퓨처 계양지부,2019-08-25 ~ 2019-08-25
2,인천광역시,계양구,행복여정요양원에서 자원봉사자를 모집합니다,행복여정요양원,2019-08-01 ~ 2019-08-31
3,인천광역시,계양구,장애인양궁선수 활동보조 봉사 활동,인천장애인양궁협회,2019-08-01 ~ 2019-08-30
4,인천광역시,계양구,결식 노인 및 장애인 도시락 지원사업 '사랑의 도시락' 차량운전봉사자 모집,계양종합사회복지관,2019-06-18 ~ 2019-08-30
5,인천광역시,계양구,결식 노인 및 장애인 도시락 지원사업 '사랑의 도시락' 도시락 전달 봉사자 모집,계양종합사회복지관,2019-06-18 ~ 2019-08-30
6,인천광역시,계양구,저소득 장애인가정대상 밑반찬조리 봉사자 모집,노틀담복지관,2019-07-17 ~ 2019-10-16
7,인천광역시,계양구,저소득 장애인가정 밑반찬 전달 차량봉사자 모집,노틀담복지관,2019-07-19 ~ 2019-10-18
8,인천광역시,계양구,"초둥 5,6학년 사회교과지도 봉사자 모집",계양구방과후아카데미,2019-07-25 ~ 2019-10-24
9,인천광역시,계양구,소외이웃을 위한 천연비누만들기 청소년봉사자 모집,오픈더퓨처 계양지부,2019-09-01 ~ 2019-09-01
0,인천광역시,계양구,소외이웃을 위한 천연비누만들기 청소년봉사자 모집,오픈더퓨처 계양지부,2019-09-01 ~ 2019-09-01
1,인천광역시,계양구,장애성인학생의 점심급식 보조 활동 봉사자 모집,민들레장애인자립생활센터,2019-09-02 ~ 2019-11-29
2,인천광역시,계양구,계양구자원봉사센터 밑반찬 차량봉사자 모집,계양구자원봉사센터,2019-08-01 ~ 2019-08-31
3,인천광역시,계양구,"장애인휴게실 환경미화,물품정리 봉사자 모집",한국신체장애인복지회계양구지부,2019-08-23 ~ 2019-09-04
4,인천광역시,계양구,청소년 핸즈-온 9월 7회차 자원봉사자 모집,계양구자원봉사센터,2019-09-05 ~ 2019-09-05
5,인천광역시,계양구,주민총회 행사진행 고등학생 봉사자 모집,작전1동주민센터,2019-09-07 ~ 2019-09-07
6,인천광역시,계양구,[추석맞이 온정나누기] 행사 보조 자원봉사자 모집,인천광역시 계양구,2019-09-07 ~ 2019-09-07
7,인천광역시,계양구,어르신 돌봄 및 환경정리 봉사자 모집,가나안노인주간보호센터,2019-07-01 ~ 2019-09-30
8,인천광역시,계양구,행복여정요양원 자원봉사자 모집합니다.,행복여정요양원,2019-09-01 ~ 2019-09-30
9,인천광역시,계양구,2019 인천송도국제마라톤대회 자원봉사자 모집,인천광역시,2019-09-29 ~ 2019-09-29
0,인천광역시,계양구,장애인양궁선수 활동보조 봉사 활동,인천장애인양궁협회,2019-09-02 ~ 2019-09-30
1,인천광역시,계양구,어르신들을 위한 따뜻한 손길 ' 경로식당 봉사자 ' 를 모집합니다.,동양노인문화센터,2019-08-19 ~ 2019-10-19
2,인천광역시,계양구,[장기늘봄사랑터] 센터 업무 및 프로그램 보조 봉사자를 모집합니다.,계양구치매안심센터 장기늘봄사랑터,2019-08-05 ~ 2019-10-31
3,인천광역시,계양구,미취학아동 1:1 학습지도 봉사자 모집,계양종합사회복지관,2019-08-17 ~ 2019-10-31
4,인천광역시,계양구,행복여정요양원에서 이미용봉사자님을 모집합니다,행복여정요양원,2019-09-01 ~ 2019-11-30
5,인천광역시,계양구,[계양재가노인지원서비스센터] 밑반찬 전달 봉사자 구합니다.,계양재가노인지원서비스센터,2019-09-05 ~ 2019-12-05
