,지역,시군구,제목,모집기관,봉사기간
0,부산광역시,사상구,찾아가는 보조기기 스팀세척,사상구장애인자립생활센터,2019-08-22 ~ 2019-08-22
1,부산광역시,사상구,부산재가주간보호센터 - 노래교실,사상구자원봉사센터,2019-07-24 ~ 2019-08-28
2,부산광역시,사상구,사상구드림스타트 학습멘토링 추가모집,부산사상구드림스타트,2019-09-02 ~ 2019-11-30
3,부산광역시,사상구,"「제9회 TPO 총회 」국제행사 보조 자원봉사자를 모집합니다. ★이메일 접수 신청, 아래사항 참고 후 신청바람★",부산광역시,2019-09-24 ~ 2019-09-24
4,부산광역시,사상구,화명생태공원 내 환경정화,낙동강관리본부,2019-05-25 ~ 2019-08-24
5,부산광역시,사상구,화명생태공원 내 환경정화,낙동강관리본부,2019-05-25 ~ 2019-08-24
6,부산광역시,사상구,대저생태공원 내 환경정화,낙동강관리본부,2019-05-25 ~ 2019-08-24
7,부산광역시,사상구,대저생태공원 내 환경정화,낙동강관리본부,2019-05-25 ~ 2019-08-24
8,부산광역시,사상구,맥도생태공원 내 환경정화,낙동강관리본부,2019-05-25 ~ 2019-08-24
9,부산광역시,사상구,맥도생태공원 내 환경정화,낙동강관리본부,2019-05-25 ~ 2019-08-24
0,부산광역시,사상구,범죄예방 순찰 및 교통사고예방 근무,부산사상경찰서 학장파출소,2019-08-26 ~ 2019-08-26
1,부산광역시,사상구,이그나이트 V-Korea X 부산 행사지원 대학생 자원봉사자 모집,부산광역시,2019-08-29 ~ 2019-08-29
2,부산광역시,사상구,엄궁파출소 도보순찰 및 교통거점근무 등 범죄예방활동을 함께할 봉사자를 모집합니다,사상경찰서 엄궁파출소,2019-06-01 ~ 2019-08-31
3,부산광역시,사상구,장애인직업재활시설 자원봉사자 모집,사상구장애인근로작업장,2019-07-29 ~ 2019-08-30
4,부산광역시,사상구,한국어말하기대회 행사 준비 자원활동가 모집,부산외국인근로자지원센터,2019-08-18 ~ 2019-10-06
5,부산광역시,사상구,2019 행락철 행락지 운수천계곡 환경감시 주말봉사활동,자연보호사상구협의회,2019-07-20 ~ 2019-09-01
6,부산광역시,사상구,삼인요양병원 - 목욕봉사,사상구자원봉사센터,2019-07-16 ~ 2019-09-15
7,부산광역시,사상구,삼인요양병원 - 재능기부,사상구자원봉사센터,2019-07-15 ~ 2019-09-13
8,부산광역시,사상구,새솔지역아동센터 기초학습멘토링 및 재능기부,새솔지역아동센터,2019-07-01 ~ 2019-09-30
9,부산광역시,사상구,아름다운가게 사상점  봉사활동_오전반,아름다운가게 사상점,2019-07-06 ~ 2019-09-28
0,부산광역시,사상구,아름다운가게 사상점 봉사활동 _ 오후반,아름다운가게 사상점,2019-07-06 ~ 2019-09-28
1,부산광역시,사상구,"오픈더퓨처사상지부와 함께 물품제작전달봉사활동-소년소녀가장가정,사회적소외계층아동",오픈더퓨처 사상지부,2019-09-08 ~ 2019-09-29
2,부산광역시,사상구,"오픈더퓨처사상지부와 함께 물품제작전달봉사활동-소년소녀가장가정,사회적소외계층아동",오픈더퓨처 사상지부,2019-09-08 ~ 2019-09-29
3,부산광역시,사상구,어르신 활동보조,사상구노인복지관 부설 다누림노인주간보호센터,2019-07-06 ~ 2019-10-06
4,부산광역시,사상구,꿈을 이루자 '드림캐쳐' 만들기 및 환경정화,사상생활사박물관,2019-09-21 ~ 2019-10-19
5,부산광역시,사상구,신나는 주말투어'박물관과 삼락동' 및 환경정화,사상생활사박물관,2019-09-21 ~ 2019-10-19
6,부산광역시,사상구,감전 골목문화놀이터 봉사활동,문화복지공동체 부산프린지,2019-08-22 ~ 2019-10-27
7,부산광역시,사상구,제18회 부산마라톤대회 행사보조,사상구자원봉사센터,2019-11-03 ~ 2019-11-03
8,부산광역시,사상구,너에게 주고싶은 4가지,사상구자원봉사센터,2019-08-01 ~ 2019-10-31
9,부산광역시,사상구,온종일주간보호센터 - 프로그램 보조 및 환경정리,사상구자원봉사센터,2019-09-17 ~ 2019-11-11
0,부산광역시,사상구,온종일주간보호센터 - 프로그램 보조 및 환경정리,사상구자원봉사센터,2019-09-17 ~ 2019-11-11
1,부산광역시,사상구,온종일주간보호센터 - 프로그램 보조 및 환경정리,사상구자원봉사센터,2019-09-07 ~ 2019-11-09
