지역,시군구,기관,주소
충북,충청북도 괴산군,괴산군수어통역센터,충북 괴산군 괴산읍 읍내로2길 27-10괴산군수어통역센터
충북,충청북도 괴산군,괴산군주간보호센터,충청북도 괴산군 괴산읍 동진천길 51괴산군주간보호센터
충북,충청북도 괴산군,청천지역아동센터,"충청북도 괴산군 청천면 금관로448-3, 101(아진빌에이동)"
충북,충청북도 괴산군,괴산지역아동센터,충청북도 괴산군 괴산읍 동부리 702-6
충북,충청북도 괴산군,사리지역아동센터,충청북도 괴산군 사리면 모래재로314
충북,충청북도 괴산군,충청북도자연학습원,충청북도 괴산군 청천면 화양로 1314-12 충청북도자연학습원
충북,충청북도 괴산군,부흥실버요양원,충청북도 괴산군 청안면 괴산로부흥3길 11-1부흥실버요양원
충북,충청북도 괴산군,칠성꿈쟁이지역아동센터,충청북도 괴산군 칠성면 도정로 771층복지회관
충북,충청북도 괴산군,진성노인전문요양원,충북 괴산군 청안면청용리  298-4
충북,충청북도 괴산군,온누리재가복지센터,충북 괴산군 괴산읍 문무로 78온누리재가복지센터
충북,충청북도 괴산군,괴산군노인복지관,충청북도 괴산군 괴산읍 동진천길51
충북,충청북도 괴산군,선한이웃의집,충북 괴산군 청천면신월리 183-3
충북,충청북도 괴산군,나눔의 집,충청북도 괴산군 청천면 도경로 275후영리144-3
충북,충청북도 괴산군,충북웰빙노인전문요양원,충북 괴산군 청천면 청천리3-2
충북,충청북도 괴산군,닛시복지마을,충청북도 괴산군 문광면 흑석2길20-148
충북,충청북도 괴산군,청천재활원,충청북도 괴산군 청천면 금평로5길 43청천재활원
충북,충청북도 괴산군,충북실버요양원,충청북도 괴산군 청천면청천4길 17
충북,충청북도 괴산군,괴산군사회복지협의회,충북 괴산군 괴산읍 괴강로 15괴산군사회복지협의회 (1층)
