,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,광진구,37.5351513,127.0636287,"[ 자양4파출소 캠페인 ""광탄소년단""을 함께 해줄 청소년 봉사자를 모집합니다 ]",자양4파출소,대한민국 서울특별시 광진구 자양4동 55-12,2019-08-22 ~ 2019-08-22
1,광진구,37.5351513,127.0636287,"[ 자양4파출소 캠페인 ""광탄소년단""을 함께 해줄 청소년 봉사자를 모집합니다 ]",자양4파출소,대한민국 서울특별시 광진구 자양4동 55-12,2019-08-23 ~ 2019-08-23
2,광진구,,,2019년 서울형 유급병가지원 알리기 봉사자를 모집합니다.,서울특별시,,2019-09-02 ~ 2019-09-06
3,광진구,37.5465667,127.0713499,화양지구대 관내 차안활동,광진경찰서 화양지구대,대한민국 서울특별시 광진구 화양동 능동로17길 39,2019-08-27 ~ 2019-08-27
4,광진구,37.5389321,127.09766,구3캠프 수세미 뜨기,구의3동캠프,대한민국 서울특별시 광진구 구의3동 630,2019-08-07 ~ 2019-08-28
5,광진구,37.5461591,127.068039,영유아 안전,화송어린이집,대한민국 서울특별시 광진구 화양동 능동로13길 108,2019-06-03 ~ 2019-08-30
6,광진구,,,제100회 전국체전 및 제39회 전국장애인체전 시민서포터즈 자원봉사단 모집,서울특별시 광진구,,2019-08-01 ~ 2019-10-19
7,광진구,37.5469,127.078044,푸른꿈상상놀이터 내 어린이 안전 보호 활동,재단법인육영재단,대한민국 서울특별시 광진구 능동 광나루로 441,2019-08-01 ~ 2019-08-30
8,광진구,,,2019년 제3회 광진교 페스티벌 봉사자 모집,서울특별시 광진구,,2019-08-31 ~ 2019-08-31
9,광진구,,,2019년 제3회 광진교 페스티벌 봉사자 모집,서울특별시 광진구,,2019-08-31 ~ 2019-08-31
0,광진구,37.5545239,127.0727096,광진구육아종합지원센터 각 놀이실 정리정돈 및 환경미화 도우미,서울 광진구 육아종합지원센터,대한민국 서울특별시 광진구 군자동 동일로56가길 31,2019-09-02 ~ 2019-09-30
1,광진구,37.55901830000001,127.0902758,희망샘지역아동센터에서 초등부 학습지도 봉사자를 모집합니다~,희망샘지역아동센터,대한민국 서울특별시 광진구 중곡동 긴고랑로 137,2019-09-02 ~ 2019-12-02
2,광진구,37.549363,127.0818126,서울어린이대공원 이용시민 계도 보조_여름,서울어린이대공원,대한민국 서울특별시 광진구 능동 18,2019-06-01 ~ 2019-08-31
3,광진구,37.5339297,127.0913483,프로그램 보조 및 식사수발,광진섬김주간보호센터,대한민국 서울특별시 광진구 구의동 596-6,2019-07-01 ~ 2019-08-31
4,광진구,37.5339297,127.0913483,프로그램 보조 및 말벗,광진섬김주간보호센터,대한민국 서울특별시 광진구 구의동 596-6,2019-07-01 ~ 2019-08-31
5,광진구,37.5339297,127.0913483,재능나눔공연,광진섬김주간보호센터,대한민국 서울특별시 광진구 구의동 596-6,2019-08-01 ~ 2019-08-31
6,광진구,37.5328462,127.075211,캠핑 자원봉사자 모집,자양종합사회복지관,대한민국 서울특별시 광진구 자양동 581-2,2019-07-12 ~ 2019-08-31
7,광진구,37.551077,127.071588,정보화 교육나눔 프로그램 - 세대공감 배움터,광진노인종합복지관,대한민국 서울특별시 광진구 군자동 364-15,2019-09-10 ~ 2019-10-25
8,광진구,,,열린옷장 의류 정리 및 대여자 응대,열린옷장,,2019-08-01 ~ 2019-08-31
9,광진구,37.5457673,127.098226,2019 서울몽골가족나담 행사보조,사)몽골울란바타르 문화진흥원,대한민국 서울특별시 광진구 광장동 401-17,2019-09-07 ~ 2019-09-08
0,광진구,37.5340883,127.0838816,푸른꿈지역아동센터 합창대회 피아노 반주 봉사활동자를 구합니다.,푸른꿈지역아동센터,대한민국 서울특별시 광진구 자양1동 628-23,2019-09-02 ~ 2019-09-28
1,광진구,37.5469,127.078044,푸른꿈탐험대오케스트라수업 지원 협조,재단법인육영재단,대한민국 서울특별시 광진구 능동 광나루로 441,2019-08-22 ~ 2019-09-05
