,지역,시군구,제목,모집기관,봉사기간
0,서울특별시,강북구,급식조리 봉사자 모집,서울시립강북청소년드림센터,2019-05-20 ~ 2019-08-20
1,서울특별시,강북구,"""제 16회 에너지의날"" 부스운영보조",푸른별환경도서관,2019-08-22 ~ 2019-08-22
2,서울특별시,강북구,2019년 서울형 유급병가지원 알리기 봉사자를 모집합니다.,서울특별시,2019-09-02 ~ 2019-09-06
3,서울특별시,강북구,푸른별환경도서관 프로그램활동보조,푸른별환경도서관,2019-06-03 ~ 2019-08-31
4,서울특별시,강북구,[아름다운가게 미아점] 월~금 오전타임 자원봉사자 모집,아름다운가게 미아점,2019-07-01 ~ 2019-09-30
5,서울특별시,강북구,[아름다운가게 미아점] 월~금 오후타임 자원봉사자 모집,아름다운가게 미아점,2019-07-01 ~ 2019-09-30
6,서울특별시,강북구,[강북청소년드림센터] 2019년 찾아가는 거리상담 자원봉사자 모집,서울시립강북청소년드림센터,2019-07-23 ~ 2019-08-30
7,서울특별시,강북구,봄날북한산요양원 국악재능기부하실 분 부탁드려요,봄날북한산요양원,2019-07-25 ~ 2019-08-31
8,서울특별시,강북구,봄날북한산요양원에서 이미용 봉사자를 모집합니다,봄날북한산요양원,2019-07-26 ~ 2019-09-30
9,서울특별시,강북구,컴퓨터 PPT 봉사활동,번동꿈나무작은도서관,2019-08-07 ~ 2019-08-31
0,서울특별시,강북구,[강북청소년드림센터] 2019년 찾아가는 거리상담 자원봉사자 모집,서울시립강북청소년드림센터,2019-06-10 ~ 2019-09-10
1,서울특별시,강북구,초등학습지도 자원봉사활동,우리지역아동센터,2019-08-01 ~ 2019-09-30
2,서울특별시,강북구,"초,중학생 학습지도 자원봉사활동",우리지역아동센터,2019-08-01 ~ 2019-09-30
3,서울특별시,강북구,강북노인전문요양원에서 이미용 봉사자를 모집합니다,강북노인전문요양원,2019-06-17 ~ 2019-09-16
4,서울특별시,강북구,입소어르신의 활동보조 및 케어보조 활동,가온요양원1,2019-07-01 ~ 2019-09-30
5,서울특별시,강북구,청소년백혈병소아암어린이돕기 캠페인,(사)백혈병소아암후원회,2019-09-01 ~ 2019-09-29
6,서울특별시,강북구,청소년백혈병소아암어린이돕기 캠페인,(사)백혈병소아암후원회,2019-09-01 ~ 2019-09-29
7,서울특별시,강북구,봄날북한산요양원에서 동화구연 봉사자 모집합니다.,봄날북한산요양원,2019-07-26 ~ 2019-09-30
8,서울특별시,강북구,교과학습지도,서라벌지역아동센터,2019-07-17 ~ 2019-10-17
9,서울특별시,강북구,봄날북한산요양원 생활체조 지도자 모집합니다,봄날북한산요양원,2019-08-05 ~ 2019-10-31
0,서울특별시,강북구,[강북청소년드림센터] 2019년 찾아가는 거리상담 자원봉사자 모집,서울시립강북청소년드림센터,2019-09-05 ~ 2019-12-05
1,서울특별시,강북구,교과학습지도,서라벌지역아동센터,2019-10-18 ~ 2020-01-18
