,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,중랑구,37.6031195,127.0846416,서핑대회 참여아동 인솔 및 행사 진행 보조 봉사자 모집,중화지역아동센터,대한민국 서울특별시 중랑구 중화동 11,2019-08-24 ~ 2019-08-24
1,중랑구,,,2019년 서울형 유급병가지원 알리기 봉사자를 모집합니다.,서울특별시,,2019-09-02 ~ 2019-09-06
2,중랑구,37.5789113,127.0867438,면목7동 세대공감 이웃나눔 동아리,면목7동주민센터,대한민국 서울특별시 중랑구 면목동 면목로 298-1,2019-09-02 ~ 2019-12-02
3,중랑구,37.6024233,127.0790023,이주여성 및 다문화가정자녀 지도 봉사자 모집,생각나무BB센터,대한민국 서울특별시 중랑구 중화동 동일로 807,2019-07-15 ~ 2019-08-31
4,중랑구,37.6152252,127.086902,01.[유&어:평일 10-13시] 중랑구립정보도서관 8월 자원봉사자 모집,중랑구립정보도서관,대한민국 서울특별시 중랑구 묵동 신내로15길 197,2019-08-01 ~ 2019-08-31
5,중랑구,37.60656,127.092624,동부시장 추석명절 공연행사 행사장 안전요원 봉사자 모집,중랑구청기업지원과,대한민국 서울특별시 중랑구 신내동 662,2019-09-06 ~ 2019-09-06
6,중랑구,37.60656,127.092624,동부시장 동아리축제 행사장 안전요원 봉사자 모집,중랑구청기업지원과,대한민국 서울특별시 중랑구 신내동 662,2019-09-07 ~ 2019-09-07
7,중랑구,37.6098368,127.0763476,"""놀.이.Yo"" 축제 행사도우미 자원봉사 모집",1318상상발전소,대한민국 서울특별시 중랑구 묵2동 239-119,2019-09-07 ~ 2019-09-07
8,중랑구,37.60630039999999,127.0756622,중고등학생 학습지도 봉사자 모집,중랑배움 센터 비상,대한민국 서울특별시 중랑구 묵동 동일로149길 47 1층,2019-07-01 ~ 2019-09-30
9,중랑구,37.6006947,127.0781482,"2019 초,중,고 편의시설 모니터링 봉사자 모집",중랑장애인자립생활센터,대한민국 서울특별시 중랑구 중화동 304-50,2019-06-21 ~ 2019-09-11
0,중랑구,37.6041626,127.096064,장애인 식생활 지원 봉사자 모집,원광장애인종합복지관,대한민국 서울특별시 중랑구 신내1동 572-2,2019-06-30 ~ 2019-09-30
1,중랑구,37.598502,127.091714,2019 중랑진로직업박람회 행사보조 자원봉사 모집,중랑진로직업체험지원센터,"대한민국 서울특별시 중랑구 망우로 353, C동 7,9층 (상봉동, 상봉 프레미어스 엠코)",2019-10-11 ~ 2019-10-11
2,중랑구,37.5731748,127.085931,"중랑구청소년지원센터 꿈드림 ""멘토링 봉사활동""",중랑구청소년상담복지센터,대한민국 서울특별시 중랑구 면목4동 용마산로 217,2019-07-05 ~ 2019-09-30
3,중랑구,37.5874382,127.0876165,1. [09시-13시] 면목정보도서관 9월 자원봉사자 모집,중랑구립면목정보도서관,대한민국 서울특별시 중랑구 면목동 면목로 397,2019-09-01 ~ 2019-09-30
4,중랑구,37.5874382,127.0876165,2-1. [화-금 14시-18시] 면목정보도서관 9월 자원봉사자 모집,중랑구립면목정보도서관,대한민국 서울특별시 중랑구 면목동 면목로 397,2019-09-01 ~ 2019-09-30
5,중랑구,37.5874382,127.0876165,"2-2. [토,일,월 13시-17시] 면목정보도서관 9월 자원봉사자 모집",중랑구립면목정보도서관,대한민국 서울특별시 중랑구 면목동 면목로 397,2019-09-01 ~ 2019-09-30
6,중랑구,37.5874382,127.0876165,3. [19시-21시] 면목정보도서관 9월 자원봉사자 모집,중랑구립면목정보도서관,대한민국 서울특별시 중랑구 면목동 면목로 397,2019-09-01 ~ 2019-09-30
7,중랑구,37.5738692,127.0849589,중랑청소년문화발전위원회 청소년 상담 봉사자 모집,중랑청소년문화발전위원회,대한민국 서울특별시 중랑구 면목4동 면목로 238,2019-08-01 ~ 2019-10-31
8,중랑구,37.5738692,127.0849589,중랑청소년문화발전위원회 아웃리치-길거리 상담 봉사자 모집,중랑청소년문화발전위원회,대한민국 서울특별시 중랑구 면목4동 면목로 238,2019-08-01 ~ 2019-10-31
9,중랑구,37.5738692,127.0849589,중랑청소년문화발전위원회 클래식 연주 봉사자 모집,중랑청소년문화발전위원회,대한민국 서울특별시 중랑구 면목4동 면목로 238,2019-08-01 ~ 2019-10-31
