,지역,시군구,제목,모집기관,봉사기간
0,광주광역시,북구,영산강 자전거길 따라 영산강 정화활동,광주환경운동연합,2019-08-22 ~ 2019-08-22
1,광주광역시,북구,임동 두물머리 정화활동 및 흙공 만들기,지구시민운동연합 광주지부,2019-08-24 ~ 2019-08-24
2,광주광역시,북구,행복한 어르신 세상 광주재활북구노인주간보호센터,광주재활북구노인주간보호센터,2019-05-25 ~ 2019-08-24
3,광주광역시,북구,기초학습보조,각화Home School지역아동센터,2019-07-25 ~ 2019-08-30
4,광주광역시,북구,2019년 국립광주과학관 자원봉사모집,국립광주과학관,2019-08-27 ~ 2019-09-01
5,광주광역시,북구,2019년 국립광주과학관 자원봉사모집,국립광주과학관,2019-08-27 ~ 2019-09-01
6,광주광역시,북구,2019년 국립광주과학관 교육자원봉사모집,국립광주과학관,2019-08-27 ~ 2019-09-01
7,광주광역시,북구,2019년 국립광주과학관 교육자원봉사모집,국립광주과학관,2019-08-27 ~ 2019-09-01
8,광주광역시,북구,광주광역시 마음돌봄 어울마당 캠페인 진행 보조 봉사자 모집,한국도박문제관리센터 광주센터,2019-09-05 ~ 2019-09-05
9,광주광역시,북구,"교실청소 및 교구청소,계단 ......실내에서의 환경청소",정서어린이집(북문),2019-05-27 ~ 2019-08-26
0,광주광역시,북구,영산강 자전거길 따라 영산강 정화활동,광주환경운동연합,2019-08-26 ~ 2019-08-26
1,광주광역시,북구,장애인 문화관광지 정보 및 편의시설 모니터링 활동지원 자원봉사자 모집,장애인문화관광센터,2019-06-04 ~ 2019-08-30
2,광주광역시,북구,FM 라디오방송 청소년 PD. DJ 방송 제작 활동,광주시민방송,2019-05-28 ~ 2019-08-27
3,광주광역시,북구,학습지도 및 청소,서머힐북구지역아동센터,2019-06-03 ~ 2019-08-30
4,광주광역시,북구,미소어린이집  청결지원 및 아이들보조 자원봉사자 모집,광주광역시 북구,2019-06-07 ~ 2019-08-31
5,광주광역시,북구,두드림 환경미화 자원봉사,두드림심리상담연구소,2019-06-03 ~ 2019-08-30
6,광주광역시,북구,어린이집 정리및 영유아 돌보기및 책읽어주기,광주늘푸른어린이집,2019-06-05 ~ 2019-08-30
7,광주광역시,북구,클린프로젝트자원봉사자모집,북구청 청소행정과,2019-08-12 ~ 2019-08-30
8,광주광역시,북구,꾸러기 어린이집 환경정리 및 활동보조,꾸러기어린이집,2019-08-05 ~ 2019-08-30
9,광주광역시,북구,토론회 행사진행 보조 자원봉사자 모집,우리이웃장애인자립생활센터,2019-08-29 ~ 2019-08-29
0,광주광역시,북구,학습지도 및 청소,서머힐북구지역아동센터,2019-06-03 ~ 2019-08-31
1,광주광역시,북구,아이미소어린이집 업무보조 및 청소,아이미소어린이집,2019-06-03 ~ 2019-08-30
2,광주광역시,북구,어르신 활동 보조봉사,효드림요양병원,2019-06-01 ~ 2019-08-30
3,광주광역시,북구,어린이집 청소 및 아이돌보기,베베어린이집,2019-06-10 ~ 2019-08-30
4,광주광역시,북구,"어린이집 청소지원, 아이들 돌보기, 창문닦기, 도서정리",베베어린이집,2019-06-10 ~ 2019-08-30
5,광주광역시,북구,밑반찬 조리 봉사자 모집,오치종합사회복지관,2019-07-04 ~ 2019-09-26
6,광주광역시,북구,이 미용봉사,광주누가요양병원,2019-06-01 ~ 2019-08-31
