,지역,시군구,제목,모집기관,봉사기간
0,충청남도,천안시,발달 아동.청소년  프로그램 활동보조 봉사자 모집,두리사랑주간보호센터,2019-08-05 ~ 2019-08-30
1,충청남도,천안시,청개구리 라면쉼터 운영지원 활동,천안시자원봉사센터,2019-07-01 ~ 2019-08-30
2,충청남도,천안시,기운차림봉사단 급식지원 활동,천안시자원봉사센터,2019-08-19 ~ 2019-08-30
3,충청남도,천안시,천안흥타령춤축제2019 영어 통역 자원봉사자 모집,천안시자원봉사센터,2019-09-25 ~ 2019-09-29
4,충청남도,천안시,천안흥타령춤축제2019 일본어 통역 자원봉사자 모집,천안시자원봉사센터,2019-09-25 ~ 2019-09-29
5,충청남도,천안시,동남구보건소 물품정리 자원봉사,충청남도 천안시,2019-08-27 ~ 2019-08-27
6,충청남도,천안시,시민과 함께하는 우리 동네 탄력순찰,천안서북경찰서,2019-08-27 ~ 2019-08-27
7,충청남도,천안시,시민과 함께하는 우리 동네 탄력순찰,천안서북경찰서,2019-08-27 ~ 2019-08-27
8,충청남도,천안시,천안세무서 민원안내 자원봉사,충청남도 천안시,2019-09-02 ~ 2019-09-30
9,충청남도,천안시,천안법원 민원안내 자원봉사,충청남도 천안시,2019-09-02 ~ 2019-09-30
0,충청남도,천안시,천안법원 민원안내 자원봉사,충청남도 천안시,2019-09-02 ~ 2019-09-30
1,충청남도,천안시,대한법률구조공단 민원안내,충청남도 천안시,2019-09-02 ~ 2019-09-30
2,충청남도,천안시,천안시청 홍보관 견학 어린이 안전지킴이 활동,충청남도 천안시,2019-09-06 ~ 2019-10-11
3,충청남도,천안시,천안시자원봉사센터 업무지원,충청남도 천안시,2019-08-26 ~ 2019-09-06
4,충청남도,천안시,천안시장애인체육대회 자원봉사,충청남도 천안시,2019-09-24 ~ 2019-09-24
5,충청남도,천안시,천안시장애인체육대회 자원봉사,충청남도 천안시,2019-09-24 ~ 2019-09-24
6,충청남도,천안시,천안흥타령춤축제2019 자원봉사 운영지원,천안시자원봉사센터,2019-09-25 ~ 2019-09-29
7,충청남도,천안시,천안흥타령춤축제2019 자원봉사 운영지원,천안시자원봉사센터,2019-09-25 ~ 2019-09-29
8,충청남도,천안시,천안흥타령춤축제2019 환경정화,천안시자원봉사센터,2019-09-25 ~ 2019-09-29
9,충청남도,천안시,천안흥타령춤축제2019 환경정화,천안시자원봉사센터,2019-09-25 ~ 2019-09-29
0,충청남도,천안시,천안흥타령춤축제2019 건강증진관 운영 자원봉사,충청남도 천안시,2019-09-25 ~ 2019-09-29
1,충청남도,천안시,우리노인주간보호센터  활동보조,우리노인주간보호센터,2019-08-12 ~ 2019-09-20
2,충청남도,천안시,우리노인주간보호센터  활동보조,우리노인주간보호센터,2019-08-12 ~ 2019-09-20
3,충청남도,천안시,국립망향의동산관리원 자원봉사활동,국립망향의동산관리원,2019-07-01 ~ 2019-09-30
4,충청남도,천안시,기운차림봉사단 급식지원 활동,천안시자원봉사센터,2019-09-02 ~ 2019-09-30
5,충청남도,천안시,전기안전모니터 전산입력및 행정업무 보조 봉사자 모집,(사)충남소비자공익네트워크,2019-08-01 ~ 2019-10-31
