,지역,시군구,제목,모집기관,봉사기간
0,대전광역시,중구,청소,사계절청소년회복지원시설,2019-05-21 ~ 2019-08-20
1,대전광역시,중구,멘토링,사계절청소년회복지원시설,2019-05-26 ~ 2019-08-20
2,대전광역시,중구,중촌 효심정 어르신들 급식지원서비스,대전YWCA,2019-08-21 ~ 2019-08-21
3,대전광역시,중구,한국효문화진흥원 교육프로그램 보조·지원,한국효문화진흥원,2019-08-20 ~ 2019-08-20
4,대전광역시,중구,""" 함께 빵을 나누는 사람들 "" - 대한적십자사 대전세종지사",대한적십자사대전세종지사,2019-08-23 ~ 2019-08-23
5,대전광역시,중구,대전사랑 환경지킴이,대전봉사체험교실,2019-08-24 ~ 2019-08-24
6,대전광역시,중구,어르신 활동보조,행복한주야간보호센터,2019-05-23 ~ 2019-08-23
7,대전광역시,중구,어르신 활동보조,행복한주야간보호센터,2019-05-23 ~ 2019-08-23
8,대전광역시,중구,제12회 대전광역시동구청장배 전국풋살대회 행사보조,대전광역시체육회,2019-09-01 ~ 2019-09-01
9,대전광역시,중구,제12회 대전광역시동구청장배 전국풋살대회 행사보조,대전광역시체육회,2019-09-01 ~ 2019-09-01
0,대전광역시,중구,제12회 대전광역시동구청장배 전국풋살대회 행사보조,대전광역시체육회,2019-09-01 ~ 2019-09-01
1,대전광역시,중구,"오픈더퓨처 대전지부-나눔 석고방향제 전달제작 봉사활동-소년소녀가장가정,사회적 소외계층아동",오픈더퓨처,2019-08-24 ~ 2019-08-24
2,대전광역시,중구,우리동네 클린사업,석교동 행정복지센터,2019-08-26 ~ 2019-08-26
3,대전광역시,중구,제12회 대전광역시동구청장배 전국풋살대회 행사보조,대전광역시체육회,2019-08-31 ~ 2019-08-31
4,대전광역시,중구,제12회 대전광역시동구청장배 전국풋살대회 행사보조,대전광역시체육회,2019-08-31 ~ 2019-08-31
5,대전광역시,중구,2019 대전갑천 전국패들보드 챌린지 대회 행사보조,대전광역시체육회,2019-08-31 ~ 2019-08-31
6,대전광역시,중구,9월 대한민국 문해의 달 알리기 행사 보조,사회적협동조합 도원참사랑나눔,2019-08-24 ~ 2019-08-24
7,대전광역시,중구,비점오염원 저감 홍보활동 -장소 : 대전시 중구 선화로 126-10 옆 근린자동차정비조합 사무실 2층 교육장,사단법인지구촌환경지킴이국민운동본부,2019-08-25 ~ 2019-08-25
8,대전광역시,중구,태평2동 우리동네클린사업 환경정화활동,태평2동행정복지센터,2019-08-26 ~ 2019-08-26
9,대전광역시,중구,방학중 현장체험학습 참여,유천지역아동센터,2019-07-17 ~ 2019-08-28
0,대전광역시,중구,2019 세계 자살예방의 날 기념행사 및 생명존중도시 대전 선포식 자원봉사자 모집,대전광역정신건강복지센터,2019-09-02 ~ 2019-09-02
