,지역,시군구,제목,모집기관,봉사기간
0,제주특별자치도,제주시,[아름다운가게 제주되살림터] 7월~8월 활동천사 모집합니다,아름다운가게 제주되살림터,2019-07-01 ~ 2019-08-30
1,제주특별자치도,제주시,아이 돌봄 자원봉사자 모집,제주시다문화가족지원센터,2019-08-25 ~ 2019-08-25
2,제주특별자치도,제주시,[아름다운가게 제주동문점]7~8월 활동가모집,아름다운가게(제주동문점),2019-07-01 ~ 2019-08-31
3,제주특별자치도,제주시,[아름다운가게 제주되살림터] 9월 활동천사 모집합니다.,아름다운가게 제주되살림터,2019-09-02 ~ 2019-09-27
4,제주특별자치도,제주시,벽화그리기 교육 및 봉사활동 참가자 모집 안내,제주시자원봉사센터,2019-08-29 ~ 2019-08-30
5,제주특별자치도,제주시,디어프렌드_통일한국 세계 평화의 중심에 서다_평화파우치를 통한 sns홍보캠페인,제주시자원봉사센터,2019-08-17 ~ 2019-08-31
6,제주특별자치도,제주시,전국자연보호중앙회 “월정리  해안 쓰레기수거 및 GEO 탐험대 제11회 청소년 쓰레기줍기 대회”,사단법인 전국자연보호중앙회,2019-08-31 ~ 2019-08-31
7,제주특별자치도,제주시,자원봉사 상설기본교육 신청안내,제주시자원봉사센터,2019-08-30 ~ 2019-08-30
8,제주특별자치도,제주시,제주장애인야간학교-미술 보조활동,제주장애인야간학교,2019-06-11 ~ 2019-08-30
9,제주특별자치도,제주시,제주장애인야간학교 - 탁구수업 봉사자 모집,제주장애인야간학교,2019-06-12 ~ 2019-08-30
0,제주특별자치도,제주시,제주장애인야간학교 - 보치아수업시 봉사자 모집,제주장애인야간학교,2019-06-13 ~ 2019-08-30
1,제주특별자치도,제주시,시각장애인 직업능력개발훈련기관 청소 및 환경미화,(사)대한안마사협회 제주지부,2019-07-19 ~ 2019-08-30
2,제주특별자치도,제주시,동물보호센터 보호동물 관리 및 주변환경 정리,제주특별자치도 동물보호센터,2019-08-01 ~ 2019-08-30
3,제주특별자치도,제주시,동물보호센터 보호동물 관리 및 주변환경 정리,제주특별자치도 동물보호센터,2019-08-01 ~ 2019-08-30
4,제주특별자치도,제주시,우당도서관 도서정리 및 환경정비,우당도서관,2019-08-01 ~ 2019-08-31
5,제주특별자치도,제주시,"◎  어린이 공원, 가로변 등 노형동 관내 환경정비 활동",노형동주민센터,2019-07-09 ~ 2019-08-31
6,제주특별자치도,제주시,제주고산리유적안내센터 8월 평일 오전 봉사활동,제주고고학연구소,2019-08-01 ~ 2019-08-31
7,제주특별자치도,제주시,제주고산리유적안내센터 8월 평일 오후 봉사활동,제주고고학연구소,2019-08-01 ~ 2019-08-31
8,제주특별자치도,제주시,활기찬노인복지센터 이용어르신 일상생활 지원 및 프로그램활동 보조,활기찬노인복지센터,2019-08-01 ~ 2019-09-30
9,제주특별자치도,제주시,"어린이 놀이터 안전지킴 및 교구 정리,실내외 환경정화 활동",제주특별자치도환경성질환예방관리센터,2019-08-01 ~ 2019-08-31
0,제주특별자치도,제주시,제주동물친구들 동물구호활동,(사)제주동물친구들,2019-08-01 ~ 2019-08-31
