,지역,시군구,제목,모집기관,봉사기간
0,충청북도,음성군,팩토리 투어센터 산업관광 해설사,한독의약박물관,2019-08-15 ~ 2019-11-14
1,충청북도,음성군,한독의약박물관 청소년 해설사,한독의약박물관,2019-08-17 ~ 2019-11-16
