,시군구,lat,lng,제목,모집기관,formatted_address,봉사기간
0,경기도 연천군,,, [행사 보조요원 모집] 평화 순례길 걷기 행사 보조,다일공동체,,2019-09-19 2019-10-19
1,경기도 연천군,,, [시간 인정] 제 회 밥피스메이커  함께 걷는 평화 순례 참가자 모집,다일공동체,,2019-09-19 2019-10-19
2,경기도 연천군,38.0588099,127.0235896, 장애인프로그램지원 봉사자모집합니다,누리장애인공동생활가정,대한민국 경기도 연천군 군남면 진상4길 13 1102호,2019-03-30 2019-12-31
