,지역,시군구,제목,모집기관,봉사기간
0,부산광역시,동래구,동래구노인복지관 경로식당 조리 및 배식보조,동래구노인복지관,2019-07-25 ~ 2019-08-23
1,부산광역시,동래구,"온천천 추억 만들기 및 2020 동래방문의 해 홍보, 환경정화",동래구자원봉사센터,2019-08-26 ~ 2019-08-26
2,부산광역시,동래구,"「제9회 TPO 총회 」국제행사 보조 자원봉사자를 모집합니다. ★이메일 접수 신청, 아래사항 참고 후 신청바람★",부산광역시,2019-09-24 ~ 2019-09-24
3,부산광역시,동래구,★[우리봉사단] [마산 원광보은의집] 8월 25일 '보은의 집' 상시봉사★,우리봉사단,2019-08-25 ~ 2019-08-25
4,부산광역시,동래구,낙민파출소 관내 우범지역 및 온천천 순찰,동래경찰서,2019-06-11 ~ 2019-08-27
5,부산광역시,동래구,사직지구대 경찰관과 함께하는 합동 순찰,동래경찰서,2019-07-04 ~ 2019-08-27
6,부산광역시,동래구,"온천지구대 경찰관과 함께 하는 온천1동, 2동 재개발구역 합동순찰 및 방범진단",동래경찰서,2019-08-06 ~ 2019-08-27
7,부산광역시,동래구,온천3파출소 공폐가 수색 및 방범순찰활동,동래경찰서,2019-06-04 ~ 2019-08-29
8,부산광역시,동래구,이그나이트 V-Korea X 부산 행사지원 대학생 자원봉사자 모집,부산광역시,2019-08-29 ~ 2019-08-29
9,부산광역시,동래구,명장양덕어린이집 숲놀이 견학보조,명장양덕어린이집,2019-08-23 ~ 2019-08-30
0,부산광역시,동래구,동래문화회관 공연업무 보조,동래구문화시설사업소,2019-08-30 ~ 2019-08-30
1,부산광역시,동래구,"업무지원, 사무보조, 환경미화, 텃밭관리, 홍보",글로빌아트홀,2019-07-08 ~ 2019-08-30
2,부산광역시,동래구,부산119안전체험관 8월오후 13:00~17:00,부산소방안전본부안전체험관,2019-08-01 ~ 2019-08-31
3,부산광역시,동래구,동래구노인복지관 경로식당 배식보조 및 정리,동래구노인복지관,2019-07-04 ~ 2019-09-06
4,부산광역시,동래구,동래종합사회복지관 장애인 및 치매어르신을 위한 식당업무보조,동래종합사회복지관,2019-07-09 ~ 2019-09-06
5,부산광역시,동래구,급식보조 봉사자 모집,(사)문화쉼터,2019-08-09 ~ 2019-09-06
6,부산광역시,동래구,추석명절행사 보조,동래구노인복지관,2019-09-09 ~ 2019-09-09
7,부산광역시,동래구,지적장애인 일손돕기,도영센터,2019-07-01 ~ 2019-09-30
8,부산광역시,동래구,지적장애인 일손돕기,도영센터,2019-07-01 ~ 2019-09-30
9,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집,부산광역시 동래구,2019-10-11 ~ 2019-10-13
0,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집,부산광역시 동래구,2019-10-11 ~ 2019-10-13
1,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집,부산광역시 동래구,2019-10-11 ~ 2019-10-13
2,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집,부산광역시 동래구,2019-10-11 ~ 2019-10-13
3,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집-1차,부산광역시 동래구,2019-10-11 ~ 2019-10-11
4,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집-2차,부산광역시 동래구,2019-10-12 ~ 2019-10-12
5,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집-3차,부산광역시 동래구,2019-10-13 ~ 2019-10-13
6,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집,부산광역시 동래구,2019-10-11 ~ 2019-10-13
7,부산광역시,동래구,제25회 동래읍성역사축제 자원봉사자 모집,부산광역시 동래구,2019-10-11 ~ 2019-10-13
8,부산광역시,동래구,어르신 활동보조 및 서류업무보조,동래데이케어,2019-07-01 ~ 2019-09-30
9,부산광역시,동래구,어르신 활동보조 및 서류업무보조,동래데이케어,2019-07-01 ~ 2019-09-30
0,부산광역시,동래구,"업무지원, 사무보조, 환경미화, 텃밭관리, 홍보",글로빌아트홀,2019-07-08 ~ 2019-09-30
1,부산광역시,동래구,[9월~10월/동래인의 삶과 죽음]동래문화를 품은 문화재 보존 활동,부산광역시 동래구,2019-09-07 ~ 2019-10-12
2,부산광역시,동래구,편한재활주간보호센터 어르신을 위한 공연 봉사,편한재활주간보호센터,2019-08-21 ~ 2019-10-16
3,부산광역시,동래구,"[9~10월/교육,행정]동래문화를 품은 문화재 보존 활동",부산광역시 동래구,2019-09-07 ~ 2019-10-19
