,지역,시군구,제목,모집기관,봉사기간
0,부산광역시,사하구,"「제9회 TPO 총회 」국제행사 보조 자원봉사자를 모집합니다. ★이메일 접수 신청, 아래사항 참고 후 신청바람★",부산광역시,2019-09-24 ~ 2019-09-24
1,부산광역시,사하구,이그나이트 V-Korea X 부산 행사지원 대학생 자원봉사자 모집,부산광역시,2019-08-29 ~ 2019-08-29
2,부산광역시,사하구,다대포낙조분수 '방탄소년단 특별 음악분수 공연'  자원봉사자 모집,부산광역시 사하구,2019-09-01 ~ 2019-09-01
3,부산광역시,사하구,"식사보조, 말벗, 청소, 이동보조",아들요양원,2019-06-01 ~ 2019-08-31
4,부산광역시,사하구,이미용 봉사자님을 모집합니다~,새한가가호호노인주간보호센터,2019-06-10 ~ 2019-08-31
5,부산광역시,사하구,노인주간보호센터 작업치료 봉사자 모집 공고,효사랑재가노인복지센터,2019-09-06 ~ 2019-09-27
6,부산광역시,사하구,[제4회 가족사랑 걷기대회] 대학생봉사자 모집,부산광역시 사하구,2019-09-28 ~ 2019-09-28
7,부산광역시,사하구,[ 제4회 가족사랑 걷기대회 ] 청소년 자원봉사자 모집,부산광역시 사하구,2019-09-28 ~ 2019-09-28
8,부산광역시,사하구,"식사보조, 말벗, 청소, 이동보조",아들요양원,2019-09-01 ~ 2019-09-30
9,부산광역시,사하구,기쁨지역아동센터 환경정비 및 청소,기쁨지역아동센터,2019-08-01 ~ 2019-10-31
0,부산광역시,사하구,아름다운가게 매장운영 및 기증품 접수,(재)아름다운가게부산사하점,2019-09-01 ~ 2019-11-30
1,부산광역시,사하구,아름다운가게 매장운영 및 기증품접수,(재)아름다운가게부산사하점,2019-09-01 ~ 2019-11-30
2,부산광역시,사하구,2019 하반기 자원봉사자 모집,부산현대미술관,2019-08-20 ~ 2019-11-17
3,부산광역시,사하구,아름다운가게 매장 운영 및 기증품접수,(재)아름다운가게부산사하점,2019-09-01 ~ 2019-11-30
