,지역,시군구,제목,모집기관,봉사기간
0,부산광역시,수영구,장애인직업재활시설 도영하우스에서 자원봉사자를 모집합니다.,도영하우스,2019-06-20 ~ 2019-08-20
1,부산광역시,수영구,광남지구대 함께한 데이 순찰 활동,부산남부경찰서 광남지구대,2019-08-22 ~ 2019-08-22
2,부산광역시,수영구,독거 노인과 장애인들을 위한 도시락 만들기 및 배달,무지개가족밥상,2019-06-04 ~ 2019-08-29
3,부산광역시,수영구,광민지구대 1020순찰단,부산광역시 수영구,2019-08-23 ~ 2019-08-23
4,부산광역시,수영구,"「제9회 TPO 총회 」국제행사 보조 자원봉사자를 모집합니다. ★이메일 접수 신청, 아래사항 참고 후 신청바람★",부산광역시,2019-09-24 ~ 2019-09-24
5,부산광역시,수영구,2019년 재활용품 선별체험 봉사활동,수영구청 자원순환과,2019-07-29 ~ 2019-08-26
6,부산광역시,수영구,수영구어린이집연합회 프로그램보조,부산광역시 수영구,2019-08-27 ~ 2019-08-27
7,부산광역시,수영구,이그나이트 V-Korea X 부산 행사지원 대학생 자원봉사자 모집,부산광역시,2019-08-29 ~ 2019-08-29
8,부산광역시,수영구,수영구노인복지관 - 경로식당 조리및 배식보조,부산광역시 수영구,2019-06-20 ~ 2019-08-29
9,부산광역시,수영구,2019 광안리 달빛수영 축제 행사보조,부산광역시 수영구,2019-08-31 ~ 2019-08-31
0,부산광역시,수영구,꽁초와의 전쟁,바른도시포럼,2019-08-31 ~ 2019-08-31
1,부산광역시,수영구,민락수변공원 환경정화 활동,수영구청 문화관광과,2019-06-01 ~ 2019-08-31
2,부산광역시,수영구,수영구 어린이 워터파크 자원봉사자 모집,수영구청 일자리경제과,2019-06-25 ~ 2019-08-31
3,부산광역시,수영구,"어르신 말벗,식사수발,목욕도움,본원 실내외 청소",고향의집,2019-08-01 ~ 2019-08-31
4,부산광역시,수영구,어르신프로그램 보조 및 청소,늘푸른재가복지센터,2019-08-01 ~ 2019-08-31
5,부산광역시,수영구,수영구육아종합지원센터-오후,부산광역시 수영구,2019-08-01 ~ 2019-10-30
6,부산광역시,수영구,수영구육아종합지원센터-오전,부산광역시 수영구,2019-08-01 ~ 2019-10-31
7,부산광역시,수영구,"남부산우체국 우편물 구분 및 주변청소,정리정돈",부산광역시 수영구,2019-07-01 ~ 2019-09-30
8,부산광역시,수영구,"남부산우체국 우편물 구분 및 주변청소,정리정돈",부산광역시 수영구,2019-07-01 ~ 2019-09-30
9,부산광역시,수영구,수영효도요양병원,부산광역시 수영구,2019-07-05 ~ 2019-10-05
0,부산광역시,수영구,수영효도요양병원,부산광역시 수영구,2019-07-05 ~ 2019-10-05
1,부산광역시,수영구,수영효도요양병원-식사보조,부산광역시 수영구,2019-07-15 ~ 2019-10-05
2,부산광역시,수영구,수영효도요양병원-말벗 및 인지활동,부산광역시 수영구,2019-07-15 ~ 2019-10-05
3,부산광역시,수영구,온종일주야간보호센터,부산광역시 수영구,2019-08-01 ~ 2019-10-31
4,부산광역시,수영구,온종일주야간보호센터,부산광역시 수영구,2019-08-01 ~ 2019-10-31
5,부산광역시,수영구,온종일주야간보호센터,부산광역시 수영구,2019-08-01 ~ 2019-10-31
6,부산광역시,수영구,온종일주야간보호센터,부산광역시 수영구,2019-08-01 ~ 2019-10-31
7,부산광역시,수영구,온종일주야간보호센터,부산광역시 수영구,2019-08-01 ~ 2019-10-31
8,부산광역시,수영구,부산 수영구육아종합지원센터_보조교사,부산광역시 수영구,2019-08-01 ~ 2019-10-31
9,부산광역시,수영구,부산 수영구육아종합지원센터_보조교사,부산광역시 수영구,2019-08-01 ~ 2019-10-31
0,부산광역시,수영구,장애 영유아 숲체험 프로그램 보조 선생님 모집,장한어린이집(장애전담),2019-08-06 ~ 2019-11-05
