,지역,시군구,제목,모집기관,봉사기간
0,부산광역시,해운대구,청소년여름방학자원봉사프로그램-환경정화활동,YES캠프 장산,2019-07-27 ~ 2019-08-24
1,부산광역시,해운대구,사랑이 머무는 열린음악회 보조자 모집,한끼의식사기금,2019-08-21 ~ 2019-08-21
2,부산광역시,해운대구,식사 및 프로그램 활동보조-장산장애인주간보호센터,장산장애인주간보호센터,2019-05-27 ~ 2019-08-23
3,부산광역시,해운대구,"「제9회 TPO 총회 」국제행사 보조 자원봉사자를 모집합니다. ★이메일 접수 신청, 아래사항 참고 후 신청바람★",부산광역시,2019-09-24 ~ 2019-09-24
4,부산광역시,해운대구,좌2동 환경지킴이 환경정비 활동,YES캠프 좌2동,2019-08-28 ~ 2019-08-28
5,부산광역시,해운대구,이그나이트 V-Korea X 부산 행사지원 대학생 자원봉사자 모집,부산광역시,2019-08-29 ~ 2019-08-29
6,부산광역시,해운대구,민ㆍ경 합동 도보순찰활동 - 해운대경찰서 생활안전과,부산광역시 해운대구,2019-07-01 ~ 2019-09-30
7,부산광역시,해운대구,민ㆍ경 합동 도보순찰활동 - 해운대경찰서 생활안전과,부산광역시 해운대구,2019-07-01 ~ 2019-09-30
8,부산광역시,해운대구,KF 아세안문화원 시설 및 프로그램 운영 보조,한국국제교류재단 아세안문화원,2019-07-02 ~ 2019-09-29
9,부산광역시,해운대구,KF 아세안문화원 시설 및 프로그램 운영 보조,한국국제교류재단 아세안문화원,2019-07-02 ~ 2019-09-29
0,부산광역시,해운대구,어르신 무료급식 활동보조-우담,부산광역시 해운대구,2019-07-12 ~ 2019-10-11
1,부산광역시,해운대구,해운대장애인근로사업장 임가공직무,해운대장애인근로사업장,2019-08-01 ~ 2019-10-24
2,부산광역시,해운대구,장애인주간보호주간보호센터-식사 및 프로그램 활동보조,장산장애인주간보호센터,2019-08-26 ~ 2019-11-22
