,지역,시군구,제목,모집기관,봉사기간
0,서울특별시,강동구,선데이파크 진행요원 자원봉사자 모집,강동구보건소,2019-08-24 ~ 2019-08-24
1,서울특별시,강동구,전문생태강사와 하천 야생화 조사 및 하천보호 캠페인 행사 보조,강동송파환경연합,2019-08-24 ~ 2019-08-24
2,서울특별시,강동구,[강동교육복지센터] 1:1 학습정서 멘토링 봉사자 모집,강동교육복지센터,2019-06-01 ~ 2019-08-31
3,서울특별시,강동구,[강동교육복지센터]특수교육대상아동 개별 멘토링 멘토 모집,강동교육복지센터,2019-06-01 ~ 2019-08-31
4,서울특별시,강동구,"성내1동 독거어르신 ""사랑의 점심봉사"" 자원봉사자 모집",성내1동주민센터,2019-07-31 ~ 2019-09-25
5,서울특별시,강동구,생태교란식물 관리작업,고덕수변생태공원,2019-08-24 ~ 2019-08-24
6,서울특별시,강동구,[성암장수마을요양원] 프로그램 활동보조,성암장수마을(요양원),2019-08-19 ~ 2019-08-31
7,서울특별시,강동구,2019년 서울형 유급병가지원 알리기 봉사자를 모집합니다.,서울특별시,2019-09-02 ~ 2019-09-06
8,서울특별시,강동구,[강동힐링요양원] 어르신 공연봉사,강동힐링요양원,2019-08-05 ~ 2019-10-28
9,서울특별시,강동구,어린이 대상으로 하는 미세먼지 교육 행사 보조,강동송파환경연합,2019-08-29 ~ 2019-08-29
0,서울특별시,강동구,강동종합사회복지관 심리운동실 환경개선활동을 함께해주실 자원봉사자를 모집합니다.,강동종합사회복지관,2019-08-27 ~ 2019-08-29
1,서울특별시,강동구,"오전 : 푸드뱅크- 기부물건 하차 및 정리작업, 주변정리",사단법인 글로벌희망나눔,2019-08-19 ~ 2019-08-30
2,서울특별시,강동구,오후 : 푸드뱅크- 기부물건 하차 및 정리작업과 주변정리,사단법인 글로벌희망나눔,2019-08-19 ~ 2019-08-30
3,서울특별시,강동구,가족과 함께 참여하는 전문생태강사와 하천 야생화 조사 및 하천보호 캠페인,강동송파환경연합,2019-09-01 ~ 2019-09-01
4,서울특별시,강동구,가족과 함께 참여하는 전문생태강사와 하천 야생화 조사 및 하천 보호 캠페인,강동송파환경연합,2019-09-01 ~ 2019-09-01
5,서울특별시,강동구,가족과 함께 참여하는 전문생태강사와 하천 야생화 조사 및 하천 보호 캠페인,강동송파환경연합,2019-09-01 ~ 2019-09-01
6,서울특별시,강동구,하천 야생화 조사 및 하천 보호 캠페인 활동 보조,강동송파환경연합,2019-09-01 ~ 2019-09-01
7,서울특별시,강동구,"암사도서관 자원봉사[평일 10시~12시]도서배가 및 서가 정리, 환경정리",암사도서관,2019-09-01 ~ 2019-09-30
8,서울특별시,강동구,"암사도서관 자원봉사[평일 12시~14시]도서배가 및 서가 정리, 환경정리",암사도서관,2019-09-01 ~ 2019-09-30
9,서울특별시,강동구,"암사도서관 자원봉사[평일 14시~16시]도서배가 및 서가 정리, 환경정리",암사도서관,2019-09-01 ~ 2019-09-30
0,서울특별시,강동구,"암사도서관 자원봉사[평일 16시~18시]도서배가 및 서가 정리, 환경정리",암사도서관,2019-09-01 ~ 2019-09-30
