,지역,시군구,제목,모집기관,봉사기간
0,경기도,의왕시,청소년경찰학교_ 범죄예방교육 / 순찰 / 환경정화,의왕청소년경찰학교,2019-07-22 ~ 2019-08-22
1,경기도,의왕시,"[성인,대학생] 한여름밤의'행복' 행사보조",(사)의왕시종합자원봉사센터,2019-08-23 ~ 2019-08-23
2,경기도,의왕시,시립포일2단지 어린이집 환경정화 및 정리정돈,시립포일2단지어린이집,2019-07-29 ~ 2019-08-23
3,경기도,의왕시,월~토-내손체육공원 환경정화 활동,내손체육공원,2019-07-22 ~ 2019-08-24
4,경기도,의왕시,청계배드민턴장- 환경정화 활동,청계배드민턴장,2019-07-22 ~ 2019-08-23
5,경기도,의왕시,국민체육센터- 환경정화 활동,의왕도시공사국민체육센터,2019-07-22 ~ 2019-08-23
6,경기도,의왕시,밝은누리 어린이집 환경정화 및 교구준비,밝은누리어린이집,2019-07-22 ~ 2019-08-23
7,경기도,의왕시,밝은누리 어린이집 환경정화 및 교구준비,밝은누리어린이집,2019-07-22 ~ 2019-08-23
8,경기도,의왕시,여성회관_사무보조 및 환경정화,의왕도시공사여성회관,2019-07-22 ~ 2019-08-23
9,경기도,의왕시,부곡체육공원- 환경정화 활동,부곡체육공원,2019-07-22 ~ 2019-08-23
0,경기도,의왕시,평일-사랑채노인복지관 경로식당 배식봉사,사랑채노인복지관,2019-07-22 ~ 2019-08-23
1,경기도,의왕시,사랑채노인복지관- 주간보호센터 활동보조,사랑채노인복지관,2019-07-22 ~ 2019-08-23
2,경기도,의왕시,사랑채노인복지관- 도시락 배달 업무보조,사랑채노인복지관,2019-07-22 ~ 2019-08-23
3,경기도,의왕시,사랑채노인복지관 도시락 설거지 및 환경정화,사랑채노인복지관,2019-07-22 ~ 2019-08-23
4,경기도,의왕시,월암공영차고지 환경정화 활동,도시공사월암공영차고지,2019-07-22 ~ 2019-08-23
5,경기도,의왕시,숲속옹달샘도서관_업무보조 의왕시 관내 재학생만,숲속 옹달샘 작은 도서관,2019-07-20 ~ 2019-08-25
6,경기도,의왕시,숲속옹달샘도서관_업무보조 의왕시 관내 재학생만,숲속 옹달샘 작은 도서관,2019-07-20 ~ 2019-08-25
7,경기도,의왕시,숲속옹달샘도서관_업무보조 의왕시 관내 재학생만,숲속 옹달샘 작은 도서관,2019-07-20 ~ 2019-08-25
8,경기도,의왕시,포일숲속마을1단지_ 도서관 업무보조,포일숲속마을1단지 도서관,2019-07-29 ~ 2019-08-23
9,경기도,의왕시,사랑채노인복지관- 주간보호센터 활동보조,사랑채노인복지관,2019-07-22 ~ 2019-08-23
0,경기도,의왕시,의왕아이숲어린이집_ 보육보조 활동,의왕아이숲어린이집,2019-07-29 ~ 2019-08-23
1,경기도,의왕시,한국예술문화단체총연합회 의왕지회_ 의왕예술한마당 보조 및 환경정화,(사)의왕시종합자원봉사센터,2019-08-23 ~ 2019-08-23
2,경기도,의왕시,"[성인,대학생] 프로그램 진행보조 활동",푸른실버재가노인복지센터,2019-06-03 ~ 2019-08-31
3,경기도,의왕시,"[성인,대학생] 쇼핑백제작 활동보조",포이에마보호작업장,2019-06-03 ~ 2019-08-30
4,경기도,의왕시,"[성인,대학생] 쇼핑백제작 활동보조",포이에마보호작업장,2019-06-03 ~ 2019-08-30
5,경기도,의왕시,"[성인,대학생] 프로그램 진행보조 활동",푸른실버재가노인복지센터,2019-06-17 ~ 2019-08-31
6,경기도,의왕시,연잎체험행사 환경정화 활동,사)푸른환경운동경기남본부,2019-08-31 ~ 2019-08-31
7,경기도,의왕시,"[성인,대학생] 중,고등 학습지도 봉사활동",보스코의집,2019-06-22 ~ 2019-09-21
8,경기도,의왕시,"[성인,대학생] 독서 골든벨 행사보조 활동",(사)의왕시종합자원봉사센터,2019-09-25 ~ 2019-09-25
9,경기도,의왕시,[성인] 의왕시 9월 자원봉사 기본교육,경기도 의왕시,2019-09-24 ~ 2019-09-24
0,경기도,의왕시,"[성인,대학생]사랑채 노인복지관 배식활동",사랑채노인복지관,2019-07-01 ~ 2019-09-28
1,경기도,의왕시,"[성인,대학생] 보치아활동",의왕장애인자립센터,2019-07-05 ~ 2019-09-27
2,경기도,의왕시,"[성인,대학생] 보치아활동",의왕장애인자립센터,2019-07-08 ~ 2019-09-30
3,경기도,의왕시,"[성인,대학생] 원예교육 보조활동",의왕장애인자립센터,2019-07-24 ~ 2019-10-16
4,경기도,의왕시,"[성인,대학생] 치매어르신 카페 운영 보조활동",의왕시보건소,2019-08-22 ~ 2019-10-31
5,경기도,의왕시,"[성인,대학생] 전시관 안내 및 해설",민주화운동기념사업회,2019-09-02 ~ 2019-11-29
6,경기도,의왕시,"[성인,대학생] 전시관 안내 및 해설",민주화운동기념사업회,2019-09-02 ~ 2019-11-29
