,지역,시군구,제목,모집기관,봉사기간
0,경기도,수원시,지혜샘어린이도서관 청소년 방학기간 평일 오후 서가정리자원봉사,지혜샘어린이도서관,2019-08-01 ~ 2019-08-30
1,경기도,수원시,사랑의 헌혈캠페인 봉사 : 봉사내용 필독,대한적십자사수원역헌혈의집,2019-08-01 ~ 2019-08-31
2,경기도,수원시,사랑의 헌혈캠페인 봉사 : 봉사내용 필독,대한적십자사수원역헌혈의집,2019-08-01 ~ 2019-08-31
3,경기도,수원시,"유치원 활동 보조, 배식 및 급식 보조",수원금호초등학교병설유치원,2019-09-01 ~ 2019-10-31
4,경기도,수원시,"유치원 활동보조, 배식 및 급식보조",수원금호초등학교병설유치원,2019-09-01 ~ 2019-10-31
5,경기도,수원시,녹색소비자연대 사무 지원,녹색소비자연대전국협의회수원,2019-07-01 ~ 2019-08-31
6,경기도,수원시,서수원 문화 플리마켓  자원순환 운동 캠페인,서수원주민편익시설,2019-08-24 ~ 2019-08-24
7,경기도,수원시,서호정화활동 및 꼬리달린 명주나비 생태교육,화서2동주민센터,2019-08-24 ~ 2019-10-24
8,경기도,수원시,대한환경문화총연맹 올림픽공원 정화활동,대한환경문화총연맹,2019-08-24 ~ 2019-08-24
9,경기도,수원시,수원오목천동) 중앙요양원 어르신 생활실 지원 봉사 활동,중앙요양원,2019-08-06 ~ 2019-08-31
0,경기도,수원시,"""지혜샘도서관과 함께하는 틴틴봉사""  주방세제 만들어 저소득층과 나누는 봉사 프로그램",온시민정자봉사센터,2019-08-24 ~ 2019-08-24
1,경기도,수원시,드림오브엔젤스예술단 - 3.1절기념 뮤지컬공연 행사보조활동,수원시종합자원봉사센터,2019-09-04 ~ 2019-09-04
2,경기도,수원시,드림오브엔젤스예술단 - 3.1절기념 뮤지컬공연 행사보조활동,수원시종합자원봉사센터,2019-09-07 ~ 2019-09-07
3,경기도,수원시,수원사랑장학재단 행정사무 봉사활동,수원시종합자원봉사센터,2019-09-03 ~ 2019-09-20
4,경기도,수원시,수원사랑장학재단 행정사무 봉사활동,수원시종합자원봉사센터,2019-09-03 ~ 2019-09-20
5,경기도,수원시,제3회 코리아오픈 슐런 선수권 대회 장애인식사 배식지원 활동,수원시종합자원봉사센터,2019-08-31 ~ 2019-08-31
6,경기도,수원시,제3회 코리아오픈 슐런 선수권 대회 주차지원 활동,수원시종합자원봉사센터,2019-08-31 ~ 2019-08-31
7,경기도,수원시,[최정화 잡화 雜貨] 전시해설사,수원시미술관사업소 아트스페이스 광교,2019-06-01 ~ 2019-08-31
8,경기도,수원시,아트스페이스 광교미술관 안내 자원봉사,수원시미술관사업소 아트스페이스 광교,2019-08-01 ~ 2019-08-30
