,지역,시군구,제목,모집기관,봉사기간
0,경기도,안산시,이주민 시민연대 사회적협동조합 - 이주민 자녀 아동 오전 학습지도,이주민시민연대사회적협동조합,2019-08-05 ~ 2019-08-23
1,경기도,안산시,이주민 시민연대 사회적협동조합 - 이주민 자녀 아동 오후 학습지도,이주민시민연대사회적협동조합,2019-08-05 ~ 2019-08-23
2,경기도,안산시,이주민 시민연대 사회적협동조합 - 다문화가정 자녀 학습지도 및 돌봄,이주민시민연대사회적협동조합,2019-08-05 ~ 2019-08-23
3,경기도,안산시,안산소비자시민모임-에너지의날소등행사거리캠페인,안산시자원봉사센터,2019-08-22 ~ 2019-08-22
4,경기도,안산시,안산YMCA-제12회시화나래태양광모형자동차경주대회 행사보조,안산YMCA,2019-08-31 ~ 2019-08-31
5,경기도,안산시,안산도시공사-안산썰매장 질서유지 및 안내,안산도시공사,2019-08-02 ~ 2019-08-25
6,경기도,안산시,선부종합사회복지관 - 물놀이행사보조자원봉사자,선부종합사회복지관,2019-08-31 ~ 2019-08-31
7,경기도,안산시,부곡종합사회복지관 무료한솥밥나누기 봉사,부곡종합사회복지관,2019-08-24 ~ 2019-08-24
8,경기도,안산시,안산시자원봉사센터-8월 정기자원봉사소양교육,경기도 안산시,2019-08-25 ~ 2019-08-25
9,경기도,안산시,부곡종합사회복지관 초등학교 인성교육 프로그램 수업보조,부곡종합사회복지관,2019-08-26 ~ 2019-10-14
0,경기도,안산시,난민가정 1박2일캠프 진행 아동돌봄 및 업무보조,안산시 글로벌청소년센터,2019-08-30 ~ 2019-08-31
1,경기도,안산시,미래요양병원 - 미용봉사 재능나눔 봉사활동,미래요양병원,2019-05-27 ~ 2019-08-27
2,경기도,안산시,안산화정요양원-어르신 이미용 봉사,안산화정요양원,2019-05-27 ~ 2019-08-27
3,경기도,안산시,"상록실버요양원2-어르신 목욕봉사, 말벗",상록실버요양원2,2019-06-19 ~ 2019-08-28
4,경기도,안산시,"상록실버요양원2-어르신 말벗, 청결지도",상록실버요양원2,2019-06-19 ~ 2019-08-28
5,경기도,안산시,4.16안산시민연대-후원의밤행사운영보조자원봉사,안산시자원봉사센터,2019-08-29 ~ 2019-08-29
6,경기도,안산시,4.16안산시민연대-후원의밤행사운영보조자원봉사,안산시자원봉사센터,2019-08-29 ~ 2019-08-29
7,경기도,안산시,문화예술 사회적협동조합 컬처75 - 다양성 문화놀이터 마켓포레스트,문화예술 사회적협동조합 컬처75,2019-08-31 ~ 2019-08-31
8,경기도,안산시,이주민 시민연대 사회적협동조합 - 행정보조 봉사활동,이주민시민연대사회적협동조합,2019-08-06 ~ 2019-08-30
9,경기도,안산시,립별★빛어린이집-실내외청소 및 도서보수 자원봉사,안산시자원봉사센터,2019-08-19 ~ 2019-08-30
0,경기도,안산시,이주민 시민연대 사회적협동조합 - 이주민 거주 밀집지역 환경미화 자원봉사,이주민시민연대사회적협동조합,2019-08-31 ~ 2019-08-31
1,경기도,안산시,밴드공연악기이동,(사)경기도장애인복지회안산시지부,2019-08-30 ~ 2019-08-30
2,경기도,안산시,안산시자원봉사센터-8월 정기자원봉사소양교육,경기도 안산시,2019-08-30 ~ 2019-08-30
3,경기도,안산시,맑은샘요양원- 생활편의지원,맑은샘요양원,2019-07-01 ~ 2019-08-31
4,경기도,안산시,"성신 노인전문 요양원- 어르신 일상 생활도움,공연,나들이동행.",성신노인전문요양원,2019-06-03 ~ 2019-08-30
5,경기도,안산시,[호원요양병원- 어르신 활동 보조 도우미],호원의료재단호원요양병원,2019-06-03 ~ 2019-08-31
6,경기도,안산시,[호원요양병원-공연봉사],호원의료재단호원요양병원,2019-06-03 ~ 2019-08-31
7,경기도,안산시,"안산시자원봉사센터-전산,사무보조자원봉사",안산시자원봉사센터,2019-08-01 ~ 2019-08-30
8,경기도,안산시,은빛요양원1호점- 실내청결및 어르신 말벗해드리기 자원봉사활동,은빛요양원1호점,2019-06-01 ~ 2019-08-31
9,경기도,안산시,은빛요양원1호점- 실내청결및 어르신 말벗해드리기 자원봉사활동,은빛요양원1호점,2019-06-01 ~ 2019-08-31
0,경기도,안산시,은혜실버요양원-어르신위문공연봉사,은혜실버공동생활가정,2019-06-01 ~ 2019-08-31
1,경기도,안산시,은혜실버요양원- 어르신 이.미용봉사,은혜실버공동생활가정,2019-06-24 ~ 2019-08-31
2,경기도,안산시,단원미술관-기획전시[이미지;매혹의 연금술]-전시 안내,단원미술관,2019-07-04 ~ 2019-08-31
3,경기도,안산시,단원미술관-기획전시[이미지;매혹의 연금술]-전시안내,단원미술관,2019-07-04 ~ 2019-08-31
4,경기도,안산시,효사랑복지요양원3 - 위문공연 봉사활동,효사랑복지요양원3,2019-07-01 ~ 2019-08-31
5,경기도,안산시,"효사랑복지요양원3 - 어르신 말벗, 프로그램 보조 봉사활동",효사랑복지요양원3,2019-07-01 ~ 2019-08-31
6,경기도,안산시,안산시육아종합지원센터- 부모전문가상담,안산시육아종합지원센터 아이러브맘카페,2019-06-27 ~ 2019-08-31
7,경기도,안산시,경신금 요양원 생활편의지원봉사,경신금요양원,2019-07-15 ~ 2019-08-31
8,경기도,안산시,단원요양원-어르신 말벗 외 지원활동,단원요양원,2019-08-01 ~ 2019-08-31
9,경기도,안산시,안산시다문화청소년문화클럽방주-한국어교육및 보조,다문화청소년문화클럽방주,2019-09-01 ~ 2019-11-30
0,경기도,안산시,[경기도 어르신 인생노트 활동 자원활동가 모집],초지종합사회복지관,2019-09-04 ~ 2019-11-27
1,경기도,안산시,어르신 대상 / 음악 프로그램 진행 및 활동,A+굿모닝주야간보호센터,2019-09-02 ~ 2019-12-02
2,경기도,안산시,안산자원봉사협의회-찾아가는 문화공연 봉사자,(사)안산시자원봉사단체협의회,2019-06-15 ~ 2019-09-15
3,경기도,안산시,안산 우체국-우편물 분류 및 물품정리,안산우체국,2019-06-17 ~ 2019-09-11
4,경기도,안산시,안산시체육회-2019안산생생마라톤대회행사진행보조자원봉사,안산시자원봉사센터,2019-09-08 ~ 2019-09-08
5,경기도,안산시,안산시체육진흥과-제30회경기도생활체육대축전경기진행보조자원봉사,안산시자원봉사센터,2019-10-18 ~ 2019-10-18
6,경기도,안산시,안산시체육진흥과-제30회경기도생활체육대축전경기진행보조자원봉사,안산시자원봉사센터,2019-10-19 ~ 2019-10-19
7,경기도,안산시,안산시체육진흥과-제30회경기도생활체육대축전경기진행보조자원봉사,안산시자원봉사센터,2019-10-20 ~ 2019-10-20
8,경기도,안산시,안산시체육진흥과-제30회경기도생활체육대축전경기진행보조자원봉사,안산시자원봉사센터,2019-10-21 ~ 2019-10-21
9,경기도,안산시,안산의료사협-꿈꾸는집요양원 행정봉사,안산의료복지사회적협동조합,2019-06-11 ~ 2019-09-09
0,경기도,안산시,"장애인이동기기수리센터- 휠체어살균 세척, 수리보조",안산시장애인이동기기수리센터,2019-06-10 ~ 2019-09-10
1,경기도,안산시,안산예총-제33회 별망성예술제 오전9시~오후1시 장소:안산선부광장,(사)한국예총안산지회,2019-09-27 ~ 2019-09-27
2,경기도,안산시,안산예총-제33회 별망성예술제 오후2시~오후10시 -장소:안산선부광장,(사)한국예총안산지회,2019-09-27 ~ 2019-09-27
3,경기도,안산시,청소년 대상 멘토링,누림청소년교육복지센터,2019-09-09 ~ 2019-11-01
4,경기도,안산시,시설내 청결도우미 및 어르신말벗 봉사,은빛요양원,2019-09-13 ~ 2019-12-13
5,경기도,안산시,다리피 가은요양원 - 어르신 이미용 봉사,(주)다리피가은요양원,2019-07-17 ~ 2019-09-17
6,경기도,안산시,아가페요양원-일상생활지원 & 재능기부,아가페요양원,2019-07-01 ~ 2019-09-30
7,경기도,안산시,"아가페요양원-어르신 일상생활 도움, 활동보조,  식사보조, 말벗 등",아가페요양원,2019-07-01 ~ 2019-09-30
8,경기도,안산시,안산시장애인체육회-2019경기도장애인생활체육대회자원봉사,안산시자원봉사센터,2019-09-26 ~ 2019-09-26
9,경기도,안산시,안산시장애인체육회-2019경기도장애인생활체육대회자원봉사,안산시자원봉사센터,2019-09-27 ~ 2019-09-27
0,경기도,안산시,온누리행복씨앗- 아름다운 실버대학 차량운행 봉사활동,온누리행복씨앗,2019-07-16 ~ 2019-09-24
1,경기도,안산시,갈릴리어린이집-영유아활동보조,갈릴리어린이집,2019-07-01 ~ 2019-09-30
2,경기도,안산시,체험과 체험장비 세척 및 정리정돈,안산시청 재난체험장,2019-09-28 ~ 2019-09-28
3,경기도,안산시,"안산시자원봉사센터-전산,사무보조자원봉사",안산시자원봉사센터,2019-09-02 ~ 2019-09-30
4,경기도,안산시,한빛요양원- 어르신 일상생활지원 및 활동 보조 등,한빛요양원,2019-07-01 ~ 2019-09-30
5,경기도,안산시,행복한아이들지역아동센터-방과 후 아동지도& 체육활동,행복한아이들지역아동센터,2019-07-01 ~ 2019-09-30
6,경기도,안산시,생생어르신복지센터-활동보조,생생어르신복지센터,2019-07-01 ~ 2019-09-30
7,경기도,안산시,다사랑요양원/병설단기보호-어르신 말벗 및 환경정리정돈,다사랑요양원/병설단기보호,2019-07-01 ~ 2019-09-30
8,경기도,안산시,초지요양원 - 어르신 활동보조 및 프로그램 진행보조,초지요양원,2019-07-01 ~ 2019-09-30
9,경기도,안산시,효드림요양원- 시설 청결 및 어르신 활동보조,효드림요양원,2019-07-01 ~ 2019-09-30
0,경기도,안산시,사랑의공동체 요양원,사랑의공동체요양원,2019-07-20 ~ 2019-09-30
1,경기도,안산시,아동청소년 교육 및 정서지원 멘토링,누림청소년교육복지센터,2019-09-01 ~ 2019-11-30
2,경기도,안산시,"봉선화학당주간보호센터-어르신 피부맛사지, 안마등의 봉사활동",봉선화학당주간보호센터,2019-08-01 ~ 2019-10-31
3,경기도,안산시,안산시육아종합지원센터- 장난감 세척 및 소독,안산시육아종합지원센터 아이러브맘카페,2019-08-06 ~ 2019-09-30
4,경기도,안산시,미소요양원- 어르신 이미용 봉사,미소요양원,2019-08-12 ~ 2019-09-30
5,경기도,안산시,천사종합복지센터 - 어르신활동보조,경기도 안산시 천사종합복지센터,2019-07-03 ~ 2019-10-03
6,경기도,안산시,안산시걷기협회-제9회안산시장배그린워킹대회운영보조자원봉사,안산시자원봉사센터,2019-10-05 ~ 2019-10-05
7,경기도,안산시,"발달장애인과 작업활동 및 지역사회이용인솔지원, 학습활동지원등의 자원봉사활동",더불어숲직업재활센터,2019-07-05 ~ 2019-10-05
8,경기도,안산시,"양지홈 양로원.요양원 - 어르신 생활보조, 말벗, 기관청소, 사무보조업무 봉사",양지시니어홈,2019-07-07 ~ 2019-10-07
9,경기도,안산시,[와동종합사회복지관] ‘STARTeen-에듀투게더’ 학습 멘토링 자원봉사,와동종합사회복지관,2019-07-08 ~ 2019-10-08
0,경기도,안산시,안산시관광과-2019안산김홍도축제행사진행보조자원봉사,안산시자원봉사센터,2019-10-11 ~ 2019-10-13
1,경기도,안산시,안산시관광과-2019안산김홍도축제행사진행보조자원봉사,안산시자원봉사센터,2019-10-12 ~ 2019-10-13
2,경기도,안산시,안산시관광과-2019안산김홍도축제행사진행보조자원봉사,안산시자원봉사센터,2019-10-12 ~ 2019-10-13
3,경기도,안산시,어린이집 자원봉사,리틀은혜비어린이집,2019-07-18 ~ 2019-10-17
4,경기도,안산시,실내 환경정화 및 도서정리 봉사,누림청소년교육복지센터,2019-07-19 ~ 2019-10-18
5,경기도,안산시,단기위탁특별교육 수업지도,누림청소년교육복지센터,2019-07-22 ~ 2019-10-22
6,경기도,안산시,"가나주야간보호-말벗,프로그램보조지원,실내정리정돈,재능기부",가나주야간보호치매전담요양센터,2019-07-26 ~ 2019-10-25
7,경기도,안산시,늘푸른요양센터 - 어르신 생활 편의지원 자원봉사활동 및 이미용 재능기부 봉사활동,늘푸른요양센터,2019-07-24 ~ 2019-10-23
8,경기도,안산시,봉선화학당주간보호센터-어르신 이미용 봉사,봉선화학당주간보호센터,2019-08-05 ~ 2019-11-01
9,경기도,안산시,이주민 시민연대 사회적협동조합 - 이주민 거주 밀집지역 환경미화 자원봉사,이주민시민연대사회적협동조합,2019-08-17 ~ 2019-10-26
0,경기도,안산시,가가호호 데이케어센터 안산점-어르신 문화활동 재능기부 봉사활동,가가호호 데이케어센터 안산점,2019-07-29 ~ 2019-10-29
1,경기도,안산시,"가가호호 데이케어센터 안산점 센터-말벗, 활동보조, 프로그램보조, 식사배식도움, 청소,등",가가호호 데이케어센터 안산점,2019-07-29 ~ 2019-10-29
2,경기도,안산시,주간보호 가가호호 데이케어센터 이미용 봉사모집.,가가호호 데이케어센터 안산점,2019-07-29 ~ 2019-10-29
3,경기도,안산시,경기가정폭력상담소 - 업무보조 및 환경미화 자원봉사,경기가정폭력상담소,2019-08-01 ~ 2019-10-31
4,경기도,안산시,명화극장-어르신 스마트폰 사용에 관한 상담 및 교육,(주) 명화극장,2019-08-01 ~ 2019-10-31
5,경기도,안산시,명화극장-어르신 스마트폰 사용에 관한 상담 및 교육,(주) 명화극장,2019-08-01 ~ 2019-10-31
6,경기도,안산시,명화극장-어르신극장 관람권 확인 및 좌석 안내,(주) 명화극장,2019-08-01 ~ 2019-10-31
7,경기도,안산시,명화극장-어르신극장 관람권 확인 및 좌석 안내,(주) 명화극장,2019-08-01 ~ 2019-10-31
8,경기도,안산시,"이주민 시민연대 사회적협동조합 - 평일 저녁 인터넷, SNS 홍보활동 자원봉사",이주민시민연대사회적협동조합,2019-08-14 ~ 2019-10-31
9,경기도,안산시,경기우리열린세상 - 청소년 말벗 봉사,경기우리열린세상,2019-08-10 ~ 2019-11-10
0,경기도,안산시,경기우리열린세상 - 청소년 말벗봉사,경기우리열린세상,2019-08-19 ~ 2019-11-10
1,경기도,안산시,아가페요양원-재능기부오전,아가페요양원,2019-09-01 ~ 2019-11-30
2,경기도,안산시,아가페요양원-재능기부오후,아가페요양원,2019-09-01 ~ 2019-11-30
3,경기도,안산시,경기우리열린세상 - 청소년 말벗봉사,경기우리열린세상,2019-08-19 ~ 2019-11-19
4,경기도,안산시,안산시자원봉사협의회-어르신힐링프로그램 자원봉사 활동가 모집,(사)안산시자원봉사단체협의회,2019-09-01 ~ 2019-12-01
5,경기도,안산시,시립화랑어린이집-영유아 건강을 위한 놀잇감 세척 등 실내외 청결 및 위생관리 활동,시립화랑어린이집,2019-09-02 ~ 2019-11-29
6,경기도,안산시,은빛요양원1호점- 실내청결및 어르신 말벗해드리기 자원봉사활동,은빛요양원1호점,2019-09-01 ~ 2019-11-30
7,경기도,안산시,"은빛요양원1호점- 실내청결 및 말벗, 활동보조.",은빛요양원1호점,2019-09-01 ~ 2019-11-30
8,경기도,안산시,해피하우스지역아동센터 - 아동 기초학습지도 및 일상관리지도,해피하우스지역아동센터,2019-09-02 ~ 2019-11-29
9,경기도,안산시,"성신노인전문요양원-어르신 일상도움,프로그램 보조,말벗,환경정리.공연,나들이동행",성신노인전문요양원,2019-09-02 ~ 2019-11-29
