,지역,시군구,제목,모집기관,봉사기간
0,전라남도,해남군,행촌문화재단 마을학교 진행 보조,행촌문화재단,2019-08-05 ~ 2019-08-23
1,전라남도,해남군,수윤미술관 환경미화,행촌문화재단,2019-06-01 ~ 2019-08-31
2,전라남도,해남군,해남공공도서관 자료실 서가정리 및 도서관 실내외청소,해남공공도서관,2019-07-12 ~ 2019-10-12
